"Theta_fc","Theta_pwp","AWHC"
0.0547557627613363,0.0535201694052813,0.123559335605503
0.0519061553692447,0.0509900947803564,0.0916060588888316
NA,NA,NA
0.142929541207108,0.060082648801019,8.28468924060888
0.0989157412409908,0.0453788549528117,5.35368862881791
0.0706265345055581,0.0451990045024042,2.54275300031539
0.120922531195339,0.055689319478831,6.52332117165078
0.0658230538017274,0.0430236205017217,2.27994333000056
0.0756973452265444,0.0474027953996329,2.82945498269115
0.0706265345055581,0.0451990045024042,2.54275300031539
0.0756973452265444,0.0474027953996329,2.82945498269115
0.0756973452265444,0.0474027953996329,2.82945498269115
0.086693703887274,0.0519218489291311,3.4771854958143
0.086693703887274,0.0519218489291311,3.4771854958143
NA,NA,NA
0.086693703887274,0.0519218489291311,3.4771854958143
0.120922531195339,0.055689319478831,6.52332117165078
0.086693703887274,0.0519218489291311,3.4771854958143
NA,NA,NA
0.109640891309276,0.0504027865980292,5.92381047112467
0.0810491513426269,0.0496412423946493,3.14079089479775
0.0706265345055581,0.0451990045024042,2.54275300031539
0.142929541207108,0.060082648801019,8.28468924060888
0.115212830772005,0.0530103354382183,6.22024953337869
0.115212830772005,0.0530103354382183,6.22024953337869
0.222240149855936,0.0983414908782471,12.3898658977689
0.086693703887274,0.0519218489291311,3.4771854958143
0.086693703887274,0.0519218489291311,3.4771854958143
NA,NA,NA
0.0756973452265444,0.0474027953996329,2.82945498269115
0.0756973452265444,0.0474027953996329,2.82945498269115
0.0658230538017274,0.0430236205017217,2.27994333000056
0.104209268323291,0.0478586393325203,5.63506289907707
0.0706265345055581,0.0451990045024042,2.54275300031539
0.160883368559148,0.0659502240347656,9.49331445243823
0.178985017955972,0.0801277571919908,9.88572607639813
NA,NA,NA
0.0706265345055581,0.0451990045024042,2.54275300031539
0.142929541207108,0.060082648801019,8.28468924060888
0.0602833156352013,0.0452866409363199,1.49966746988813
NA,NA,NA
0.086693703887274,0.0519218489291311,3.4771854958143
0.0756973452265444,0.0474027953996329,2.82945498269115
0.0756973452265444,0.0474027953996329,2.82945498269115
0.133943933539077,0.0545533907153303,7.93905428237465
0.0706265345055581,0.0451990045024042,2.54275300031539
0.142929541207108,0.060082648801019,8.28468924060888
0.142929541207108,0.060082648801019,8.28468924060888
NA,NA,NA
0.142929541207108,0.060082648801019,8.28468924060888
0.133943933539077,0.0545533907153303,7.93905428237465
0.104209268323291,0.0478586393325203,5.63506289907707
0.0563531139478419,0.0492688555589566,0.70842583888853
0.0642375736180635,0.0538611622139439,1.03764114041195
0.0989157412409908,0.0453788549528117,5.35368862881791
0.086693703887274,0.0519218489291311,3.4771854958143
0.147975845445741,0.055774287695833,9.22015577499075
NA,NA,NA
0.0989157412409908,0.0453788549528117,5.35368862881791
0.109640891309276,0.0504027865980292,5.92381047112467
0.142929541207108,0.060082648801019,8.28468924060888
0.160883368559148,0.0659502240347656,9.49331445243823
NA,NA,NA
0.0756973452265444,0.0474027953996329,2.82945498269115
0.109640891309276,0.0504027865980292,5.92381047112467
NA,NA,NA
0.0810491513426269,0.0496412423946493,3.14079089479775
0.109640891309276,0.0504027865980292,5.92381047112467
0.142929541207108,0.060082648801019,8.28468924060888
NA,NA,NA
0.0756973452265444,0.0474027953996329,2.82945498269115
NA,NA,NA
0.142929541207108,0.060082648801019,8.28468924060888
0.142929541207108,0.060082648801019,8.28468924060888
0.142929541207108,0.060082648801019,8.28468924060888
0.138798846586013,0.0589559688124628,7.98428777735499
0.129462961770273,0.0551235671474924,7.43393946227803
0.129462961770273,0.0551235671474924,7.43393946227803
0.152260150534295,0.0658767525631368,8.6383397971158
0.185886020402488,0.072333524965537,11.3552495436951
0.227481427530198,0.0806166105216127,14.6864817008585
0.217291650512521,0.0902632243834355,12.7028426129086
0.23735717876145,0.0869442736026814,15.0412905158769
NA,NA,NA
NA,NA,NA
0.086693703887274,0.0519218489291311,3.4771854958143
0.120922531195339,0.055689319478831,6.52332117165078
0.0706265345055581,0.0451990045024042,2.54275300031539
0.0584138627942651,0.0465574973250811,1.1856365469184
0.105663904804117,0.0527173178820926,5.29465869220244
0.178985017955972,0.0801277571919908,9.88572607639813
0.148639224793524,0.0647588557147647,8.38803690787589
0.135452236838847,0.0598425670298401,7.56096698090066
0.157055206230709,0.068879566451001,8.81756397797082
0.188206747791593,0.0833717820991469,10.4834965692446
0.152260150534295,0.0658767525631368,8.6383397971158
0.086693703887274,0.0519218489291311,3.4771854958143
0.185886020402488,0.072333524965537,11.3552495436951
0.175179349044232,0.0771497324104384,9.80296166337936
0.195908228289065,0.0845438801722149,11.136434811685
NA,NA,NA
0.162125524749208,0.0693106277867194,9.28148969624886
0.14756125525361,0.0629480884477286,8.46131668058818
0.162125524749208,0.0693106277867194,9.28148969624886
0.178985017955972,0.0801277571919908,9.88572607639813
0.13400610174085,0.0561521510161033,7.78539507247471
0.133943933539077,0.0545533907153303,7.93905428237465
0.146899529510828,0.0612694107827176,8.56301187281106
0.0941625016427109,0.047806690090782,4.63558115519289
0.0937725987607162,0.0429759276281203,5.07966711325959
0.0937725987607162,0.0429759276281203,5.07966711325959
0.142929541207108,0.060082648801019,8.28468924060888
NA,NA,NA
0.0756973452265444,0.0474027953996329,2.82945498269115
0.0989157412409908,0.0453788549528117,5.35368862881791
0.109640891309276,0.0504027865980292,5.92381047112467
0.120922531195339,0.055689319478831,6.52332117165078
0.0706265345055581,0.0451990045024042,2.54275300031539
0.0577369611551734,0.0560703054849954,0.166665567017799
0.0547557627613363,0.0535201694052813,0.123559335605503
NA,NA,NA
0.104209268323291,0.0478586393325203,5.63506289907707
0.0601521677527043,0.0515678560796765,0.858431167302778
0.109640891309276,0.0504027865980292,5.92381047112467
0.109640891309276,0.0504027865980292,5.92381047112467
0.0563531139478419,0.0492688555589566,0.70842583888853
0.0601521677527043,0.0515678560796765,0.858431167302778
0.0601521677527043,0.0515678560796765,0.858431167302778
0.0528187320763053,0.0469827901453029,0.583594193100244
0.133943933539077,0.0545533907153303,7.93905428237465
0.109640891309276,0.0504027865980292,5.92381047112467
NA,NA,NA
0.133943933539077,0.0545533907153303,7.93905428237465
0.178985017955972,0.0801277571919908,9.88572607639813
0.0563531139478419,0.0492688555589566,0.70842583888853
NA,NA,NA
0.0756973452265444,0.0474027953996329,2.82945498269115
0.142929541207108,0.060082648801019,8.28468924060888
0.104209268323291,0.0478586393325203,5.63506289907707
0.104209268323291,0.0478586393325203,5.63506289907707
NA,NA,NA
0.0937725987607162,0.0429759276281203,5.07966711325959
0.0706265345055581,0.0451990045024042,2.54275300031539
NA,NA,NA
0.0658230538017274,0.0430236205017217,2.27994333000056
0.0756973452265444,0.0474027953996329,2.82945498269115
0.0988312202354401,0.0565674301106293,4.22637901248108
NA,NA,NA
