Plot,Line,Species,Total
IL4_9,4,CEMO2,0
IL4_9,4,CHVI8,0
IL4_9,4,CHVI8/D,0
IL4_9,4,CRAN4,0
IL4_9,4,EPVI,0
IL4_9,4,EPVI/D,0
IL4_9,4,JUOS,0
IL4_9,4,JUOS/D,0
IL4_9,4,KRLA2,0
IL4_9,4,KRLA2/D,0
IL4_9,4,MAFR3,0
IL4_9,4,PIED,0
IL4_9,4,PIED/D,0
IL4_9,4,SHRO,0
IL4_9,4,SHRO/D,0
IL4_9,4,SYOR,0
IL4_9,4,SYOR/D,0
IL4_9,4,YUBA,0
IL4_9,4,YUBA/D,0
M1_1,2,ARTR2,3
M1_1,2,ARTR2/D,0
M1_1,2,ATCA2,1
M1_1,2,ATCA2/D,0
M1_1,2,CHNAA3,0
M1_1,2,CHVI8,0
M1_1,2,CHVI8/D,0
M1_1,2,EPVI,0
M1_1,2,EPVI/D,0
M1_1,2,JUOS,0
M1_1,2,JUOS/D,0
M1_1,2,KRLA2,39
M1_1,2,KRLA2/D,0
M1_1,2,PIED,0
M1_1,2,PIED/D,0
M1_1,2,YUBA,0
M1_1,2,YUBA/D,0
M1_1,3,ARTR2,3
M1_1,3,ARTR2/D,0
M1_1,3,ATCA2,3
M1_1,3,ATCA2/D,0
M1_1,3,CHNAA3,0
M1_1,3,CHVI8,0
M1_1,3,CHVI8/D,0
M1_1,3,EPVI,0
M1_1,3,EPVI/D,0
M1_1,3,JUOS,0
M1_1,3,JUOS/D,0
M1_1,3,KRLA2,46
M1_1,3,KRLA2/D,0
M1_1,3,PIED,0
M1_1,3,PIED/D,0
M1_1,3,YUBA,0
M1_1,3,YUBA/D,0
M1_1,4,ARTR2,1
M1_1,4,ARTR2/D,0
M1_1,4,ATCA2,8
M1_1,4,ATCA2/D,0
M1_1,4,CHNAA3,0
M1_1,4,CHVI8,0
M1_1,4,CHVI8/D,0
M1_1,4,EPVI,0
M1_1,4,EPVI/D,0
M1_1,4,JUOS,0
M1_1,4,JUOS/D,0
M1_1,4,KRLA2,20
M1_1,4,KRLA2/D,0
M1_1,4,PIED,0
M1_1,4,PIED/D,0
M1_1,4,YUBA,0
M1_1,4,YUBA/D,0
M1_10,2,AMUT,0
M1_10,2,ARTR2,0
M1_10,2,ARTR2/D,7
M1_10,2,ATCA2,0
M1_10,2,ATCA2/D,0
M1_10,2,CHVI8,0
M1_10,2,CHVI8/D,0
M1_10,2,CRAN4,0
M1_10,2,EPVI,0
M1_10,2,EPVI/D,0
M1_10,2,JUOS,0
M1_10,2,JUOS/D,0
M1_10,2,KRLA2,0
M1_10,2,KRLA2/D,0
M1_10,2,MAFR3,0
M1_10,2,PIED,0
M1_10,2,PIED/D,0
M1_10,2,SHRO,0
M1_10,2,SHRO/D,0
M1_10,2,YUBA,0
M1_10,2,YUBA/D,0
M1_10,3,AMUT,0
M1_10,3,ARTR2,0
M1_10,3,ARTR2/D,0
M1_10,3,ATCA2,0
M1_10,3,ATCA2/D,0
M1_10,3,CHVI8,0
M1_10,3,CHVI8/D,0
M1_10,3,CRAN4,0
M1_10,3,EPVI,0
M1_10,3,EPVI/D,0
M1_10,3,JUOS,0
M1_10,3,JUOS/D,0
M1_10,3,KRLA2,3
M1_10,3,KRLA2/D,0
M1_10,3,MAFR3,0
M1_10,3,PIED,0
M1_10,3,PIED/D,0
M1_10,3,SHRO,0
M1_10,3,SHRO/D,0
M1_10,3,YUBA,0
M1_10,3,YUBA/D,0
M1_10,4,AMUT,0
M1_10,4,ARTR2,0
M1_10,4,ARTR2/D,2
M1_10,4,ATCA2,0
M1_10,4,ATCA2/D,0
M1_10,4,CHVI8,0
M1_10,4,CHVI8/D,0
M1_10,4,CRAN4,0
M1_10,4,EPVI,0
M1_10,4,EPVI/D,0
M1_10,4,JUOS,0
M1_10,4,JUOS/D,0
M1_10,4,KRLA2,4
M1_10,4,KRLA2/D,0
M1_10,4,MAFR3,0
M1_10,4,PIED,0
M1_10,4,PIED/D,0
M1_10,4,SHRO,0
M1_10,4,SHRO/D,0
M1_10,4,YUBA,0
M1_10,4,YUBA/D,0
M1_2,2,ARTR2,23
M1_2,2,ARTR2/D,11
M1_2,2,ATCA2,1
M1_2,2,ATCA2/D,0
M1_2,2,CHVI8/D,0
M1_2,2,CHVI8,0
M1_2,2,CHVI8/D,0
M1_2,2,EPVI,0
M1_2,2,EPVI/D,0
M1_2,2,JUOS,0
M1_2,2,JUOS/D,0
M1_2,2,KRLA2,18
M1_2,2,KRLA2/D,0
M1_2,2,MAFR3,0
M1_2,2,PIED,0
M1_2,2,PIED/D,0
M1_2,2,YUBA,0
M1_2,2,YUBA/D,0
M1_2,3,ARTR2,13
M1_2,3,ARTR2/D,13
M1_2,3,ATCA2,0
M1_2,3,ATCA2/D,0
M1_2,3,CHVI8/D,0
M1_2,3,CHVI8,0
M1_2,3,CHVI8/D,0
M1_2,3,EPVI,0
M1_2,3,EPVI/D,0
M1_2,3,JUOS,0
M1_2,3,JUOS/D,0
M1_2,3,KRLA2,59
M1_2,3,KRLA2/D,0
M1_2,3,MAFR3,0
M1_2,3,PIED,0
M1_2,3,PIED/D,0
M1_2,3,YUBA,0
M1_2,3,YUBA/D,0
M1_2,4,ARTR2,1
M1_2,4,ARTR2/D,16
M1_2,4,ATCA2,3
M1_2,4,ATCA2/D,0
M1_2,4,CHVI8/D,0
M1_2,4,CHVI8,0
M1_2,4,CHVI8/D,0
M1_2,4,EPVI,0
M1_2,4,EPVI/D,0
M1_2,4,JUOS,0
M1_2,4,JUOS/D,0
M1_2,4,KRLA2,56
M1_2,4,KRLA2/D,0
M1_2,4,MAFR3,0
M1_2,4,PIED,0
M1_2,4,PIED/D,0
M1_2,4,YUBA,0
M1_2,4,YUBA/D,0
M1_4,2,AMUT,0
M1_4,2,AMUT/D,0
M1_4,2,ARTR2,0
M1_4,2,ARTR2/D,2
M1_4,2,ATCA2,0
M1_4,2,ATCA2/D,0
M1_4,2,CEMO2,0
M1_4,2,CEMO2,0
M1_4,2,CEMO2/D,0
M1_4,2,CHNAA3,0
M1_4,2,CHVI8,0
M1_4,2,CHVI8/D,0
M1_4,2,CRAN4,0
M1_4,2,EPVI,0
M1_4,2,EPVI/D,0
M1_4,2,JUOS,0
M1_4,2,JUOS/D,0
M1_4,2,KRLA2,57
M1_4,2,KRLA2/D,0
M1_4,2,MAFR3,0
M1_4,2,MAFR3/D,0
M1_4,2,PIED,0
M1_4,2,PIED/D,0
M1_4,2,SHRO,0
M1_4,2,SHRO/D,0
M1_4,2,SYOR,0
M1_4,2,SYOR/D,0
M1_4,2,SYOR,0
M1_4,2,SYOR/D,0
M1_4,2,YUAN2,0
M1_4,2,YUAN2/D,0
M1_4,2,YUBA,0
M1_4,2,YUBA/D,0
M1_4,3,AMUT,0
M1_4,3,AMUT/D,0
M1_4,3,ARTR2,1
M1_4,3,ARTR2/D,6
M1_4,3,ATCA2,0
M1_4,3,ATCA2/D,0
M1_4,3,CEMO2,0
M1_4,3,CEMO2,0
M1_4,3,CEMO2/D,0
M1_4,3,CHNAA3,0
M1_4,3,CHVI8,0
M1_4,3,CHVI8/D,0
M1_4,3,CRAN4,0
M1_4,3,EPVI,0
M1_4,3,EPVI/D,0
M1_4,3,JUOS,0
M1_4,3,JUOS/D,0
M1_4,3,KRLA2,36
M1_4,3,KRLA2/D,0
M1_4,3,MAFR3,0
M1_4,3,MAFR3/D,0
M1_4,3,PIED,0
M1_4,3,PIED/D,0
M1_4,3,SHRO,0
M1_4,3,SHRO/D,0
M1_4,3,SYOR,0
M1_4,3,SYOR/D,0
M1_4,3,SYOR,0
M1_4,3,SYOR/D,0
M1_4,3,YUAN2,0
M1_4,3,YUAN2/D,0
M1_4,3,YUBA,0
M1_4,3,YUBA/D,0
M1_4,4,AMUT,0
M1_4,4,AMUT/D,0
M1_4,4,ARTR2,0
M1_4,4,ARTR2/D,3
M1_4,4,ATCA2,0
M1_4,4,ATCA2/D,0
M1_4,4,CEMO2,0
M1_4,4,CEMO2,0
M1_4,4,CEMO2/D,0
M1_4,4,CHNAA3,0
M1_4,4,CHVI8,0
M1_4,4,CHVI8/D,0
M1_4,4,CRAN4,0
M1_4,4,EPVI,0
M1_4,4,EPVI/D,0
M1_4,4,JUOS,0
M1_4,4,JUOS/D,0
M1_4,4,KRLA2,52
M1_4,4,KRLA2/D,0
M1_4,4,MAFR3,0
M1_4,4,MAFR3/D,0
M1_4,4,PIED,0
M1_4,4,PIED/D,0
M1_4,4,SHRO,0
M1_4,4,SHRO/D,0
M1_4,4,SYOR,0
M1_4,4,SYOR/D,0
M1_4,4,SYOR,0
M1_4,4,SYOR/D,0
M1_4,4,YUAN2,0
M1_4,4,YUAN2/D,0
M1_4,4,YUBA,0
M1_4,4,YUBA/D,0
M1_5,2,AMUT,0
M1_5,2,AMUT/D,0
M1_5,2,ARTR2,4
M1_5,2,ARTR2/D,14
M1_5,2,ATCA2,5
M1_5,2,ATCA2/D,0
M1_5,2,CEMO2,0
M1_5,2,CEMO2,0
M1_5,2,CEMO2/D,0
M1_5,2,CHNAA3,0
M1_5,2,CHVI8,0
M1_5,2,CHVI8/D,0
M1_5,2,CRAN4,0
M1_5,2,EPVI,0
M1_5,2,EPVI/D,0
M1_5,2,JUOS,0
M1_5,2,JUOS/D,0
M1_5,2,KRLA2,0
M1_5,2,KRLA2/D,0
M1_5,2,MAFR3,0
M1_5,2,MAFR3/D,0
M1_5,2,PIED,0
M1_5,2,PIED/D,0
M1_5,2,SHRO,0
M1_5,2,SHRO/D,0
M1_5,2,SYOR,0
M1_5,2,SYOR/D,0
M1_5,2,SYOR,0
M1_5,2,SYOR/D,0
M1_5,2,YUAN2,0
M1_5,2,YUAN2/D,0
M1_5,2,YUBA,0
M1_5,2,YUBA/D,0
M1_5,3,AMUT,0
M1_5,3,AMUT/D,0
M1_5,3,ARTR2,2
M1_5,3,ARTR2/D,14
M1_5,3,ATCA2,9
M1_5,3,ATCA2/D,0
M1_5,3,CEMO2,0
M1_5,3,CEMO2,0
M1_5,3,CEMO2/D,0
M1_5,3,CHNAA3,0
M1_5,3,CHVI8,1
M1_5,3,CHVI8/D,0
M1_5,3,CRAN4,0
M1_5,3,EPVI,0
M1_5,3,EPVI/D,0
M1_5,3,JUOS,0
M1_5,3,JUOS/D,0
M1_5,3,KRLA2,0
M1_5,3,KRLA2/D,0
M1_5,3,MAFR3,0
M1_5,3,MAFR3/D,0
M1_5,3,PIED,0
M1_5,3,PIED/D,0
M1_5,3,SHRO,0
M1_5,3,SHRO/D,0
M1_5,3,SYOR,0
M1_5,3,SYOR/D,0
M1_5,3,SYOR,0
M1_5,3,SYOR/D,0
M1_5,3,YUAN2,0
M1_5,3,YUAN2/D,0
M1_5,3,YUBA,0
M1_5,3,YUBA/D,0
M1_5,4,AMUT,0
M1_5,4,AMUT/D,0
M1_5,4,ARTR2,3
M1_5,4,ARTR2/D,10
M1_5,4,ATCA2,1
M1_5,4,ATCA2/D,0
M1_5,4,CEMO2,0
M1_5,4,CEMO2,0
M1_5,4,CEMO2/D,0
M1_5,4,CHNAA3,0
M1_5,4,CHVI8,0
M1_5,4,CHVI8/D,0
M1_5,4,CRAN4,0
M1_5,4,EPVI,0
M1_5,4,EPVI/D,0
M1_5,4,JUOS,0
M1_5,4,JUOS/D,0
M1_5,4,KRLA2,0
M1_5,4,KRLA2/D,0
M1_5,4,MAFR3,0
M1_5,4,MAFR3/D,0
M1_5,4,PIED,0
M1_5,4,PIED/D,0
M1_5,4,SHRO,0
M1_5,4,SHRO/D,0
M1_5,4,SYOR,0
M1_5,4,SYOR/D,0
M1_5,4,SYOR,0
M1_5,4,SYOR/D,0
M1_5,4,YUAN2,0
M1_5,4,YUAN2/D,0
M1_5,4,YUBA,0
M1_5,4,YUBA/D,0
M1_6,2,ARTR2,0
M1_6,2,ARTR2/D,0
M1_6,2,ATCA2,4
M1_6,2,ATCA2/D,0
M1_6,2,CHNAA3,0
M1_6,2,CHVI8/D,0
M1_6,2,CHVI8,0
M1_6,2,CHVI8/D,0
M1_6,2,EPVI,0
M1_6,2,EPVI/D,0
M1_6,2,JUOS,0
M1_6,2,JUOS/D,0
M1_6,2,KRLA2,1
M1_6,2,KRLA2/D,0
M1_6,2,MAFR3,0
M1_6,2,PIED,0
M1_6,2,PIED/D,0
M1_6,2,YUBA,0
M1_6,2,YUBA/D,0
M1_6,3,AMUT,0
M1_6,3,AMUT/D,0
M1_6,3,ARTR2,0
M1_6,3,ARTR2/D,0
M1_6,3,ATCA2,8
M1_6,3,ATCA2/D,0
M1_6,3,CEMO2,0
M1_6,3,CEMO2,0
M1_6,3,CEMO2/D,0
M1_6,3,CHNAA3,0
M1_6,3,CHVI8,0
M1_6,3,CHVI8/D,0
M1_6,3,CRAN4,0
M1_6,3,EPVI,0
M1_6,3,EPVI/D,0
M1_6,3,JUOS,0
M1_6,3,JUOS/D,0
M1_6,3,KRLA2,3
M1_6,3,KRLA2/D,0
M1_6,3,MAFR3,0
M1_6,3,MAFR3/D,0
M1_6,3,PIED,0
M1_6,3,PIED/D,0
M1_6,3,SHRO,0
M1_6,3,SHRO/D,0
M1_6,3,SYOR,0
M1_6,3,SYOR/D,0
M1_6,3,SYOR,0
M1_6,3,SYOR/D,0
M1_6,3,YUAN2,0
M1_6,3,YUAN2/D,0
M1_6,3,YUBA,0
M1_6,3,YUBA/D,0
M1_6,4,AMUT,0
M1_6,4,AMUT/D,0
M1_6,4,ARTR2,0
M1_6,4,ARTR2/D,0
M1_6,4,ATCA2,8
M1_6,4,ATCA2/D,3
M1_6,4,CEMO2,0
M1_6,4,CEMO2,0
M1_6,4,CEMO2/D,0
M1_6,4,CHNAA3,0
M1_6,4,CHVI8,0
M1_6,4,CHVI8/D,0
M1_6,4,CRAN4,0
M1_6,4,EPVI,0
M1_6,4,EPVI/D,0
M1_6,4,JUOS,0
M1_6,4,JUOS/D,0
M1_6,4,KRLA2,29
M1_6,4,KRLA2/D,0
M1_6,4,MAFR3,0
M1_6,4,MAFR3/D,0
M1_6,4,PIED,0
M1_6,4,PIED/D,0
M1_6,4,SHRO,0
M1_6,4,SHRO/D,0
M1_6,4,SYOR,0
M1_6,4,SYOR/D,0
M1_6,4,SYOR,0
M1_6,4,SYOR/D,0
M1_6,4,YUAN2,0
M1_6,4,YUAN2/D,0
M1_6,4,YUBA,0
M1_6,4,YUBA/D,0
M1_7,2,AMUT,0
M1_7,2,ARTR2,0
M1_7,2,ARTR2/D,0
M1_7,2,ATCA2,10
M1_7,2,ATCA2/D,0
M1_7,2,CEMO2,0
M1_7,2,CHVI8,0
M1_7,2,CHVI8/D,0
M1_7,2,CRAN4,0
M1_7,2,EPVI,0
M1_7,2,EPVI/D,0
M1_7,2,JUOS,0
M1_7,2,JUOS/D,0
M1_7,2,KRLA2,0
M1_7,2,KRLA2/D,0
M1_7,2,MAFR3,0
M1_7,2,PIED,0
M1_7,2,PIED/D,0
M1_7,2,SHRO,0
M1_7,2,SHRO/D,0
M1_7,2,SYOR,0
M1_7,2,SYOR/D,0
M1_7,2,YUBA,0
M1_7,2,YUBA/D,0
M1_7,3,AMUT,0
M1_7,3,ARTR2,0
M1_7,3,ARTR2/D,0
M1_7,3,ATCA2,21
M1_7,3,ATCA2/D,0
M1_7,3,CEMO2,0
M1_7,3,CHVI8,0
M1_7,3,CHVI8/D,0
M1_7,3,CRAN4,0
M1_7,3,EPVI,0
M1_7,3,EPVI/D,0
M1_7,3,JUOS,0
M1_7,3,JUOS/D,0
M1_7,3,KRLA2,0
M1_7,3,KRLA2/D,0
M1_7,3,MAFR3,0
M1_7,3,PIED,0
M1_7,3,PIED/D,0
M1_7,3,SHRO,0
M1_7,3,SHRO/D,0
M1_7,3,SYOR,0
M1_7,3,SYOR/D,0
M1_7,3,YUBA,0
M1_7,3,YUBA/D,0
M1_7,4,AMUT,0
M1_7,4,ARTR2,1
M1_7,4,ARTR2/D,0
M1_7,4,ATCA2,22
M1_7,4,ATCA2/D,0
M1_7,4,CEMO2,0
M1_7,4,CHVI8,0
M1_7,4,CHVI8/D,0
M1_7,4,CRAN4,0
M1_7,4,EPVI,0
M1_7,4,EPVI/D,0
M1_7,4,JUOS,0
M1_7,4,JUOS/D,0
M1_7,4,KRLA2,0
M1_7,4,KRLA2/D,0
M1_7,4,MAFR3,0
M1_7,4,PIED,0
M1_7,4,PIED/D,0
M1_7,4,SHRO,0
M1_7,4,SHRO/D,0
M1_7,4,SYOR,0
M1_7,4,SYOR/D,0
M1_7,4,YUBA,0
M1_7,4,YUBA/D,0
M1_8,2,AMUT,0
M1_8,2,AMUT/D,0
M1_8,2,ARTR2,0
M1_8,2,ARTR2/D,0
M1_8,2,ATCA2,20
M1_8,2,ATCA2/D,1
M1_8,2,CEMO2,0
M1_8,2,CEMO2,0
M1_8,2,CEMO2/D,0
M1_8,2,CHNAA3,0
M1_8,2,CHVI8,0
M1_8,2,CHVI8/D,0
M1_8,2,CRAN4,0
M1_8,2,EPVI,0
M1_8,2,EPVI/D,0
M1_8,2,JUOS,0
M1_8,2,JUOS/D,0
M1_8,2,KRLA2,0
M1_8,2,KRLA2/D,0
M1_8,2,MAFR3,0
M1_8,2,MAFR3/D,0
M1_8,2,PIED,0
M1_8,2,PIED/D,0
M1_8,2,SHRO,0
M1_8,2,SHRO/D,0
M1_8,2,SYOR,0
M1_8,2,SYOR/D,0
M1_8,2,SYOR,0
M1_8,2,SYOR/D,0
M1_8,2,YUAN2,0
M1_8,2,YUAN2/D,0
M1_8,2,YUBA,0
M1_8,2,YUBA/D,0
M1_8,3,AMUT,0
M1_8,3,AMUT/D,0
M1_8,3,ARTR2,0
M1_8,3,ARTR2/D,0
M1_8,3,ATCA2,17
M1_8,3,ATCA2/D,0
M1_8,3,CEMO2,0
M1_8,3,CEMO2,0
M1_8,3,CEMO2/D,0
M1_8,3,CHNAA3,0
M1_8,3,CHVI8,0
M1_8,3,CHVI8/D,0
M1_8,3,CRAN4,0
M1_8,3,EPVI,0
M1_8,3,EPVI/D,0
M1_8,3,JUOS,0
M1_8,3,JUOS/D,0
M1_8,3,KRLA2,0
M1_8,3,KRLA2/D,0
M1_8,3,MAFR3,0
M1_8,3,MAFR3/D,0
M1_8,3,PIED,0
M1_8,3,PIED/D,0
M1_8,3,SHRO,0
M1_8,3,SHRO/D,0
M1_8,3,SYOR,0
M1_8,3,SYOR/D,0
M1_8,3,SYOR,0
M1_8,3,SYOR/D,0
M1_8,3,YUAN2,0
M1_8,3,YUAN2/D,0
M1_8,3,YUBA,0
M1_8,3,YUBA/D,0
M1_8,4,AMUT,0
M1_8,4,AMUT/D,0
M1_8,4,ARTR2,0
M1_8,4,ARTR2/D,0
M1_8,4,ATCA2,31
M1_8,4,ATCA2/D,0
M1_8,4,CEMO2,0
M1_8,4,CEMO2,0
M1_8,4,CEMO2/D,0
M1_8,4,CHNAA3,0
M1_8,4,CHVI8,0
M1_8,4,CHVI8/D,0
M1_8,4,CRAN4,0
M1_8,4,EPVI,0
M1_8,4,EPVI/D,0
M1_8,4,JUOS,0
M1_8,4,JUOS/D,0
M1_8,4,KRLA2,0
M1_8,4,KRLA2/D,0
M1_8,4,MAFR3,0
M1_8,4,MAFR3/D,0
M1_8,4,PIED,0
M1_8,4,PIED/D,0
M1_8,4,SHRO,0
M1_8,4,SHRO/D,0
M1_8,4,SYOR,0
M1_8,4,SYOR/D,0
M1_8,4,SYOR,0
M1_8,4,SYOR/D,0
M1_8,4,YUAN2,0
M1_8,4,YUAN2/D,0
M1_8,4,YUBA,0
M1_8,4,YUBA/D,0
M2_1,2,AMUT,0
M2_1,2,AMUT/D,0
M2_1,2,ARTR2,6
M2_1,2,ARTR2/D,15
M2_1,2,ATCA2,3
M2_1,2,ATCA2/D,1
M2_1,2,CEMO2,0
M2_1,2,CEMO2,0
M2_1,2,CEMO2/D,0
M2_1,2,CHNAA3,0
M2_1,2,CHVI8,5
M2_1,2,CHVI8/D,0
M2_1,2,CRAN4,0
M2_1,2,EPVI,0
M2_1,2,EPVI/D,0
M2_1,2,JUOS,0
M2_1,2,JUOS/D,0
M2_1,2,KRLA2,1
M2_1,2,KRLA2/D,0
M2_1,2,MAFR3,0
M2_1,2,MAFR3/D,0
M2_1,2,PIED,0
M2_1,2,PIED/D,0
M2_1,2,SHRO,0
M2_1,2,SHRO/D,0
M2_1,2,SYOR,0
M2_1,2,SYOR/D,0
M2_1,2,SYOR,0
M2_1,2,SYOR/D,0
M2_1,2,YUAN2,0
M2_1,2,YUAN2/D,0
M2_1,2,YUBA,0
M2_1,2,YUBA/D,0
M2_1,3,AMUT,0
M2_1,3,AMUT/D,0
M2_1,3,ARTR2,4
M2_1,3,ARTR2/D,12
M2_1,3,ATCA2,1
M2_1,3,ATCA2/D,0
M2_1,3,CEMO2,0
M2_1,3,CEMO2,0
M2_1,3,CEMO2/D,0
M2_1,3,CHNAA3,0
M2_1,3,CHVI8,2
M2_1,3,CHVI8/D,0
M2_1,3,CRAN4,0
M2_1,3,EPVI,0
M2_1,3,EPVI/D,0
M2_1,3,JUOS,0
M2_1,3,JUOS/D,0
M2_1,3,KRLA2,0
M2_1,3,KRLA2/D,0
M2_1,3,MAFR3,0
M2_1,3,MAFR3/D,0
M2_1,3,PIED,0
M2_1,3,PIED/D,0
M2_1,3,SHRO,0
M2_1,3,SHRO/D,0
M2_1,3,SYOR,0
M2_1,3,SYOR/D,0
M2_1,3,SYOR,0
M2_1,3,SYOR/D,0
M2_1,3,YUAN2,0
M2_1,3,YUAN2/D,0
M2_1,3,YUBA,0
M2_1,3,YUBA/D,0
M2_1,4,AMUT,0
M2_1,4,AMUT/D,0
M2_1,4,ARTR2,4
M2_1,4,ARTR2/D,14
M2_1,4,ATCA2,0
M2_1,4,ATCA2/D,0
M2_1,4,CEMO2,0
M2_1,4,CEMO2,0
M2_1,4,CEMO2/D,0
M2_1,4,CHNAA3,0
M2_1,4,CHVI8,6
M2_1,4,CHVI8/D,0
M2_1,4,CRAN4,0
M2_1,4,EPVI,0
M2_1,4,EPVI/D,0
M2_1,4,JUOS,0
M2_1,4,JUOS/D,0
M2_1,4,KRLA2,0
M2_1,4,KRLA2/D,0
M2_1,4,MAFR3,0
M2_1,4,MAFR3/D,0
M2_1,4,PIED,0
M2_1,4,PIED/D,0
M2_1,4,SHRO,0
M2_1,4,SHRO/D,0
M2_1,4,SYOR,0
M2_1,4,SYOR/D,0
M2_1,4,SYOR,0
M2_1,4,SYOR/D,0
M2_1,4,YUAN2,0
M2_1,4,YUAN2/D,0
M2_1,4,YUBA,0
M2_1,4,YUBA/D,0
M2_10,2,AMUT,0
M2_10,2,ARTR2,0
M2_10,2,ARTR2/D,0
M2_10,2,ATCA2,13
M2_10,2,ATCA2/D,0
M2_10,2,CEMO2,0
M2_10,2,CHVI8,0
M2_10,2,CHVI8/D,0
M2_10,2,CRAN4,0
M2_10,2,EPVI,0
M2_10,2,EPVI/D,0
M2_10,2,JUOS,0
M2_10,2,JUOS/D,0
M2_10,2,KRLA2,0
M2_10,2,KRLA2/D,0
M2_10,2,MAFR3,0
M2_10,2,PIED,0
M2_10,2,PIED/D,0
M2_10,2,SHRO,0
M2_10,2,SHRO/D,0
M2_10,2,SYOR,0
M2_10,2,SYOR/D,0
M2_10,2,YUBA,0
M2_10,2,YUBA/D,0
M2_10,3,AMUT,0
M2_10,3,ARTR2,0
M2_10,3,ARTR2/D,0
M2_10,3,ATCA2,8
M2_10,3,ATCA2/D,0
M2_10,3,CEMO2,0
M2_10,3,CHVI8,0
M2_10,3,CHVI8/D,0
M2_10,3,CRAN4,0
M2_10,3,EPVI,0
M2_10,3,EPVI/D,0
M2_10,3,JUOS,0
M2_10,3,JUOS/D,0
M2_10,3,KRLA2,0
M2_10,3,KRLA2/D,0
M2_10,3,MAFR3,0
M2_10,3,PIED,0
M2_10,3,PIED/D,0
M2_10,3,SHRO,0
M2_10,3,SHRO/D,0
M2_10,3,SYOR,0
M2_10,3,SYOR/D,0
M2_10,3,YUBA,0
M2_10,3,YUBA/D,0
M2_10,4,AMUT,0
M2_10,4,ARTR2,0
M2_10,4,ARTR2/D,0
M2_10,4,ATCA2,2
M2_10,4,ATCA2/D,0
M2_10,4,CEMO2,0
M2_10,4,CHVI8,0
M2_10,4,CHVI8/D,0
M2_10,4,CRAN4,0
M2_10,4,EPVI,0
M2_10,4,EPVI/D,0
M2_10,4,JUOS,0
M2_10,4,JUOS/D,0
M2_10,4,KRLA2,3
M2_10,4,KRLA2/D,0
M2_10,4,MAFR3,0
M2_10,4,PIED,0
M2_10,4,PIED/D,0
M2_10,4,SHRO,0
M2_10,4,SHRO/D,0
M2_10,4,SYOR,0
M2_10,4,SYOR/D,0
M2_10,4,YUBA,0
M2_10,4,YUBA/D,0
M2_3,2,ARTR2,0
M2_3,2,ARTR2/D,25
M2_3,2,ATCA2,0
M2_3,2,ATCA2/D,0
M2_3,2,CHVI8/D,0
M2_3,2,CHVI8,0
M2_3,2,CHVI8,1
M2_3,2,CHVI8/D,0
M2_3,2,EPVI,0
M2_3,2,EPVI/D,0
M2_3,2,JUOS,0
M2_3,2,JUOS/D,0
M2_3,2,KRLA2,0
M2_3,2,KRLA2/D,0
M2_3,2,MAFR3,0
M2_3,2,PIED,0
M2_3,2,PIED/D,0
M2_3,2,YUBA,0
M2_3,2,YUBA/D,0
M2_3,3,ARTR2,0
M2_3,3,ARTR2/D,21
M2_3,3,ATCA2,1
M2_3,3,ATCA2/D,0
M2_3,3,CHVI8/D,0
M2_3,3,CHVI8,0
M2_3,3,CHVI8/D,0
M2_3,3,EPVI,0
M2_3,3,EPVI/D,0
M2_3,3,JUOS,0
M2_3,3,JUOS/D,0
M2_3,3,KRLA2,0
M2_3,3,KRLA2/D,0
M2_3,3,MAFR3,0
M2_3,3,PIED,0
M2_3,3,PIED/D,0
M2_3,3,YUBA,0
M2_3,3,YUBA/D,0
M2_3,4,ARTR2,0
M2_3,4,ARTR2/D,11
M2_3,4,ATCA2,4
M2_3,4,ATCA2/D,1
M2_3,4,CHVI8/D,0
M2_3,4,CHVI8,0
M2_3,4,CHVI8/D,0
M2_3,4,EPVI,0
M2_3,4,EPVI/D,0
M2_3,4,JUOS,0
M2_3,4,JUOS/D,0
M2_3,4,KRLA2,0
M2_3,4,KRLA2/D,0
M2_3,4,MAFR3,0
M2_3,4,PIED,0
M2_3,4,PIED/D,0
M2_3,4,YUBA,0
M2_3,4,YUBA/D,0
M2_5,2,ARTR2,0
M2_5,2,ARTR2/D,0
M2_5,2,ATCA2,0
M2_5,2,ATCA2/D,0
M2_5,2,CHNAA3,0
M2_5,2,CHVI8,0
M2_5,2,CHVI8/D,0
M2_5,2,EPVI,0
M2_5,2,EPVI/D,0
M2_5,2,JUOS,0
M2_5,2,JUOS/D,0
M2_5,2,KRLA2,4
M2_5,2,KRLA2/D,0
M2_5,2,PIED,0
M2_5,2,PIED/D,0
M2_5,2,YUBA,0
M2_5,2,YUBA/D,0
M2_5,3,ARTR2,0
M2_5,3,ARTR2/D,0
M2_5,3,ATCA2,2
M2_5,3,ATCA2/D,0
M2_5,3,CHNAA3,0
M2_5,3,CHVI8,0
M2_5,3,CHVI8/D,0
M2_5,3,EPVI,0
M2_5,3,EPVI/D,0
M2_5,3,JUOS,0
M2_5,3,JUOS/D,0
M2_5,3,KRLA2,9
M2_5,3,KRLA2/D,0
M2_5,3,PIED,0
M2_5,3,PIED/D,0
M2_5,3,YUBA,0
M2_5,3,YUBA/D,0
M2_5,4,ARTR2,0
M2_5,4,ARTR2/D,0
M2_5,4,ATCA2,3
M2_5,4,ATCA2/D,0
M2_5,4,CHNAA3,0
M2_5,4,CHVI8,0
M2_5,4,CHVI8/D,0
M2_5,4,EPVI,0
