Plot,Line,Species,Total
IL3_3,3,SYOR,0
IL3_3,3,SYOR/D,0
IL3_3,3,YUAN2,0
IL3_3,3,YUAN2/D,0
IL3_3,3,YUBA,0
IL3_3,3,YUBA/D,0
IL3_3,4,AMUT,0
IL3_3,4,AMUT/D,0
IL3_3,4,ARTR2,0
IL3_3,4,ARTR2/D,12
IL3_3,4,ATCA2,0
IL3_3,4,ATCA2/D,0
IL3_3,4,CEMO2,0
IL3_3,4,CEMO2,0
IL3_3,4,CEMO2/D,0
IL3_3,4,CHNAA3,0
IL3_3,4,CHVI8,0
IL3_3,4,CHVI8/D,0
IL3_3,4,CRAN4,0
IL3_3,4,EPVI,15
IL3_3,4,EPVI/D,0
IL3_3,4,JUOS,0
IL3_3,4,JUOS/D,0
IL3_3,4,KRLA2,0
IL3_3,4,KRLA2/D,0
IL3_3,4,MAFR3,0
IL3_3,4,MAFR3/D,0
IL3_3,4,PIED,0
IL3_3,4,PIED/D,0
IL3_3,4,SHRO,0
IL3_3,4,SHRO/D,0
IL3_3,4,SYOR,0
IL3_3,4,SYOR/D,0
IL3_3,4,SYOR,0
IL3_3,4,SYOR/D,0
IL3_3,4,YUAN2,0
IL3_3,4,YUAN2/D,0
IL3_3,4,YUBA,0
IL3_3,4,YUBA/D,0
IL3_4,2,ARTR2,27
IL3_4,2,ARTR2/D,7
IL3_4,2,CHVI8/D,0
IL3_4,2,CHVI8,0
IL3_4,3,ARTR2,24
IL3_4,3,ARTR2/D,11
IL3_4,3,CHVI8/D,0
IL3_4,3,CHVI8,4
IL3_4,4,ARTR2,20
IL3_4,4,ARTR2/D,10
IL3_4,4,CHVI8/D,0
IL3_4,4,CHVI8,4
IL3_6,2,AMUT,0
IL3_6,2,ARTR2,22
IL3_6,2,ARTR2/D,7
IL3_6,2,ATCA2,0
IL3_6,2,ATCA2/D,0
IL3_6,2,CHVI8,0
IL3_6,2,CHVI8/D,0
IL3_6,2,CRAN4,0
IL3_6,2,EPVI,0
IL3_6,2,EPVI/D,0
IL3_6,2,JUOS,0
IL3_6,2,JUOS/D,0
IL3_6,2,KRLA2,2
IL3_6,2,KRLA2/D,0
IL3_6,2,MAFR3,0
IL3_6,2,PIED,0
IL3_6,2,PIED/D,0
IL3_6,2,SHRO,0
IL3_6,2,SHRO/D,0
IL3_6,2,YUBA,0
IL3_6,2,YUBA/D,0
IL3_6,3,AMUT,0
IL3_6,3,ARTR2,18
IL3_6,3,ARTR2/D,4
IL3_6,3,ATCA2,0
IL3_6,3,ATCA2/D,0
IL3_6,3,CHVI8,0
IL3_6,3,CHVI8/D,0
IL3_6,3,CRAN4,0
IL3_6,3,EPVI,0
IL3_6,3,EPVI/D,0
IL3_6,3,JUOS,0
IL3_6,3,JUOS/D,0
IL3_6,3,KRLA2,2
IL3_6,3,KRLA2/D,0
IL3_6,3,MAFR3,0
IL3_6,3,PIED,0
IL3_6,3,PIED/D,0
IL3_6,3,SHRO,0
IL3_6,3,SHRO/D,0
IL3_6,3,YUBA,0
IL3_6,3,YUBA/D,0
IL3_6,4,AMUT,0
IL3_6,4,ARTR2,18
IL3_6,4,ARTR2/D,11
IL3_6,4,ATCA2,1
IL3_6,4,ATCA2/D,0
IL3_6,4,CHVI8,0
IL3_6,4,CHVI8/D,0
IL3_6,4,CRAN4,0
IL3_6,4,EPVI,0
IL3_6,4,EPVI/D,0
IL3_6,4,JUOS,0
IL3_6,4,JUOS/D,0
IL3_6,4,KRLA2,2
IL3_6,4,KRLA2/D,0
IL3_6,4,MAFR3,0
IL3_6,4,PIED,0
IL3_6,4,PIED/D,0
IL3_6,4,SHRO,0
IL3_6,4,SHRO/D,0
IL3_6,4,YUBA,0
IL3_6,4,YUBA/D,0
IL3_7,2,AMUT,0
IL3_7,2,ARTR2,3
IL3_7,2,ARTR2/D,3
IL3_7,2,ATCA2,1
IL3_7,2,ATCA2/D,0
IL3_7,2,CEMO2,0
IL3_7,2,CHVI8,0
IL3_7,2,CHVI8/D,0
IL3_7,2,CRAN4,0
IL3_7,2,EPVI,0
IL3_7,2,EPVI/D,0
IL3_7,2,JUOS,0
IL3_7,2,JUOS/D,0
IL3_7,2,KRLA2,6
IL3_7,2,KRLA2/D,0
IL3_7,2,MAFR3,0
IL3_7,2,PIED,0
IL3_7,2,PIED/D,0
IL3_7,2,SHRO,0
IL3_7,2,SHRO/D,0
IL3_7,2,SYOR,0
IL3_7,2,SYOR/D,0
IL3_7,2,YUBA,0
IL3_7,2,YUBA/D,0
IL3_7,3,AMUT,0
IL3_7,3,ARTR2,5
IL3_7,3,ARTR2/D,9
IL3_7,3,ATCA2,0
IL3_7,3,ATCA2/D,0
IL3_7,3,CEMO2,0
IL3_7,3,CHVI8,0
IL3_7,3,CHVI8/D,0
IL3_7,3,CRAN4,0
IL3_7,3,EPVI,0
IL3_7,3,EPVI/D,0
IL3_7,3,JUOS,0
IL3_7,3,JUOS/D,0
IL3_7,3,KRLA2,1
IL3_7,3,KRLA2/D,0
IL3_7,3,MAFR3,0
IL3_7,3,PIED,0
IL3_7,3,PIED/D,0
IL3_7,3,SHRO,0
IL3_7,3,SHRO/D,0
IL3_7,3,SYOR,0
IL3_7,3,SYOR/D,0
IL3_7,3,YUBA,0
IL3_7,3,YUBA/D,0
IL3_7,4,AMUT,0
IL3_7,4,ARTR2,2
IL3_7,4,ARTR2/D,10
IL3_7,4,ATCA2,0
IL3_7,4,ATCA2/D,0
IL3_7,4,CEMO2,0
IL3_7,4,CHVI8,5
IL3_7,4,CHVI8/D,0
IL3_7,4,CRAN4,0
IL3_7,4,EPVI,0
IL3_7,4,EPVI/D,0
IL3_7,4,JUOS,0
IL3_7,4,JUOS/D,0
IL3_7,4,KRLA2,0
IL3_7,4,KRLA2/D,0
IL3_7,4,MAFR3,0
IL3_7,4,PIED,0
IL3_7,4,PIED/D,0
IL3_7,4,SHRO,0
IL3_7,4,SHRO/D,0
IL3_7,4,SYOR,0
IL3_7,4,SYOR/D,0
IL3_7,4,YUBA,0
IL3_7,4,YUBA/D,0
IL3_9,2,AMUT,0
IL3_9,2,AMUT/D,0
IL3_9,2,ARTR2,12
IL3_9,2,ARTR2/D,14
IL3_9,2,ATCA2,0
IL3_9,2,ATCA2/D,0
IL3_9,2,CEMO2,0
IL3_9,2,CEMO2,0
IL3_9,2,CEMO2/D,0
IL3_9,2,CHNAA3,0
IL3_9,2,CHVI8,0
IL3_9,2,CHVI8/D,0
IL3_9,2,CRAN4,0
IL3_9,2,EPVI,0
IL3_9,2,EPVI/D,0
IL3_9,2,JUOS,0
IL3_9,2,JUOS/D,0
IL3_9,2,KRLA2,0
IL3_9,2,KRLA2/D,0
IL3_9,2,MAFR3,0
IL3_9,2,MAFR3/D,0
IL3_9,2,PIED,0
IL3_9,2,PIED/D,0
IL3_9,2,SHRO,0
IL3_9,2,SHRO/D,0
IL3_9,2,SYOR,0
IL3_9,2,SYOR/D,0
IL3_9,2,SYOR,0
IL3_9,2,SYOR/D,0
IL3_9,2,YUAN2,0
IL3_9,2,YUAN2/D,0
IL3_9,2,YUBA,0
IL3_9,2,YUBA/D,0
IL3_9,3,AMUT,0
IL3_9,3,AMUT/D,0
IL3_9,3,ARTR2,12
IL3_9,3,ARTR2/D,8
IL3_9,3,ATCA2,0
IL3_9,3,ATCA2/D,0
IL3_9,3,CEMO2,0
IL3_9,3,CEMO2,0
IL3_9,3,CEMO2/D,0
IL3_9,3,CHNAA3,0
IL3_9,3,CHVI8,0
IL3_9,3,CHVI8/D,0
IL3_9,3,CRAN4,0
IL3_9,3,EPVI,0
IL3_9,3,EPVI/D,0
IL3_9,3,JUOS,0
IL3_9,3,JUOS/D,0
IL3_9,3,KRLA2,0
IL3_9,3,KRLA2/D,0
IL3_9,3,MAFR3,0
IL3_9,3,MAFR3/D,0
IL3_9,3,PIED,0
IL3_9,3,PIED/D,0
IL3_9,3,SHRO,0
IL3_9,3,SHRO/D,0
IL3_9,3,SYOR,0
IL3_9,3,SYOR/D,0
IL3_9,3,SYOR,0
IL3_9,3,SYOR/D,0
IL3_9,3,YUAN2,0
IL3_9,3,YUAN2/D,0
IL3_9,3,YUBA,0
IL3_9,3,YUBA/D,0
IL3_9,4,AMUT,0
IL3_9,4,AMUT/D,0
IL3_9,4,ARTR2,22
IL3_9,4,ARTR2/D,9
IL3_9,4,ATCA2,0
IL3_9,4,ATCA2/D,0
IL3_9,4,CEMO2,0
IL3_9,4,CEMO2,0
IL3_9,4,CEMO2/D,0
IL3_9,4,CHNAA3,0
IL3_9,4,CHVI8,0
IL3_9,4,CHVI8/D,0
IL3_9,4,CRAN4,0
IL3_9,4,EPVI,0
IL3_9,4,EPVI/D,0
IL3_9,4,JUOS,0
IL3_9,4,JUOS/D,0
IL3_9,4,KRLA2,1
IL3_9,4,KRLA2/D,0
IL3_9,4,MAFR3,0
IL3_9,4,MAFR3/D,0
IL3_9,4,PIED,0
IL3_9,4,PIED/D,0
IL3_9,4,SHRO,0
IL3_9,4,SHRO/D,0
IL3_9,4,SYOR,0
IL3_9,4,SYOR/D,0
IL3_9,4,SYOR,0
IL3_9,4,SYOR/D,0
IL3_9,4,YUAN2,0
IL3_9,4,YUAN2/D,0
IL3_9,4,YUBA,0
IL3_9,4,YUBA/D,0
IL4_10,2,ARTR2,12
IL4_10,2,ARTR2/D,9
IL4_10,2,ATCA2,1
IL4_10,2,ATCA2/D,0
IL4_10,2,CHVI8/D,0
IL4_10,2,CHVI8,0
IL4_10,2,CHVI8,1
IL4_10,2,CHVI8/D,0
IL4_10,2,EPVI,0
IL4_10,2,EPVI/D,0
IL4_10,2,JUOS,0
IL4_10,2,JUOS/D,0
IL4_10,2,KRLA2,0
IL4_10,2,KRLA2/D,0
IL4_10,2,MAFR3,0
IL4_10,2,PIED,0
IL4_10,2,PIED/D,0
IL4_10,2,YUBA,0
IL4_10,2,YUBA/D,0
IL4_10,3,ARTR2,11
IL4_10,3,ARTR2/D,5
IL4_10,3,ATCA2,1
IL4_10,3,ATCA2/D,0
IL4_10,3,CHVI8/D,0
IL4_10,3,CHVI8,0
IL4_10,3,CHVI8/D,0
IL4_10,3,EPVI,1
IL4_10,3,EPVI/D,0
IL4_10,3,JUOS,0
IL4_10,3,JUOS/D,0
IL4_10,3,KRLA2,0
IL4_10,3,KRLA2/D,0
IL4_10,3,MAFR3,0
IL4_10,3,PIED,0
IL4_10,3,PIED/D,0
IL4_10,3,YUBA,0
IL4_10,3,YUBA/D,0
IL4_10,4,ARTR2,4
IL4_10,4,ARTR2/D,4
IL4_10,4,ATCA2,3
IL4_10,4,ATCA2/D,0
IL4_10,4,CHVI8/D,0
IL4_10,4,CHVI8,0
IL4_10,4,CHVI8,4
IL4_10,4,CHVI8/D,0
IL4_10,4,EPVI,0
IL4_10,4,EPVI/D,0
IL4_10,4,JUOS,0
IL4_10,4,JUOS/D,0
IL4_10,4,KRLA2,0
IL4_10,4,KRLA2/D,0
IL4_10,4,MAFR3,0
IL4_10,4,PIED,0
IL4_10,4,PIED/D,0
IL4_10,4,YUBA,0
IL4_10,4,YUBA/D,0
IL4_2,2,AMUT,0
IL4_2,2,ARTR2,6
IL4_2,2,ARTR2/D,7
IL4_2,2,ATCA2,1
IL4_2,2,ATCA2/D,2
IL4_2,2,CEMO2,0
IL4_2,2,CHNAA3,1
IL4_2,2,CHNAA3/D,0
IL4_2,2,CHVI8,0
IL4_2,2,CHVI8/D,0
IL4_2,2,CRAN4,0
IL4_2,2,EPVI,3
IL4_2,2,EPVI/D,0
IL4_2,2,JUOS,0
IL4_2,2,JUOS/D,0
IL4_2,2,KRLA2,0
IL4_2,2,KRLA2/D,0
IL4_2,2,MAFR3,0
IL4_2,2,PIED,0
IL4_2,2,PIED/D,0
IL4_2,2,SHRO,0
IL4_2,2,SHRO/D,0
IL4_2,2,SYOR,0
IL4_2,2,SYOR/D,0
IL4_2,2,YUBA,0
IL4_2,2,YUBA/D,0
IL4_2,3,AMUT,0
IL4_2,3,ARTR2,2
IL4_2,3,ARTR2/D,14
IL4_2,3,ATCA2,8
IL4_2,3,ATCA2/D,1
IL4_2,3,CEMO2,0
IL4_2,3,CHNAA3,0
IL4_2,3,CHNAA3/D,0
IL4_2,3,CHVI8,0
IL4_2,3,CHVI8/D,0
IL4_2,3,CRAN4,0
IL4_2,3,EPVI,0
IL4_2,3,EPVI/D,0
IL4_2,3,JUOS,0
IL4_2,3,JUOS/D,0
IL4_2,3,KRLA2,0
IL4_2,3,KRLA2/D,0
IL4_2,3,MAFR3,0
IL4_2,3,PIED,0
IL4_2,3,PIED/D,0
IL4_2,3,SHRO,0
IL4_2,3,SHRO/D,0
IL4_2,3,SYOR,0
IL4_2,3,SYOR/D,0
IL4_2,3,YUBA,0
IL4_2,3,YUBA/D,0
IL4_2,4,AMUT,0
IL4_2,4,ARTR2,0
IL4_2,4,ARTR2/D,12
IL4_2,4,ATCA2,3
IL4_2,4,ATCA2/D,2
IL4_2,4,CEMO2,0
IL4_2,4,CHNAA3,0
IL4_2,4,CHNAA3/D,0
IL4_2,4,CHVI8,0
IL4_2,4,CHVI8/D,0
IL4_2,4,CRAN4,0
IL4_2,4,EPVI,0
IL4_2,4,EPVI/D,0
IL4_2,4,JUOS,0
IL4_2,4,JUOS/D,0
IL4_2,4,KRLA2,0
IL4_2,4,KRLA2/D,0
IL4_2,4,MAFR3,0
IL4_2,4,PIED,0
IL4_2,4,PIED/D,0
IL4_2,4,SHRO,0
IL4_2,4,SHRO/D,0
IL4_2,4,SYOR,0
IL4_2,4,SYOR/D,0
IL4_2,4,YUBA,0
IL4_2,4,YUBA/D,0
IL4_3,2,AMUT,0
IL4_3,2,ARTR2,0
IL4_3,2,ARTR2/D,1
IL4_3,2,ATCA2,8
IL4_3,2,ATCA2/D,0
IL4_3,2,CEMO2,0
IL4_3,2,CHVI8,0
IL4_3,2,CHVI8/D,0
IL4_3,2,CRAN4,0
IL4_3,2,EPVI,0
IL4_3,2,EPVI/D,0
IL4_3,2,JUOS,0
IL4_3,2,JUOS/D,0
IL4_3,2,KRLA2,20
IL4_3,2,KRLA2/D,0
IL4_3,2,MAFR3,0
IL4_3,2,PIED,0
IL4_3,2,PIED/D,0
IL4_3,2,SHRO,0
IL4_3,2,SHRO/D,0
IL4_3,2,SYOR,0
IL4_3,2,SYOR/D,0
IL4_3,2,YUBA,0
IL4_3,2,YUBA/D,0
IL4_3,3,AMUT,0
IL4_3,3,ARTR2,0
IL4_3,3,ARTR2/D,4
IL4_3,3,ATCA2,0
IL4_3,3,ATCA2/D,0
IL4_3,3,CEMO2,0
IL4_3,3,CHVI8,0
IL4_3,3,CHVI8/D,0
IL4_3,3,CRAN4,0
IL4_3,3,EPVI,0
IL4_3,3,EPVI/D,0
IL4_3,3,JUOS,0
IL4_3,3,JUOS/D,0
IL4_3,3,KRLA2,22
IL4_3,3,KRLA2/D,0
IL4_3,3,MAFR3,0
IL4_3,3,PIED,0
IL4_3,3,PIED/D,0
IL4_3,3,SHRO,0
IL4_3,3,SHRO/D,0
IL4_3,3,SYOR,0
IL4_3,3,SYOR/D,0
IL4_3,3,YUBA,0
IL4_3,3,YUBA/D,0
IL4_3,4,AMUT,0
IL4_3,4,ARTR2,0
IL4_3,4,ARTR2/D,7
IL4_3,4,ATCA2,2
IL4_3,4,ATCA2/D,0
IL4_3,4,CEMO2,0
IL4_3,4,CHVI8,0
IL4_3,4,CHVI8/D,0
IL4_3,4,CRAN4,0
IL4_3,4,EPVI,0
IL4_3,4,EPVI/D,0
IL4_3,4,JUOS,0
IL4_3,4,JUOS/D,0
IL4_3,4,KRLA2,31
IL4_3,4,KRLA2/D,0
IL4_3,4,MAFR3,0
IL4_3,4,PIED,0
IL4_3,4,PIED/D,0
IL4_3,4,SHRO,0
IL4_3,4,SHRO/D,0
IL4_3,4,SYOR,0
IL4_3,4,SYOR/D,0
IL4_3,4,YUBA,0
IL4_3,4,YUBA/D,0
IL4_4,2,AMUT,0
IL4_4,2,ARTR2,2
IL4_4,2,ARTR2/D,3
IL4_4,2,ATCA2,1
IL4_4,2,ATCA2/D,0
IL4_4,2,CEMO2,0
IL4_4,2,CHVI8,0
IL4_4,2,CHVI8/D,0
IL4_4,2,CRAN4,0
IL4_4,2,EPVI,0
IL4_4,2,EPVI/D,0
IL4_4,2,JUOS,0
IL4_4,2,JUOS/D,0
IL4_4,2,KRLA2,0
IL4_4,2,KRLA2/D,0
IL4_4,2,MAFR3,0
IL4_4,2,PIED,0
IL4_4,2,PIED/D,0
IL4_4,2,SHRO,0
IL4_4,2,SHRO/D,0
IL4_4,2,SYOR,0
IL4_4,2,SYOR/D,0
IL4_4,2,YUBA,0
IL4_4,2,YUBA/D,0
IL4_4,3,AMUT,0
IL4_4,3,ARTR2,0
IL4_4,3,ARTR2/D,4
IL4_4,3,ATCA2,1
IL4_4,3,ATCA2/D,0
IL4_4,3,CEMO2,0
IL4_4,3,CHVI8,0
IL4_4,3,CHVI8/D,0
IL4_4,3,CRAN4,0
IL4_4,3,EPVI,0
IL4_4,3,EPVI/D,0
IL4_4,3,JUOS,0
IL4_4,3,JUOS/D,0
IL4_4,3,KRLA2,0
IL4_4,3,KRLA2/D,0
IL4_4,3,MAFR3,0
IL4_4,3,PIED,0
IL4_4,3,PIED/D,0
IL4_4,3,SHRO,0
IL4_4,3,SHRO/D,0
IL4_4,3,SYOR,0
IL4_4,3,SYOR/D,0
IL4_4,3,YUBA,0
IL4_4,3,YUBA/D,0
IL4_4,4,AMUT,0
IL4_4,4,ARTR2,0
IL4_4,4,ARTR2/D,2
IL4_4,4,ATCA2,0
IL4_4,4,ATCA2/D,0
IL4_4,4,CEMO2,0
IL4_4,4,CHVI8,0
IL4_4,4,CHVI8/D,0
IL4_4,4,CRAN4,0
IL4_4,4,EPVI,0
IL4_4,4,EPVI/D,0
IL4_4,4,JUOS,0
IL4_4,4,JUOS/D,0
IL4_4,4,KRLA2,0
IL4_4,4,KRLA2/D,0
IL4_4,4,MAFR3,0
IL4_4,4,PIED,1
IL4_4,4,PIED/D,0
IL4_4,4,SHRO,0
IL4_4,4,SHRO/D,0
IL4_4,4,SYOR,0
IL4_4,4,SYOR/D,0
IL4_4,4,YUBA,0
IL4_4,4,YUBA/D,0
IL4_5,2,ARTR2,1
IL4_5,2,ARTR2/D,7
IL4_5,2,ATCA2,1
IL4_5,2,ATCA2/D,0
IL4_5,2,CHVI8/D,0
IL4_5,2,CHVI8,0
IL4_5,2,CHVI8,4
IL4_5,2,CHVI8/D,0
IL4_5,2,EPVI,0
IL4_5,2,EPVI/D,0
IL4_5,2,JUOS,0
IL4_5,2,JUOS/D,0
IL4_5,2,KRLA2,28
IL4_5,2,KRLA2/D,0
IL4_5,2,MAFR3,0
IL4_5,2,PIED,0
IL4_5,2,PIED/D,0
IL4_5,2,YUBA,0
IL4_5,2,YUBA/D,0
IL4_5,3,ARTR2,2
IL4_5,3,ARTR2/D,2
IL4_5,3,ATCA2,2
IL4_5,3,ATCA2/D,0
IL4_5,3,CHVI8/D,0
IL4_5,3,CHVI8,0
IL4_5,3,CHVI8,4
IL4_5,3,CHVI8/D,0
IL4_5,3,EPVI,0
IL4_5,3,EPVI/D,0
IL4_5,3,JUOS,0
IL4_5,3,JUOS/D,0
IL4_5,3,KRLA2,26
IL4_5,3,KRLA2/D,0
IL4_5,3,MAFR3,0
IL4_5,3,PIED,0
IL4_5,3,PIED/D,0
IL4_5,3,YUBA,0
IL4_5,3,YUBA/D,0
IL4_5,4,ARTR2,5
IL4_5,4,ARTR2/D,4
IL4_5,4,ATCA2,3
IL4_5,4,ATCA2/D,0
IL4_5,4,CHVI8/D,0
IL4_5,4,CHVI8,0
IL4_5,4,CHVI8,9
IL4_5,4,CHVI8/D,0
IL4_5,4,EPVI,0
IL4_5,4,EPVI/D,0
IL4_5,4,JUOS,0
IL4_5,4,JUOS/D,0
IL4_5,4,KRLA2,11
IL4_5,4,KRLA2/D,0
IL4_5,4,MAFR3,0
IL4_5,4,PIED,0
IL4_5,4,PIED/D,0
IL4_5,4,YUBA,0
IL4_5,4,YUBA/D,0
IL4_7,2,AMUT,0
IL4_7,2,AMUT/D,0
IL4_7,2,ARTR2,0
IL4_7,2,ARTR2/D,17
IL4_7,2,ATCA2,4
IL4_7,2,ATCA2/D,1
IL4_7,2,CEMO2,0
IL4_7,2,CEMO2,0
IL4_7,2,CEMO2/D,0
IL4_7,2,CHNAA3,0
IL4_7,2,CHVI8,0
IL4_7,2,CHVI8/D,0
IL4_7,2,CRAN4,0
IL4_7,2,EPVI,0
IL4_7,2,EPVI/D,0
IL4_7,2,JUOS,0
IL4_7,2,JUOS/D,0
IL4_7,2,KRLA2,0
IL4_7,2,KRLA2/D,0
IL4_7,2,MAFR3,0
IL4_7,2,MAFR3/D,0
IL4_7,2,PIED,0
IL4_7,2,PIED/D,0
IL4_7,2,SHRO,0
IL4_7,2,SHRO/D,0
IL4_7,2,SYOR,0
IL4_7,2,SYOR/D,0
IL4_7,2,SYOR,0
IL4_7,2,SYOR/D,0
IL4_7,2,YUAN2,0
IL4_7,2,YUAN2/D,0
IL4_7,2,YUBA,0
IL4_7,2,YUBA/D,0
IL4_7,3,AMUT,0
IL4_7,3,AMUT/D,0
IL4_7,3,ARTR2,0
IL4_7,3,ARTR2/D,22
IL4_7,3,ATCA2,3
IL4_7,3,ATCA2/D,0
IL4_7,3,CEMO2,0
IL4_7,3,CEMO2,0
IL4_7,3,CEMO2/D,0
IL4_7,3,CHNAA3,0
IL4_7,3,CHVI8,0
IL4_7,3,CHVI8/D,0
IL4_7,3,CRAN4,0
IL4_7,3,EPVI,0
IL4_7,3,EPVI/D,0
IL4_7,3,JUOS,0
IL4_7,3,JUOS/D,0
IL4_7,3,KRLA2,0
IL4_7,3,KRLA2/D,0
IL4_7,3,MAFR3,0
IL4_7,3,MAFR3/D,0
IL4_7,3,PIED,0
IL4_7,3,PIED/D,0
IL4_7,3,SHRO,0
IL4_7,3,SHRO/D,0
IL4_7,3,SYOR,0
IL4_7,3,SYOR/D,0
IL4_7,3,SYOR,0
IL4_7,3,SYOR/D,0
IL4_7,3,YUAN2,0
IL4_7,3,YUAN2/D,0
IL4_7,3,YUBA,0
IL4_7,3,YUBA/D,0
IL4_7,4,AMUT,0
IL4_7,4,AMUT/D,0
IL4_7,4,ARTR2,0
IL4_7,4,ARTR2/D,13
IL4_7,4,ATCA2,10
IL4_7,4,ATCA2/D,0
IL4_7,4,CEMO2,0
IL4_7,4,CEMO2,0
IL4_7,4,CEMO2/D,0
IL4_7,4,CHNAA3,0
IL4_7,4,CHVI8,1
IL4_7,4,CHVI8/D,0
IL4_7,4,CRAN4,0
IL4_7,4,EPVI,0
IL4_7,4,EPVI/D,0
IL4_7,4,JUOS,0
IL4_7,4,JUOS/D,0
IL4_7,4,KRLA2,0
IL4_7,4,KRLA2/D,0
IL4_7,4,MAFR3,0
IL4_7,4,MAFR3/D,0
IL4_7,4,PIED,0
IL4_7,4,PIED/D,0
IL4_7,4,SHRO,0
IL4_7,4,SHRO/D,0
IL4_7,4,SYOR,0
IL4_7,4,SYOR/D,0
IL4_7,4,SYOR,0
IL4_7,4,SYOR/D,0
IL4_7,4,YUAN2,0
IL4_7,4,YUAN2/D,0
IL4_7,4,YUBA,0
IL4_7,4,YUBA/D,0
IL4_8,2,AMUT,0
IL4_8,2,ARTR2,15
IL4_8,2,ARTR2/D,0
IL4_8,2,ATCA2,0
IL4_8,2,ATCA2/D,0
IL4_8,2,CEMO2,0
IL4_8,2,CHNAA3,0
IL4_8,2,CHNAA3/D,0
IL4_8,2,CHVI8,0
IL4_8,2,CHVI8/D,0
IL4_8,2,CRAN4,0
IL4_8,2,EPVI,0
IL4_8,2,EPVI/D,0
IL4_8,2,JUOS,0
IL4_8,2,JUOS/D,0
IL4_8,2,KRLA2,0
IL4_8,2,KRLA2/D,0
IL4_8,2,MAFR3,0
IL4_8,2,PIED,2
IL4_8,2,PIED/D,1
IL4_8,2,SHRO,0
IL4_8,2,SHRO/D,0
IL4_8,2,SYOR,0
IL4_8,2,SYOR/D,0
IL4_8,2,YUAN2,2
IL4_8,2,YUAN2/D,4
IL4_8,2,YUBA,0
IL4_8,2,YUBA/D,0
IL4_8,3,AMUT,0
IL4_8,3,ARTR2,19
IL4_8,3,ARTR2/D,5
IL4_8,3,ATCA2,0
IL4_8,3,ATCA2/D,0
IL4_8,3,CEMO2,0
IL4_8,3,CHNAA3,0
IL4_8,3,CHNAA3/D,0
IL4_8,3,CHVI8,0
IL4_8,3,CHVI8/D,0
IL4_8,3,CRAN4,0
IL4_8,3,EPVI,0
IL4_8,3,EPVI/D,0
IL4_8,3,JUOS,0
IL4_8,3,JUOS/D,0
IL4_8,3,KRLA2,0
IL4_8,3,KRLA2/D,0
IL4_8,3,MAFR3,0
IL4_8,3,PIED,2
IL4_8,3,PIED/D,0
IL4_8,3,SHRO,0
IL4_8,3,SHRO/D,0
IL4_8,3,SYOR,0
IL4_8,3,SYOR/D,0
IL4_8,3,YUAN2,0
IL4_8,3,YUAN2/D,0
IL4_8,3,YUBA,0
IL4_8,3,YUBA/D,0
IL4_8,4,AMUT,0
IL4_8,4,ARTR2,34
IL4_8,4,ARTR2/D,5
IL4_8,4,ATCA2,0
IL4_8,4,ATCA2/D,0
IL4_8,4,CEMO2,0
IL4_8,4,CHNAA3,0
IL4_8,4,CHNAA3/D,0
IL4_8,4,CHVI8,0
IL4_8,4,CHVI8/D,0
IL4_8,4,CRAN4,0
IL4_8,4,EPVI,0
IL4_8,4,EPVI/D,0
IL4_8,4,JUOS,0
IL4_8,4,JUOS/D,0
IL4_8,4,KRLA2,0
IL4_8,4,KRLA2/D,0
IL4_8,4,MAFR3,0
IL4_8,4,PIED,3
IL4_8,4,PIED/D,0
IL4_8,4,SHRO,0
IL4_8,4,SHRO/D,0
IL4_8,4,SYOR,0
IL4_8,4,SYOR/D,0
IL4_8,4,YUAN2,0
IL4_8,4,YUAN2/D,0
IL4_8,4,YUBA,0
IL4_8,4,YUBA/D,0
IL4_9,2,AMUT,0
IL4_9,2,ARTR2,2
IL4_9,2,ARTR2/D,11
IL4_9,2,ATCA2,0
IL4_9,2,ATCA2/D,0
IL4_9,2,CEMO2,0
IL4_9,2,CHVI8,0
IL4_9,2,CHVI8/D,0
IL4_9,2,CRAN4,0
IL4_9,2,EPVI,0
IL4_9,2,EPVI/D,0
IL4_9,2,JUOS,0
IL4_9,2,JUOS/D,0
IL4_9,2,KRLA2,1
IL4_9,2,KRLA2/D,0
IL4_9,2,MAFR3,0
IL4_9,2,PIED,0
IL4_9,2,PIED/D,0
IL4_9,2,SHRO,0
IL4_9,2,SHRO/D,0
IL4_9,2,SYOR,0
IL4_9,2,SYOR/D,0
IL4_9,2,YUBA,0
IL4_9,2,YUBA/D,0
IL4_9,3,AMUT,0
IL4_9,3,ARTR2,0
IL4_9,3,ARTR2/D,15
IL4_9,3,ATCA2,1
IL4_9,3,ATCA2/D,0
IL4_9,3,CEMO2,0
IL4_9,3,CHVI8,0
IL4_9,3,CHVI8/D,0
IL4_9,3,CRAN4,0
IL4_9,3,EPVI,0
IL4_9,3,EPVI/D,0
IL4_9,3,JUOS,0
IL4_9,3,JUOS/D,0
IL4_9,3,KRLA2,0
IL4_9,3,KRLA2/D,0
IL4_9,3,MAFR3,0
IL4_9,3,PIED,0
IL4_9,3,PIED/D,0
IL4_9,3,SHRO,0
IL4_9,3,SHRO/D,0
IL4_9,3,SYOR,0
IL4_9,3,SYOR/D,0
IL4_9,3,YUBA,0
IL4_9,3,YUBA/D,0
IL4_9,4,AMUT,0
IL4_9,4,ARTR2,0
IL4_9,4,ARTR2/D,14
IL4_9,4,ATCA2,1
IL4_9,4,ATCA2/D,0
