"","1","2","3","4","5"
"1",0.205128205128205,0,0.256410256410256,0,0.538461538461538
"10",0.418439716312057,0,0.297872340425532,0,0.283687943262411
"11",0.376237623762376,0,0.262376237623762,0,0.361386138613861
"12",0.228346456692913,0,0.52755905511811,0,0.244094488188976
"14",0.342342342342342,0,0.387387387387387,0,0.27027027027027
"15",0.290697674418605,0,0.511627906976744,0,0.197674418604651
"16",0.36318407960199,0,0.278606965174129,0,0.358208955223881
"17",0.4,0,0.304761904761905,0,0.295238095238095
"18",0.134615384615385,0,0.403846153846154,0,0.461538461538462
"19",0.313513513513514,0,0.356756756756757,0,0.32972972972973
"2",0.29608938547486,0,0.262569832402235,0,0.441340782122905
"20",0.379888268156425,0,0.357541899441341,0,0.262569832402235
"21",0.377245508982036,0,0.323353293413174,0,0.29940119760479
"23",0.291666666666667,0,0.395833333333333,0,0.3125
"24",0.342857142857143,0,0.35,0,0.307142857142857
"32",0.309090909090909,0,0.318181818181818,0,0.372727272727273
"33",0.288888888888889,0,0.251851851851852,0,0.459259259259259
"38",0.303921568627451,0,0.372549019607843,0,0.323529411764706
"39",0.220472440944882,0,0.566929133858268,0,0.21259842519685
"40",0.320388349514563,0,0.349514563106796,0,0.330097087378641
"42",0.355140186915888,0,0.308411214953271,0,0.336448598130841
"43",0.335195530726257,0,0.307262569832402,0,0.357541899441341
"44",0.323144104803493,0,0.34061135371179,0,0.336244541484716
"47",0.342857142857143,0,0.271428571428571,0,0.385714285714286
"48",0.328502415458937,0,0.347826086956522,0,0.323671497584541
"50",0.349206349206349,0,0.338624338624339,0,0.312169312169312
"51",0.404494382022472,0,0.314606741573034,0,0.280898876404494
"52",0.331550802139037,0,0.401069518716578,0,0.267379679144385
"54",0.459302325581395,0,0.319767441860465,0,0.22093023255814
"55",0.32,0,0.293333333333333,0,0.386666666666667
"56",0.349056603773585,0,0.405660377358491,0,0.245283018867925
"57",0.328358208955224,0,0.348258706467662,0,0.323383084577114
"58",0.222857142857143,0,0.365714285714286,0,0.411428571428571
"59",0.327044025157233,0,0.289308176100629,0,0.383647798742138
"60",0.358695652173913,0,0.33695652173913,0,0.304347826086957
"61",0.320855614973262,0,0.390374331550802,0,0.288770053475936
"63",0.384,0,0.328,0,0.288
"64",0.358139534883721,0,0.293023255813953,0,0.348837209302326
"65",0.356060606060606,0,0.318181818181818,0,0.325757575757576
"66",0.0934579439252336,0,0.336448598130841,0,0.570093457943925
"67",0.293103448275862,0,0.379310344827586,0,0.327586206896552
"68",0.264367816091954,0,0.379310344827586,0,0.35632183908046
"69",0.380487804878049,0,0.297560975609756,0,0.321951219512195
"70",0.283018867924528,0,0.389937106918239,0,0.327044025157233
"73",0.322448979591837,0,0.346938775510204,0,0.330612244897959
"76",0.360824742268041,0,0.371134020618557,0,0.268041237113402
"77",0.32579185520362,0,0.384615384615385,0,0.289592760180996
"79",0.0294117647058824,0,0.455882352941176,0,0.514705882352941
"80",0.321888412017167,0,0.369098712446352,0,0.309012875536481
"82",0.313725490196078,0,0.318627450980392,0,0.367647058823529
"83",0.363636363636364,0,0.292929292929293,0,0.343434343434343
"86",0.396551724137931,0,0.323275862068966,0,0.280172413793103
"88",0.209090909090909,0,0.372727272727273,0,0.418181818181818
"89",0.431034482758621,0,0.344827586206897,0,0.224137931034483
"90",0.356828193832599,0,0.290748898678414,0,0.352422907488987
"91",0.304347826086957,0,0.385869565217391,0,0.309782608695652
"92",0.447204968944099,0,0.22360248447205,0,0.329192546583851
"93",0.376712328767123,0,0.431506849315068,0,0.191780821917808
"94",0.236559139784946,0,0.225806451612903,0,0.537634408602151
"95",0.238095238095238,0,0.380952380952381,0,0.380952380952381
"B1_1",0.171673819742489,0.197424892703863,0.227467811158798,0.206008583690987,0.197424892703863
"B1_10",0.203980099502488,0.194029850746269,0.203980099502488,0.189054726368159,0.208955223880597
"B1_2",0.189473684210526,0.205263157894737,0.189473684210526,0.189473684210526,0.226315789473684
"B1_3",0.114130434782609,0.152173913043478,0.239130434782609,0.228260869565217,0.266304347826087
"B1_4",0.231638418079096,0.169491525423729,0.220338983050847,0.186440677966102,0.192090395480226
"B1_5",0.203703703703704,0.191358024691358,0.148148148148148,0.222222222222222,0.234567901234568
"B1_6",0.213270142180095,0.227488151658768,0.180094786729858,0.203791469194313,0.175355450236967
"B1_7",0.200934579439252,0.233644859813084,0.214953271028037,0.168224299065421,0.182242990654206
