Plot,Line,SpeciesCode,ClassAtotal,ClassBtotal,ClassCtotal,ClassDtotal,ClassEtotal,ClassTotal,,Plot,Line,Indicator,Any Hit N
IL2_4,4,ARTR2/D,0,3,2,0,0,5,,B4_1,3,ARTR2/D,1
IL2_5,2,ARTR2/D,0,0,0,0,0,0,,B4_1,4,ARTR2/D,2
IL2_5,3,ARTR2/D,0,0,0,0,0,0,,B4_1,5,ARTR2/D,1
IL2_5,4,ARTR2/D,0,0,0,0,0,0,,B4_10,1,ARTR2/D,1
IL2_7,2,ARTR2/D,0,2,6,1,0,9,,B4_10,2,ARTR2/D,1
IL2_7,3,ARTR2/D,0,1,6,3,0,10,,B4_10,3,ARTR2/D,1
IL2_7,4,ARTR2/D,0,1,10,0,0,11,,B4_10,4,ARTR2/D,2
IL2_8,2,ARTR2/D,0,1,4,0,0,5,,B4_10,5,ARTR2/D,0
IL2_8,3,ARTR2/D,0,1,0,0,0,1,,B4_2,1,ARTR2/D,2
IL2_8,4,ARTR2/D,0,1,2,0,0,3,,B4_2,2,ARTR2/D,1
IL2_9,2,ARTR2/D,2,7,0,0,0,9,,B4_2,3,ARTR2/D,0
IL2_9,3,ARTR2/D,0,5,9,1,0,15,,B4_2,4,ARTR2/D,1
IL2_9,4,ARTR2/D,2,11,0,0,0,13,,B4_2,5,ARTR2/D,3
IL3_1,2,ARTR2/D,0,8,1,0,0,9,,B4_3,1,ARTR2/D,2
IL3_1,3,ARTR2/D,0,7,6,0,0,13,,B4_3,2,ARTR2/D,3
IL3_1,4,ARTR2/D,0,4,5,0,0,9,,B4_3,3,ARTR2/D,5
IL3_10,2,ARTR2/D,0,2,3,0,0,5,,B4_3,4,ARTR2/D,4
IL3_10,3,ARTR2/D,0,1,5,2,0,8,,B4_3,5,ARTR2/D,3
IL3_10,4,ARTR2/D,0,0,4,1,0,5,,B4_4,1,ARTR2/D,2
IL3_2,2,ARTR2/D,0,0,3,0,0,3,,B4_4,2,ARTR2/D,1
IL3_2,3,ARTR2/D,0,2,1,2,0,5,,B4_4,3,ARTR2/D,2
IL3_2,4,ARTR2/D,0,2,6,0,0,8,,B4_4,4,ARTR2/D,2
IL3_3,2,ARTR2/D,0,3,15,1,0,19,,B4_4,5,ARTR2/D,3
IL3_3,3,ARTR2/D,0,2,10,1,0,13,,B4_6,1,ARTR2/D,3
IL3_3,4,ARTR2/D,0,3,9,0,0,12,,B4_6,2,ARTR2/D,0
IL3_4,2,ARTR2/D,0,3,4,0,0,7,,B4_6,3,ARTR2/D,0
IL3_4,3,ARTR2/D,0,4,6,1,0,11,,B4_6,4,ARTR2/D,2
IL3_4,4,ARTR2/D,0,3,7,0,0,10,,B4_6,5,ARTR2/D,0
IL3_6,2,ARTR2/D,0,4,3,0,0,7,,B4_7,1,ARTR2/D,0
IL3_6,3,ARTR2/D,0,2,2,0,0,4,,B4_7,2,ARTR2/D,0
IL3_6,4,ARTR2/D,1,4,6,0,0,11,,B4_7,3,ARTR2/D,0
IL3_7,2,ARTR2/D,0,2,1,0,0,3,,B4_7,4,ARTR2/D,0
IL3_7,3,ARTR2/D,0,4,5,0,0,9,,B4_7,5,ARTR2/D,3
IL3_7,4,ARTR2/D,0,3,7,0,0,10,,B4_8,1,ARTR2/D,0
IL3_9,2,ARTR2/D,0,5,9,0,0,14,,B4_8,2,ARTR2/D,0
IL3_9,3,ARTR2/D,0,1,7,0,0,8,,B4_8,3,ARTR2/D,0
IL3_9,4,ARTR2/D,0,2,6,1,0,9,,B4_8,4,ARTR2/D,0
IL4_10,2,ARTR2/D,0,0,8,1,0,9,,B4_8,5,ARTR2/D,0
IL4_10,3,ARTR2/D,0,2,3,0,0,5,,B4_9,1,ARTR2/D,4
IL4_10,4,ARTR2/D,0,1,3,0,0,4,,B4_9,2,ARTR2/D,1
IL4_2,2,ARTR2/D,0,1,4,2,0,7,,B4_9,3,ARTR2/D,1
IL4_2,3,ARTR2/D,0,4,9,1,0,14,,B4_9,4,ARTR2/D,0
IL4_2,4,ARTR2/D,0,3,7,2,0,12,,B4_9,5,ARTR2/D,0
IL4_3,2,ARTR2/D,0,0,1,0,0,1,,IL1_1,1,ARTR2/D,2
IL4_3,3,ARTR2/D,0,1,3,0,0,4,,IL1_1,2,ARTR2/D,1
IL4_3,4,ARTR2/D,0,4,3,0,0,7,,IL1_1,3,ARTR2/D,0
IL4_4,2,ARTR2/D,0,1,2,0,0,3,,IL1_1,4,ARTR2/D,3
IL4_4,3,ARTR2/D,0,3,1,0,0,4,,IL1_1,5,ARTR2/D,1
IL4_4,4,ARTR2/D,0,2,0,0,0,2,,IL1_10,1,ARTR2/D,0
IL4_5,2,ARTR2/D,0,4,3,0,0,7,,IL1_10,2,ARTR2/D,0
IL4_5,3,ARTR2/D,0,0,2,0,0,2,,IL1_10,3,ARTR2/D,0
IL4_5,4,ARTR2/D,0,3,1,0,0,4,,IL1_10,4,ARTR2/D,0
IL4_7,2,ARTR2/D,0,3,13,1,0,17,,IL1_10,5,ARTR2/D,0
IL4_7,3,ARTR2/D,0,6,13,3,0,22,,IL1_3,1,ARTR2/D,0
IL4_7,4,ARTR2/D,0,2,8,3,0,13,,IL1_3,2,ARTR2/D,0
IL4_8,2,ARTR2/D,0,0,0,0,0,0,,IL1_3,3,ARTR2/D,0
IL4_8,3,ARTR2/D,0,4,1,0,0,5,,IL1_3,4,ARTR2/D,1
IL4_8,4,ARTR2/D,0,2,3,0,0,5,,IL1_3,5,ARTR2/D,0
IL4_9,2,ARTR2/D,0,4,7,0,0,11,,IL1_4,1,ARTR2/D,0
IL4_9,3,ARTR2/D,0,4,11,0,0,15,,IL1_4,2,ARTR2/D,1
IL4_9,4,ARTR2/D,0,9,5,0,0,14,,IL1_4,3,ARTR2/D,0
M1_1,2,ARTR2/D,0,0,0,0,0,0,,IL1_4,4,ARTR2/D,4
M1_1,3,ARTR2/D,0,0,0,0,0,0,,IL1_4,5,ARTR2/D,1
M1_1,4,ARTR2/D,0,0,0,0,0,0,,IL1_5,1,ARTR2/D,2
M1_10,2,ARTR2/D,0,0,7,0,0,7,,IL1_5,2,ARTR2/D,1
M1_10,3,ARTR2/D,0,0,0,0,0,0,,IL1_5,3,ARTR2/D,2
M1_10,4,ARTR2/D,0,2,0,0,0,2,,IL1_5,4,ARTR2/D,1
M1_2,2,ARTR2/D,0,4,7,0,0,11,,IL1_5,5,ARTR2/D,1
M1_2,3,ARTR2/D,0,0,12,1,0,13,,IL1_8,1,ARTR2/D,1
M1_2,4,ARTR2/D,0,3,11,2,0,16,,IL1_8,2,ARTR2/D,0
M1_4,2,ARTR2/D,0,0,2,0,0,2,,IL1_8,3,ARTR2/D,1
M1_4,3,ARTR2/D,0,1,5,0,0,6,,IL1_8,4,ARTR2/D,1
M1_4,4,ARTR2/D,0,1,2,0,0,3,,IL1_8,5,ARTR2/D,1
M1_5,2,ARTR2/D,0,4,7,3,0,14,,IL1_9,1,ARTR2/D,0
M1_5,3,ARTR2/D,0,5,8,1,0,14,,IL1_9,2,ARTR2/D,0
M1_5,4,ARTR2/D,0,4,3,3,0,10,,IL1_9,3,ARTR2/D,1
M1_6,2,ARTR2/D,0,0,0,0,0,0,,IL1_9,4,ARTR2/D,0
M1_6,3,ARTR2/D,0,0,0,0,0,0,,IL1_9,5,ARTR2/D,0
M1_6,4,ARTR2/D,0,0,0,0,0,0,,IL2_1,1,ARTR2/D,1
M1_7,2,ARTR2/D,0,0,0,0,0,0,,IL2_1,2,ARTR2/D,0
M1_7,3,ARTR2/D,0,0,0,0,0,0,,IL2_1,3,ARTR2/D,0
M1_7,4,ARTR2/D,0,0,0,0,0,0,,IL2_1,4,ARTR2/D,5
M1_8,2,ARTR2/D,0,0,0,0,0,0,,IL2_1,5,ARTR2/D,0
M1_8,3,ARTR2/D,0,0,0,0,0,0,,IL2_10,1,ARTR2/D,1
M1_8,4,ARTR2/D,0,0,0,0,0,0,,IL2_10,2,ARTR2/D,4
M2_1,2,ARTR2/D,0,5,10,0,0,15,,IL2_10,3,ARTR2/D,1
M2_1,3,ARTR2/D,0,1,10,1,0,12,,IL2_10,4,ARTR2/D,4
M2_1,4,ARTR2/D,0,3,10,1,0,14,,IL2_10,5,ARTR2/D,1
M2_10,2,ARTR2/D,0,0,0,0,0,0,,IL2_2,1,ARTR2/D,1
M2_10,3,ARTR2/D,0,0,0,0,0,0,,IL2_2,2,ARTR2/D,0
M2_10,4,ARTR2/D,0,0,0,0,0,0,,IL2_2,3,ARTR2/D,0
M2_3,2,ARTR2/D,0,7,18,0,0,25,,IL2_2,4,ARTR2/D,0
M2_3,3,ARTR2/D,0,11,10,0,0,21,,IL2_2,5,ARTR2/D,0
M2_3,4,ARTR2/D,0,4,6,1,0,11,,IL2_3,1,ARTR2/D,1
M2_5,2,ARTR2/D,0,0,0,0,0,0,,IL2_3,2,ARTR2/D,5
M2_5,3,ARTR2/D,0,0,0,0,0,0,,IL2_3,3,ARTR2/D,1
M2_5,4,ARTR2/D,0,0,0,0,0,0,,IL2_3,4,ARTR2/D,1
M2_6,2,ARTR2/D,0,0,0,0,0,0,,IL2_3,5,ARTR2/D,1
M2_6,3,ARTR2/D,0,0,0,0,0,0,,IL2_4,1,ARTR2/D,2
M2_6,4,ARTR2/D,0,0,0,0,0,0,,IL2_4,2,ARTR2/D,0
M2_7,2,ARTR2/D,0,0,0,0,0,0,,IL2_4,3,ARTR2/D,2
M2_7,3,ARTR2/D,0,0,0,0,0,0,,IL2_4,4,ARTR2/D,0
M2_7,4,ARTR2/D,0,0,0,0,0,0,,IL2_4,5,ARTR2/D,0
M2_8,2,ARTR2/D,0,0,1,0,0,1,,IL2_5,1,ARTR2/D,0
M2_8,3,ARTR2/D,0,0,0,0,0,0,,IL2_5,2,ARTR2/D,0
M2_8,4,ARTR2/D,0,1,2,0,0,3,,IL2_5,3,ARTR2/D,0
M2_9,2,ARTR2/D,0,1,0,0,0,1,,IL2_5,4,ARTR2/D,0
M2_9,3,ARTR2/D,0,3,1,3,0,7,,IL2_5,5,ARTR2/D,0
M2_9,4,ARTR2/D,0,0,3,0,0,3,,IL2_7,1,ARTR2/D,2
M3_1,2,ARTR2/D,0,0,0,0,0,0,,IL2_7,2,ARTR2/D,4
M3_1,3,ARTR2/D,0,0,0,0,0,0,,IL2_7,3,ARTR2/D,4
M3_1,4,ARTR2/D,0,0,0,0,0,0,,IL2_7,4,ARTR2/D,3
M3_2,2,ARTR2/D,0,4,12,3,0,19,,IL2_7,5,ARTR2/D,2
M3_2,3,ARTR2/D,0,4,10,1,0,15,,IL2_8,1,ARTR2/D,2
M3_2,4,ARTR2/D,0,2,10,1,0,13,,IL2_8,2,ARTR2/D,1
M3_3,2,ARTR2/D,0,2,2,0,0,4,,IL2_8,3,ARTR2/D,1
M3_3,3,ARTR2/D,0,3,18,1,0,22,,IL2_8,4,ARTR2/D,0
M3_3,4,ARTR2/D,0,1,3,0,0,4,,IL2_8,5,ARTR2/D,0
M3_5,2,ARTR2/D,0,6,19,1,0,26,,IL2_9,1,ARTR2/D,1
M3_5,3,ARTR2/D,0,11,17,3,0,31,,IL2_9,2,ARTR2/D,1
M3_5,4,ARTR2/D,0,4,15,4,0,23,,IL2_9,3,ARTR2/D,2
M3_7,2,ARTR2/D,0,0,0,0,0,0,,IL2_9,4,ARTR2/D,2
M3_7,3,ARTR2/D,0,0,0,0,0,0,,IL2_9,5,ARTR2/D,2
M3_7,4,ARTR2/D,0,0,1,0,0,1,,IL3_1,1,ARTR2/D,1
M3_8,2,ARTR2/D,0,2,12,0,0,14,,IL3_1,2,ARTR2/D,0
M3_8,3,ARTR2/D,0,4,13,3,0,20,,IL3_1,3,ARTR2/D,3
M3_8,4,ARTR2/D,0,5,10,1,0,16,,IL3_1,4,ARTR2/D,1
M4_2,2,ARTR2/D,0,3,3,0,0,6,,IL3_1,5,ARTR2/D,1
M4_2,3,ARTR2/D,0,2,3,0,0,5,,IL3_10,1,ARTR2/D,1
M4_2,4,ARTR2/D,0,5,3,0,0,8,,IL3_10,2,ARTR2/D,0
M4_3,2,ARTR2/D,0,2,9,0,0,11,,IL3_10,3,ARTR2/D,1
M4_3,3,ARTR2/D,0,4,7,0,0,11,,IL3_10,4,ARTR2/D,4
M4_3,4,ARTR2/D,0,1,8,0,0,9,,IL3_10,5,ARTR2/D,2
M4_4,2,ARTR2/D,0,0,0,0,0,0,,IL3_2,1,ARTR2/D,2
M4_4,3,ARTR2/D,0,0,1,0,0,1,,IL3_2,2,ARTR2/D,0
M4_4,4,ARTR2/D,0,0,1,0,0,1,,IL3_2,3,ARTR2/D,1
M4_5,2,ARTR2/D,0,0,0,0,0,0,,IL3_2,4,ARTR2/D,1
M4_5,3,ARTR2/D,0,0,0,0,0,0,,IL3_2,5,ARTR2/D,1
M4_5,4,ARTR2/D,0,0,0,0,0,0,,IL3_3,1,ARTR2/D,3
M4_6,2,ARTR2/D,0,4,8,0,0,12,,IL3_3,2,ARTR2/D,3
M4_6,3,ARTR2/D,0,3,13,0,0,16,,IL3_3,3,ARTR2/D,2
M4_6,4,ARTR2/D,0,3,16,4,0,23,,IL3_3,4,ARTR2/D,3
M4_7,2,ARTR2/D,0,0,0,0,0,0,,IL3_3,5,ARTR2/D,2
M4_7,3,ARTR2/D,0,3,6,0,0,9,,IL3_4,1,ARTR2/D,1
M4_7,4,ARTR2/D,0,2,4,1,0,7,,IL3_4,2,ARTR2/D,1
M4_9,2,ARTR2/D,0,3,5,1,0,9,,IL3_4,3,ARTR2/D,1
M4_9,3,ARTR2/D,0,0,1,1,0,2,,IL3_4,4,ARTR2/D,1
M4_9,4,ARTR2/D,0,1,0,0,0,1,,IL3_4,5,ARTR2/D,2
,,,,,,,,,,IL3_6,1,ARTR2/D,2
,,,,,,,,,,IL3_6,2,ARTR2/D,4
,,,,,,,,,,IL3_6,3,ARTR2/D,0
,,,,,,,,,,IL3_6,4,ARTR2/D,0
,,,,,,,,,,IL3_6,5,ARTR2/D,0
,,,,,,,,,,IL3_7,1,ARTR2/D,0
,,,,,,,,,,IL3_7,2,ARTR2/D,0
,,,,,,,,,,IL3_7,3,ARTR2/D,1
,,,,,,,,,,IL3_7,4,ARTR2/D,3
,,,,,,,,,,IL3_7,5,ARTR2/D,1
,,,,,,,,,,IL3_9,1,ARTR2/D,2
,,,,,,,,,,IL3_9,2,ARTR2/D,2
,,,,,,,,,,IL3_9,3,ARTR2/D,3
,,,,,,,,,,IL3_9,4,ARTR2/D,2
,,,,,,,,,,IL3_9,5,ARTR2/D,4
,,,,,,,,,,IL4_10,1,ARTR2/D,1
,,,,,,,,,,IL4_10,2,ARTR2/D,0
,,,,,,,,,,IL4_10,3,ARTR2/D,2
,,,,,,,,,,IL4_10,4,ARTR2/D,1
,,,,,,,,,,IL4_10,5,ARTR2/D,0
,,,,,,,,,,IL4_2,1,ARTR2/D,3
,,,,,,,,,,IL4_2,2,ARTR2/D,1
,,,,,,,,,,IL4_2,3,ARTR2/D,1
,,,,,,,,,,IL4_2,4,ARTR2/D,0
,,,,,,,,,,IL4_2,5,ARTR2/D,2
,,,,,,,,,,IL4_3,1,ARTR2/D,0
,,,,,,,,,,IL4_3,2,ARTR2/D,0
,,,,,,,,,,IL4_3,3,ARTR2/D,0
,,,,,,,,,,IL4_3,4,ARTR2/D,2
,,,,,,,,,,IL4_3,5,ARTR2/D,1
,,,,,,,,,,IL4_4,1,ARTR2/D,1
,,,,,,,,,,IL4_4,2,ARTR2/D,2
,,,,,,,,,,IL4_4,3,ARTR2/D,0
,,,,,,,,,,IL4_4,4,ARTR2/D,1
,,,,,,,,,,IL4_4,5,ARTR2/D,1
,,,,,,,,,,IL4_5,1,ARTR2/D,2
,,,,,,,,,,IL4_5,2,ARTR2/D,1
,,,,,,,,,,IL4_5,3,ARTR2/D,0
,,,,,,,,,,IL4_5,4,ARTR2/D,0
,,,,,,,,,,IL4_5,5,ARTR2/D,1
,,,,,,,,,,IL4_7,1,ARTR2/D,3
,,,,,,,,,,IL4_7,2,ARTR2/D,3
,,,,,,,,,,IL4_7,3,ARTR2/D,2
,,,,,,,,,,IL4_7,4,ARTR2/D,4
,,,,,,,,,,IL4_7,5,ARTR2/D,5
,,,,,,,,,,IL4_8,1,ARTR2/D,0
,,,,,,,,,,IL4_8,2,ARTR2/D,0
,,,,,,,,,,IL4_8,3,ARTR2/D,0
,,,,,,,,,,IL4_8,4,ARTR2/D,0
,,,,,,,,,,IL4_8,5,ARTR2/D,1
,,,,,,,,,,IL4_9,1,ARTR2/D,1
,,,,,,,,,,IL4_9,2,ARTR2/D,1
,,,,,,,,,,IL4_9,3,ARTR2/D,4
,,,,,,,,,,IL4_9,4,ARTR2/D,0
,,,,,,,,,,IL4_9,5,ARTR2/D,2
,,,,,,,,,,M1_1,1,ARTR2/D,0
,,,,,,,,,,M1_1,2,ARTR2/D,1
,,,,,,,,,,M1_1,3,ARTR2/D,1
,,,,,,,,,,M1_1,4,ARTR2/D,0
,,,,,,,,,,M1_1,5,ARTR2/D,0
,,,,,,,,,,M1_10,1,ARTR2/D,0
,,,,,,,,,,M1_10,2,ARTR2/D,0
,,,,,,,,,,M1_10,3,ARTR2/D,0
,,,,,,,,,,M1_10,4,ARTR2/D,0
,,,,,,,,,,M1_10,5,ARTR2/D,0
,,,,,,,,,,M1_2,1,ARTR2/D,2
,,,,,,,,,,M1_2,2,ARTR2/D,0
,,,,,,,,,,M1_2,3,ARTR2/D,3
,,,,,,,,,,M1_2,4,ARTR2/D,5
,,,,,,,,,,M1_2,5,ARTR2/D,1
,,,,,,,,,,M1_4,1,ARTR2/D,0
,,,,,,,,,,M1_4,2,ARTR2/D,0
,,,,,,,,,,M1_4,3,ARTR2/D,1
,,,,,,,,,,M1_4,4,ARTR2/D,1
,,,,,,,,,,M1_4,5,ARTR2/D,2
,,,,,,,,,,M1_5,1,ARTR2/D,0
,,,,,,,,,,M1_5,2,ARTR2/D,5
,,,,,,,,,,M1_5,3,ARTR2/D,2
,,,,,,,,,,M1_5,4,ARTR2/D,7
,,,,,,,,,,M1_5,5,ARTR2/D,2
,,,,,,,,,,M1_6,1,ARTR2/D,0
,,,,,,,,,,M1_6,2,ARTR2/D,0
,,,,,,,,,,M1_6,3,ARTR2/D,0
,,,,,,,,,,M1_6,4,ARTR2/D,0
,,,,,,,,,,M1_6,5,ARTR2/D,0
,,,,,,,,,,M1_7,1,ARTR2/D,0
,,,,,,,,,,M1_7,2,ARTR2/D,0
,,,,,,,,,,M1_7,3,ARTR2/D,0
,,,,,,,,,,M1_7,4,ARTR2/D,0
,,,,,,,,,,M1_7,5,ARTR2/D,0
,,,,,,,,,,M1_8,1,ARTR2/D,0
,,,,,,,,,,M1_8,2,ARTR2/D,0
,,,,,,,,,,M1_8,3,ARTR2/D,0
,,,,,,,,,,M1_8,4,ARTR2/D,0
,,,,,,,,,,M1_8,5,ARTR2/D,0
,,,,,,,,,,M2_1,1,ARTR2/D,5
,,,,,,,,,,M2_1,2,ARTR2/D,2
,,,,,,,,,,M2_1,3,ARTR2/D,1
,,,,,,,,,,M2_1,4,ARTR2/D,4
,,,,,,,,,,M2_1,5,ARTR2/D,4
,,,,,,,,,,M2_10,1,ARTR2/D,0
,,,,,,,,,,M2_10,2,ARTR2/D,0
,,,,,,,,,,M2_10,3,ARTR2/D,0
,,,,,,,,,,M2_10,4,ARTR2/D,0
,,,,,,,,,,M2_10,5,ARTR2/D,0
,,,,,,,,,,M2_3,1,ARTR2/D,6
,,,,,,,,,,M2_3,2,ARTR2/D,5
,,,,,,,,,,M2_3,3,ARTR2/D,3
,,,,,,,,,,M2_3,4,ARTR2/D,4
,,,,,,,,,,M2_3,5,ARTR2/D,2
,,,,,,,,,,M2_5,1,ARTR2/D,0
,,,,,,,,,,M2_5,2,ARTR2/D,0
,,,,,,,,,,M2_5,3,ARTR2/D,0
,,,,,,,,,,M2_5,4,ARTR2/D,0
,,,,,,,,,,M2_5,5,ARTR2/D,0
,,,,,,,,,,M2_6,1,ARTR2/D,0
,,,,,,,,,,M2_6,2,ARTR2/D,0
,,,,,,,,,,M2_6,3,ARTR2/D,0
,,,,,,,,,,M2_6,4,ARTR2/D,0
,,,,,,,,,,M2_6,5,ARTR2/D,0
,,,,,,,,,,M2_7,1,ARTR2/D,0
,,,,,,,,,,M2_7,2,ARTR2/D,0
,,,,,,,,,,M2_7,3,ARTR2/D,0
,,,,,,,,,,M2_7,4,ARTR2/D,0
,,,,,,,,,,M2_7,5,ARTR2/D,0
,,,,,,,,,,M2_8,1,ARTR2/D,0
,,,,,,,,,,M2_8,2,ARTR2/D,0
,,,,,,,,,,M2_8,3,ARTR2/D,0
,,,,,,,,,,M2_8,4,ARTR2/D,0
,,,,,,,,,,M2_8,5,ARTR2/D,0
,,,,,,,,,,M2_9,1,ARTR2/D,0
,,,,,,,,,,M2_9,2,ARTR2/D,1
,,,,,,,,,,M2_9,3,ARTR2/D,3
,,,,,,,,,,M2_9,4,ARTR2/D,1
,,,,,,,,,,M2_9,5,ARTR2/D,0
,,,,,,,,,,M3_1,1,ARTR2/D,0
,,,,,,,,,,M3_1,2,ARTR2/D,0
,,,,,,,,,,M3_1,3,ARTR2/D,0
,,,,,,,,,,M3_1,4,ARTR2/D,0
,,,,,,,,,,M3_1,5,ARTR2/D,0
,,,,,,,,,,M3_2,1,ARTR2/D,6
,,,,,,,,,,M3_2,2,ARTR2/D,8
,,,,,,,,,,M3_2,3,ARTR2/D,3
,,,,,,,,,,M3_2,4,ARTR2/D,5
,,,,,,,,,,M3_2,5,ARTR2/D,4
,,,,,,,,,,M3_3,1,ARTR2/D,0
,,,,,,,,,,M3_3,2,ARTR2/D,0
,,,,,,,,,,M3_3,3,ARTR2/D,0
,,,,,,,,,,M3_3,4,ARTR2/D,0
,,,,,,,,,,M3_3,5,ARTR2/D,1
,,,,,,,,,,M3_5,1,ARTR2/D,0
,,,,,,,,,,M3_5,2,ARTR2/D,5
,,,,,,,,,,M3_5,3,ARTR2/D,6
,,,,,,,,,,M3_5,4,ARTR2/D,3
,,,,,,,,,,M3_5,5,ARTR2/D,4
,,,,,,,,,,M3_7,1,ARTR2/D,0
,,,,,,,,,,M3_7,2,ARTR2/D,1
,,,,,,,,,,M3_7,3,ARTR2/D,0
,,,,,,,,,,M3_7,4,ARTR2/D,0
,,,,,,,,,,M3_7,5,ARTR2/D,0
,,,,,,,,,,M3_8,1,ARTR2/D,2
,,,,,,,,,,M3_8,2,ARTR2/D,5
,,,,,,,,,,M3_8,3,ARTR2/D,8
,,,,,,,,,,M3_8,4,ARTR2/D,8
,,,,,,,,,,M3_8,5,ARTR2/D,3
,,,,,,,,,,M4_2,1,ARTR2/D,0
,,,,,,,,,,M4_2,2,ARTR2/D,0
,,,,,,,,,,M4_2,3,ARTR2/D,0
,,,,,,,,,,M4_2,4,ARTR2/D,0
,,,,,,,,,,M4_2,5,ARTR2/D,0
,,,,,,,,,,M4_3,1,ARTR2/D,1
,,,,,,,,,,M4_3,2,ARTR2/D,2
,,,,,,,,,,M4_3,3,ARTR2/D,1
,,,,,,,,,,M4_3,4,ARTR2/D,0
,,,,,,,,,,M4_3,5,ARTR2/D,9
,,,,,,,,,,M4_4,1,ARTR2/D,0
,,,,,,,,,,M4_4,2,ARTR2/D,0
,,,,,,,,,,M4_4,3,ARTR2/D,0
,,,,,,,,,,M4_4,4,ARTR2/D,1
,,,,,,,,,,M4_4,5,ARTR2/D,0
,,,,,,,,,,M4_5,1,ARTR2/D,0
,,,,,,,,,,M4_5,2,ARTR2/D,0
,,,,,,,,,,M4_5,3,ARTR2/D,0
,,,,,,,,,,M4_5,4,ARTR2/D,0
,,,,,,,,,,M4_5,5,ARTR2/D,0
,,,,,,,,,,M4_6,1,ARTR2/D,2
,,,,,,,,,,M4_6,2,ARTR2/D,1
,,,,,,,,,,M4_6,3,ARTR2/D,4
,,,,,,,,,,M4_6,4,ARTR2/D,6
,,,,,,,,,,M4_6,5,ARTR2/D,6
,,,,,,,,,,M4_7,1,ARTR2/D,0
,,,,,,,,,,M4_7,2,ARTR2/D,1
,,,,,,,,,,M4_7,3,ARTR2/D,4
,,,,,,,,,,M4_7,4,ARTR2/D,2
,,,,,,,,,,M4_7,5,ARTR2/D,2
,,,,,,,,,,M4_9,1,ARTR2/D,1
,,,,,,,,,,M4_9,2,ARTR2/D,2
,,,,,,,,,,M4_9,3,ARTR2/D,0
,,,,,,,,,,M4_9,4,ARTR2/D,0
,,,,,,,,,,M4_9,5,ARTR2/D,1
