"","ACHY","AMID","ARPU9","ARTR2","ARTR2.D","ATCA2","ATCA2.D","Bare.Soil","BOGR2","BOGR2.D","BRTE","CHLE4","CHVI8","CLLU2","ECCOC","ELEL5","EPVI","ERCI6","GRFA","GUSA2","GUSA2.D","HECO26","HECO26.D","JUOS","KRLA2","LAOC3","LEMO2","OPPO","OPPO.D","PEPU7","PIED","PLPA2","SALSO","SALSO.D","SPCO","SPCR","SPCR.D","CHVI8.D","HIJA"
"M2_9",0,1.66666666666667,0,0,1.66666666666667,3.33333333333333,0,13,7.33333333333333,1,0,0,0,0,0,0,0,0.666666666666667,1.66666666666667,0,0,0,0.333333333333333,0,0.333333333333333,6.33333333333333,0,2.33333333333333,0,0,0,2.33333333333333,0,0,0,17.3333333333333,4,0,0
"M3_1",0,0,0,0,0,0,0,17.6666666666667,33.6666666666667,2.66666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,18.3333333333333,0.666666666666667,0,0
"M3_2",1.66666666666667,0,0,1.33333333333333,8.66666666666667,1,0,18,31.3333333333333,0.666666666666667,0,0,1,0,0,0.333333333333333,0,0,0,3.33333333333333,0,11.6666666666667,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,3,0,0,0
"M3_3",7,0,0,0.666666666666667,0.333333333333333,2,1.33333333333333,15.3333333333333,28.3333333333333,0.666666666666667,0,0,6,0,0,0,0,0,0,0.333333333333333,0.333333333333333,21,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,1,5,0,0,0
"M3_5",0,0,0,0,6,0.666666666666667,0.666666666666667,8.33333333333333,42.6666666666667,1,0.333333333333333,0,0,0,0,0,0,0,0,0,0,5.66666666666667,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0,0,17.6666666666667,0,0,0
"M3_7",0,3,0,0.666666666666667,0.333333333333333,0,0,14.6666666666667,5.33333333333333,2,4,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0,0,0,0,0,0.666666666666667,4.66666666666667,0,0.333333333333333,0.333333333333333,0,0,1.66666666666667,0,1.33333333333333,0.333333333333333,12.6666666666667,5.66666666666667,0,0
"M3_8",2.33333333333333,0,0,0,8.66666666666667,3,0,17,27,1.33333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0.666666666666667,0.666666666666667,16.3333333333333,0.333333333333333,0,0,0,0,1.66666666666667,0,0,0,0.666666666666667,0,0,0,7,0.333333333333333,0,0
"M4_2",4.66666666666667,0,0,1.66666666666667,0,2.33333333333333,0.333333333333333,11,23.3333333333333,0.333333333333333,0,0,7,0,0,0,0.333333333333333,0,0,1.33333333333333,0,13.6666666666667,0,0,1,0.333333333333333,0,0,0,0,0,0,0,0,0,13.6666666666667,0,1,0
"M4_3",2.66666666666667,0,0,0,4.33333333333333,0.333333333333333,0,8.33333333333333,42.3333333333333,2,0,0,1.33333333333333,0,0.333333333333333,0,0.333333333333333,0,0,1.33333333333333,0,20,0.333333333333333,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,4.66666666666667,0.333333333333333,0.333333333333333,0
"M4_4",0,1,0,0,0.333333333333333,0,0,21,38.3333333333333,1,0,0,0,0.666666666666667,0,0,0,0,0,0,0,5.33333333333333,0.333333333333333,0,1,0,0,4,0.333333333333333,0,0,0.666666666666667,0,0,0,7,0.333333333333333,0,0
"M4_5",0,4.33333333333333,0,0,0,0,0,12.6666666666667,11.6666666666667,2.33333333333333,0,0,0,1,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,8,0,3.33333333333333,0,0,0,0.333333333333333,0,0,0,17.6666666666667,5.66666666666667,0,0
"M4_6",2,0,0,0.666666666666667,6.33333333333333,2,0,15,22,1.66666666666667,0,0,2.33333333333333,0,0,0.333333333333333,0,0,0,1.33333333333333,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6666666666667,0,0,0
"M4_7",2.66666666666667,0,0.333333333333333,0,3,0.666666666666667,0,13.3333333333333,20.6666666666667,0.666666666666667,0,0,16.3333333333333,0,0,0,0,0,0,0.333333333333333,0.333333333333333,9.33333333333333,0,0,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0,0,0,1.33333333333333,0,0.333333333333333,0
"M4_9",0,0,0.333333333333333,11.6666666666667,1.33333333333333,3,0,36,28.3333333333333,1,0,0,0,0,0,0.666666666666667,0,0,0,2.33333333333333,0,0.333333333333333,0,0,0,0,0,5.66666666666667,0,0,0,0,0,0,0,3,0,0,0
