"","ACHY","AMID","ARPU9","ARTR2","ARTR2.D","ATCA2","ATCA2.D","Bare.Soil","BOGR2","BOGR2.D","BRTE","CHLE4","CHVI8","CLLU2","ECCOC","ELEL5","EPVI","ERCI6","GRFA","GUSA2","GUSA2.D","HECO26","HECO26.D","JUOS","KRLA2","LAOC3","LEMO2","OPPO","OPPO.D","PEPU7","PIED","PLPA2","SALSO","SALSO.D","SPCO","SPCR","SPCR.D","CHVI8.D","HIJA"
"M1_10",0,0.0133333333333333,0,0,0,0,0,0.18,0,0,0.0266666666666667,0.00666666666666667,0,0,0,0.00666666666666667,0,0.0466666666666667,0.0133333333333333,0,0,0,0,0,0,0.0866666666666667,0,0.0933333333333333,0,0,0,0.02,0,0,0,0.88,0,0,0
"M1_2",0.02,0.0133333333333333,0,0.0466666666666667,0.0733333333333333,0,0,0.28,0.04,0.0133333333333333,0,0,0.0133333333333333,0,0,0,0,0.0266666666666667,0.0133333333333333,0,0,0.12,0,0,0.0733333333333333,0.186666666666667,0,0.00666666666666667,0,0,0,0.0133333333333333,0,0,0,0.393333333333333,0.08,0,0
"M1_4",0,0.0933333333333333,0,0.00666666666666667,0.0266666666666667,0,0,0.28,0.0733333333333333,0.04,0.00666666666666667,0,0,0.0133333333333333,0,0,0,0,0.02,0,0,0,0,0,0.0133333333333333,0.213333333333333,0,0.04,0,0,0,0.02,0,0,0,0.346666666666667,0.153333333333333,0,0
"M1_5",0.02,0.00666666666666667,0,0.02,0.106666666666667,0.0333333333333333,0,0.286666666666667,0.446666666666667,0.0333333333333333,0.0133333333333333,0.00666666666666667,0,0,0,0,0,0,0.0133333333333333,0,0,0.0866666666666667,0,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0.526666666666667,0,0,0
"M1_6",0,0.04,0,0,0,0.166666666666667,0.0133333333333333,0.413333333333333,0.3,0.0133333333333333,0.0333333333333333,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.00666666666666667,0.0733333333333333,0,0.0666666666666667,0,0,0,0.0133333333333333,0,0,0,0.36,0.06,0,0
"M1_7",0,0.02,0,0,0,0.246666666666667,0,0.206666666666667,0,0,0.373333333333333,0,0,0,0,0,0,0.0466666666666667,0.00666666666666667,0,0,0,0,0,0,0.0666666666666667,0,0.04,0,0,0,0.02,0.00666666666666667,0,0,0.506666666666667,0,0,0
"M1_8",0,0,0,0,0,0.08,0.0266666666666667,0.453333333333333,0,0,0.00666666666666667,0,0,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0,0.0466666666666667,0,0,0,0,0.16,0.00666666666666667,0,0.58,0.0133333333333333,0,0
"M2_1",0.04,0,0.00666666666666667,0.02,0.106666666666667,0.0133333333333333,0,0.34,0.713333333333333,0.0266666666666667,0.00666666666666667,0,0.0333333333333333,0,0,0,0,0,0,0.0266666666666667,0,0.173333333333333,0.0133333333333333,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.22,0,0,0
"M2_10",0,0.08,0,0.00666666666666667,0,0.126666666666667,0,0.433333333333333,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.0333333333333333,0,0,0,0,0,0.0333333333333333,0.0266666666666667,0,0,0.473333333333333,0,0,0
"M2_3",0.00666666666666667,0,0,0,0.133333333333333,0.0266666666666667,0.0133333333333333,0.193333333333333,0.74,0.04,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.00666666666666667,0.38,0.00666666666666667,0,0,0,0,0.04,0,0,0,0,0,0,0,0.153333333333333,0,0,0
"M2_5",0,0.0533333333333333,0,0,0,0.0733333333333333,0,0.346666666666667,0.52,0.04,0.00666666666666667,0,0,0.0333333333333333,0,0,0,0,0.0266666666666667,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0.206666666666667,0.0133333333333333,0,0
"M2_6",0,0.00666666666666667,0,0,0,0.213333333333333,0.0333333333333333,0.453333333333333,0,0,0.0133333333333333,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0.00666666666666667,0.02,0,0,0.5,0,0,0
"M2_7",0,0,0,0,0,0.0933333333333333,0,0.366666666666667,0.0333333333333333,0,0.1,0,0,0,0,0,0,0.0733333333333333,0,0,0,0,0,0,0,0.00666666666666667,0,0.08,0,0,0,0,0.2,0.0133333333333333,0,0.52,0,0,0
"M2_8",0,0.16,0,0,0,0.06,0,0.326666666666667,0.193333333333333,0.02,0.0133333333333333,0,0,0,0,0.00666666666666667,0,0,0.0133333333333333,0,0,0,0,0,0.02,0.0733333333333333,0,0.02,0,0,0,0.06,0,0,0,0.68,0.00666666666666667,0,0
"M2_9",0,0.0333333333333333,0,0,0.0333333333333333,0.0666666666666667,0,0.26,0.146666666666667,0.02,0,0,0,0,0,0,0,0.0133333333333333,0.0333333333333333,0,0,0,0.00666666666666667,0,0.00666666666666667,0.126666666666667,0,0.0466666666666667,0,0,0,0.0466666666666667,0,0,0,0.346666666666667,0.08,0,0
"M3_1",0,0,0,0,0,0,0,0.353333333333333,0.673333333333333,0.0533333333333333,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.08,0,0,0,0,0,0,0,0.366666666666667,0.0133333333333333,0,0
"M3_2",0.0333333333333333,0,0,0.0266666666666667,0.173333333333333,0.02,0,0.36,0.626666666666667,0.0133333333333333,0,0,0.02,0,0,0.00666666666666667,0,0,0,0.0666666666666667,0,0.233333333333333,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0.06,0,0,0
"M3_3",0.14,0,0,0.0133333333333333,0.00666666666666667,0.04,0.0266666666666667,0.306666666666667,0.566666666666667,0.0133333333333333,0,0,0.12,0,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0.42,0,0,0,0.00666666666666667,0,0.00666666666666667,0,0,0,0,0,0,0.02,0.1,0,0,0
"M3_5",0,0,0,0,0.12,0.0133333333333333,0.0133333333333333,0.166666666666667,0.853333333333333,0.02,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0.113333333333333,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0,0,0.00666666666666667,0,0,0,0.353333333333333,0,0,0
"M3_7",0,0.06,0,0.0133333333333333,0.00666666666666667,0,0,0.293333333333333,0.106666666666667,0.04,0.08,0,0,0.0133333333333333,0,0,0,0,0.00666666666666667,0,0,0,0,0,0.0133333333333333,0.0933333333333333,0,0.00666666666666667,0.00666666666666667,0,0,0.0333333333333333,0,0.0266666666666667,0.00666666666666667,0.253333333333333,0.113333333333333,0,0
"M3_8",0.0466666666666667,0,0,0,0.173333333333333,0.06,0,0.34,0.54,0.0266666666666667,0.0133333333333333,0,0,0,0,0,0,0,0,0.0133333333333333,0.0133333333333333,0.326666666666667,0.00666666666666667,0,0,0,0,0.0333333333333333,0,0,0,0.0133333333333333,0,0,0,0.14,0.00666666666666667,0,0
"M4_2",0.0933333333333333,0,0,0.0333333333333333,0,0.0466666666666667,0.00666666666666667,0.22,0.466666666666667,0.00666666666666667,0,0,0.14,0,0,0,0.00666666666666667,0,0,0.0266666666666667,0,0.273333333333333,0,0,0.02,0.00666666666666667,0,0,0,0,0,0,0,0,0,0.273333333333333,0,0.02,0
"M4_3",0.0533333333333333,0,0,0,0.0866666666666667,0.00666666666666667,0,0.166666666666667,0.846666666666667,0.04,0,0,0.0266666666666667,0,0.00666666666666667,0,0.00666666666666667,0,0,0.0266666666666667,0,0.4,0.00666666666666667,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0.0933333333333333,0.00666666666666667,0.00666666666666667,0
"M4_4",0,0.02,0,0,0.00666666666666667,0,0,0.42,0.766666666666667,0.02,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0.106666666666667,0.00666666666666667,0,0.02,0,0,0.08,0.00666666666666667,0,0,0.0133333333333333,0,0,0,0.14,0.00666666666666667,0,0
"M4_5",0,0.0866666666666667,0,0,0,0,0,0.253333333333333,0.233333333333333,0.0466666666666667,0,0,0,0.02,0,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0,0,0,0.16,0,0.0666666666666667,0,0,0,0.00666666666666667,0,0,0,0.353333333333333,0.113333333333333,0,0
"M4_6",0.04,0,0,0.0133333333333333,0.126666666666667,0.04,0,0.3,0.44,0.0333333333333333,0,0,0.0466666666666667,0,0,0.00666666666666667,0,0,0,0.0266666666666667,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213333333333333,0,0,0
"M4_7",0.0533333333333333,0,0.00666666666666667,0,0.06,0.0133333333333333,0,0.266666666666667,0.413333333333333,0.0133333333333333,0,0,0.326666666666667,0,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0.186666666666667,0,0,0,0,0.00666666666666667,0.00666666666666667,0,0.00666666666666667,0,0,0,0,0,0.0266666666666667,0,0.00666666666666667,0
"M4_9",0,0,0.00666666666666667,0.233333333333333,0.0266666666666667,0.06,0,0.72,0.566666666666667,0.02,0,0,0,0,0,0.0133333333333333,0,0,0,0.0466666666666667,0,0.00666666666666667,0,0,0,0,0,0.113333333333333,0,0,0,0,0,0,0,0.06,0,0,0
