ident	Latitude	Longitude	y_proj	x_proj	comment	altitude
B2-1P	37.95226405	-109.930563	4201057.302	593956.8548	08-JUL-13 10:19:35AM	1880.931152
B2-2P	37.950184	-109.9139018	4200843.444	595423.3594	18-JUL-13 11:30:32AM	1881.411621
B2-4P	37.94839438	-109.9188675	4200639.8	594989.3756	24-MAY-13 11:20:21AM	1896.552246
B2-5P	37.97322594	-109.9285869	4203385.146	594103.7073	02-JUL-13 4:12:11PM	1876.124512
B2-6P	37.95640262	-109.9500612	4201497.012	592238.6049	06-JUN-13 4:55:32PM	1876.845459
B2-7P	37.95841101	-109.9269514	4201742.992	594266.2975	21-JUN-13 4:01:51PM	1865.790283
B2-8P	37.97283794	-109.9233295	4203347.422	594565.9768	14-MAY-13 3:40:44PM	1878.768066
B2-9P	37.94790052	-109.9194379	4200584.422	594939.8953	18-JUL-13 4:48:21PM	1894.38916
B3 1	37.97286007	-109.9269528	4203346.204	594247.7063	B3 1	
B3 10	37.94657081	-109.9162561	4200440.13	595221.1723	B3 10	
B3 2	37.9532807	-109.9224967	4201178.271	594664.2336	B3 2	
B3 3	37.95081331	-109.916488	4200910.624	595195.3264	B3 3	
B3 4	37.9567151	-109.92934	4201552.406	594058.6213	B3 4	
B3 5	37.94908086	-109.9164095	4200718.478	595204.4554	B3 5	
B3 6	37.9729687	-109.9296762	4203355.503	594008.3579	B3 6	
B3 7	37.97204459	-109.9299156	4203252.726	593988.5102	B3 7	
B3 8	37.95077853	-109.9221684	4200900.975	594696.291	B3 8	
B3 9	37.95163918	-109.9310338	4200987.494	593916.2858	B3 9	
B3-10P	37.94656788	-109.9162575	4200439.803	595221.0583	25-MAY-13 2:47:02PM	1895.59082
B3-1P	37.97279075	-109.9268705	4203338.596	594255.0245	03-JUL-13 2:44:39PM	1866.51123
B3-2P	37.95322965	-109.9226441	4201172.458	594651.353	18-JUL-13 8:29:20AM	1890.303711
B3-3P	37.95081642	-109.9164835	4200910.973	595195.7128	18-JUL-13 1:21:58PM	1877.806885
B3-4P	37.95672541	-109.9293485	4201553.541	594057.8645	24-JUN-13 1:44:52PM	1873.480713
B3-5P	37.94911698	-109.9164638	4200722.431	595199.644	24-MAY-13 3:53:08PM	1893.668213
B3-6P	37.97298965	-109.9296756	4203357.829	594008.3901	02-JUL-13 2:58:40PM	1867.953125
B3-7P	37.97203462	-109.9299323	4203251.603	593987.0578	03-JUL-13 11:02:38AM	1874.922607
B3-8P	37.9507849	-109.9221265	4200901.724	594699.965	23-MAY-13 11:59:25AM	1878.287354
B3-9P	37.95164337	-109.9310355	4200987.957	593916.1258	07-JUL-13 1:20:08PM	1874.922607
B4 1	37.97566893	-109.9284723	4203656.327	594110.6517	B4 1	
B4 10	37.97215574	-109.9199886	4203275.126	594860.3015	B4 10	
B4 2	37.95654503	-109.9315181	4201531.339	593867.4914	B4 2	
B4 3	37.97068077	-109.9295086	4203101.813	594026.0007	B4 3	
B4 4	37.97381409	-109.9224699	4203456.606	594640.2292	B4 4	
B4 5	37.95090535	-109.920356	4200916.89	594855.3667	B4 5	
B4 6	37.97508488	-109.9266185	4203593.399	594274.2205	B4 6	
B4 7	37.95113929	-109.9154842	4200947.819	595283.0931	B4 7	
B4 8	37.97120799	-109.9241883	4203165.697	594492.6342	B4 8	
B4 9	37.97233804	-109.9188951	4203296.469	594956.1138	B4 9	
B4-10P	37.97236076	-109.9201622	4203297.697	594844.7906	21-JUL-13 9:54:21AM	1889.582764
B4-1P	37.97565451	-109.92847	4203654.73	594110.8763	03-JUL-13 4:52:30PM	1888.140869
B4-2P	37.95653061	-109.9314951	4201529.762	593869.5274	24-JUN-13 12:12:18PM	1881.171387
B4-3P	37.97068781	-109.9295187	4203102.584	594025.1083	03-JUL-13 10:13:05AM	1877.566406
B4-4P	37.97382482	-109.9224593	4203457.808	594641.1431	03-JUL-13 5:21:21PM	1890.784424
B4-6P	37.97480383	-109.9264699	4203562.365	594287.6327	03-JUL-13 4:00:20PM	1880.690674
B4-7P	37.95116703	-109.91523	4200951.157	595305.3931	25-MAY-13 10:41:22AM	1877.566406
B4-8P	37.97145216	-109.9245831	4203192.389	594457.6523	05-JUL-13 8:27:49AM	1888.140869
B4-9P	37.97235045	-109.9188951	4203297.845	594956.0978	04-JUL-13 4:53:47PM	1891.505371
BLM CABIN	37.98107584	-109.8753468	4204311.295	598769.4321	BLM CABIN	1986.434814
Car	37.96042074	-109.9501542	4201942.753	592225.4059	05-AUG-13 8:29:14AM	1854.494873
CarR	37.94550673	-109.9218767	4200316.334	594728.6883	16-AUG-13 12:49:58AM	1891.986084
EX01	37.94656084	-109.7062758	4200674.446	613671.2457	EX01	2144.330078
EX02	37.96421288	-109.8858279	4202429.167	597871.3329	EX02	1935.004639
EX03	37.95008887	-109.9293119	4200817.215	594069.5463	EX03	1880.209961
IL1 1	37.95968682	-109.9473126	4201864.138	592475.9584	IL1 1	
IL1 10	37.95501508	-109.9258938	4201367.264	594363.5561	IL1 10	
IL1 2	37.95423984	-109.9382344	4201268.817	593280.3579	IL1 2	
IL1 3	37.98125102	-109.9399811	4204264.125	593092.7836	IL1 3	
IL1 4	37.97695186	-109.9341782	4203792.925	593607.8728	IL1 4	
IL1 5	37.98180917	-109.944768	4204321.279	592671.6796	IL1 5	
IL1 6	37.95535086	-109.9377342	4201392.592	593322.9002	IL1 6	
IL1 7	37.97289544	-109.9322942	4203344.735	593778.5106	IL1 7	
IL1 8	37.95914115	-109.9470932	4201803.812	592495.9202	IL1 8	
IL1 9	37.97048598	-109.9324963	4203077.186	593763.8183	IL1 9	
Il1-10P	37.9550274	-109.9258873	4201368.638	594364.1147	08-JUL-13 1:55:23PM	1878.287354
Il1-1P	37.95973132	-109.9475158	4201868.875	592458.0536	04-JUN-13 4:18:50PM	1871.077393
Il1-3P	37.98141028	-109.9400779	4204281.699	593084.0801	08-JUN-13 4:55:38PM	1885.016602
Il1-4P	37.97704339	-109.934215	4203803.043	593604.5248	09-JUN-13 4:04:07PM	1878.527832
Il1-5P	37.98181957	-109.9450736	4204322.128	592644.8276	07-JUN-13 3:13:06PM	1875.643555
Il1-8P	37.95914954	-109.9470815	4201804.754	592496.9333	04-JUN-13 2:30:09PM	1877.085938
Il1-9P	37.9703517	-109.9325325	4203062.251	593760.8086	02-JUL-13 11:03:09AM	1863.867676
IL2 1	37.96025192	-109.932076	4201942.079	593813.7623	IL2 1	
IL2 10	37.96001874	-109.9310015	4201917.289	593908.4503	IL2 10	
IL2 2	37.95572209	-109.9445524	4201426.973	592723.428	IL2 2	
IL2 3	37.95318372	-109.9167831	4201173.333	595166.3382	IL2 3	
IL2 4	37.98160516	-109.9441415	4204299.266	592726.9614	IL2 4	
IL2 5	37.95584581	-109.930114	4201455.172	593991.7325	IL2 5	
IL2 6	37.95510368	-109.9341297	4201368.783	593639.882	IL2 6	
IL2 7	37.9738358	-109.9371204	4203444.224	593353.4168	IL2 7	
IL2 8	37.95628351	-109.9402808	4201493.527	593097.9942	IL2 8	
IL2 9	37.97801678	-109.9323916	4203912.882	593763.4325	IL2 9	
Il2-10P	37.96001924	-109.9309682	4201917.378	593911.373	23-JUN-13 2:43:25PM	1873
Il2-1P	37.96023524	-109.9319236	4201940.382	593827.1702	23-JUN-13 3:47:46PM	1861.945068
Il2-2P	37.95583734	-109.9448631	4201439.452	592695.9855	05-JUN-13 1:34:06PM	1879.248779
Il2-3P	37.9531957	-109.9167747	4201174.671	595167.0592	18-JUL-13 10:03:15AM	1887.660156
IL2-4P	37.98176391	-109.9443617	4204316.662	592707.4164	07-JUN-13 5:08:44PM	1876.605225
IL2-5P	37.95583927	-109.9301061	4201454.455	593992.4404	24-JUN-13 2:49:32PM	1870.116211
Il2-7P	37.97387109	-109.9370997	4203448.16	593355.1832	09-JUN-13 8:11:44AM	1875.40332
Il2-8P	37.95643816	-109.9402539	4201510.713	593100.1627	05-JUN-13 4:42:28PM	1891.265137
Il2-9P	37.97811359	-109.9322413	4203923.775	593776.516	09-JUN-13 4:50:44PM	1868.674072
IL3 1	37.95414043	-109.921757	4201274.416	594728.1173	IL3 1	
IL3 10	37.97913401	-109.9438543	4204025.362	592755.2916	IL3 10	
IL3 2	37.95958607	-109.9457285	4201854.534	592615.2462	IL3 2	
IL3 3	37.98213774	-109.9456614	4204356.847	592592.8036	IL3 3	
IL3 4	37.94620897	-109.9217698	4200394.36	594737.1767	IL3 4	
IL3 5	37.97397427	-109.9321738	4203464.56	593787.7097	IL3 5	
IL3 6	37.9563022	-109.9421194	4201493.765	592936.4391	IL3 6	
IL3 7	37.95719471	-109.9471699	4201587.766	592491.6239	IL3 7	
IL3 8	37.97056912	-109.9329635	4203085.942	593722.6749	IL3 8	
IL3 9	37.98060947	-109.9446507	4204188.282	592683.4943	IL3 9	
Il3-10P	37.97926753	-109.9438768	4204040.155	592753.1507	08-JUN-13 1:21:48PM	1885.497314
Il3-1P	37.95414923	-109.9217653	4201275.384	594727.377	17-JUL-13 4:30:46PM	1887.660156
Il3-2P	37.95977667	-109.9457234	4201875.687	592615.4559	04-JUN-13 12:27:35PM	1884.776367
Il3-3P	37.98205535	-109.9456935	4204347.673	592590.0951	07-JUN-13 1:42:02PM	1875.884033
IL3-4P	37.94623009	-109.9217592	4200396.714	594738.0849	22-MAY-13 9:10:29AM	1905.924805
Il3-6P	37.9563095	-109.9421314	4201494.562	592935.3769	05-JUN-13 2:37:21PM	1889.342529
IL3-7P	37.95726713	-109.9469453	4201596.025	592511.2604	05-JUN-13 12:34:35PM	1884.776367
Il3-9P	37.98065356	-109.944813	4204193.012	592669.18	08-JUN-13 3:21:19PM	1877.806885
IL4 1	37.95734349	-109.9415606	4201609.859	592984.2204	IL4 1	
IL4 10	37.97941916	-109.9388496	4204062	593194.4702	IL4 10	
IL4 2	37.96816369	-109.9247727	4202827.32	594445.2122	IL4 2	
IL4 3	37.95491374	-109.9228403	4201359.118	594631.9529	IL4 3	
IL4 4	37.95700444	-109.9409975	4201572.802	593034.1171	IL4 4	
IL4 5	37.95923109	-109.9301612	4201830.742	593983.2723	IL4 5	
IL4 6	37.97761646	-109.9486163	4203852.248	592338.9657	IL4 6	
IL4 7	37.97262613	-109.9313003	4203315.855	593866.1462	IL4 7	
IL4 8	37.96950705	-109.9237234	4202977.439	594535.6542	IL4 8	
IL4 9	37.95728305	-109.9318555	4201612.887	593836.9058	IL4 9	
Il4-10P	37.97925353	-109.9387363	4204043.736	593204.6323	09-JUN-13 10:49:27AM	1895.831299
Il4-2P	37.96824114	-109.9247647	4202835.921	594445.8124	05-JUL-13 1:29:40PM	1867.953125
Il4-3P	37.95492447	-109.922852	4201360.297	594630.9082	17-JUL-13 3:27:26PM	1882.853516
Il4-4P	37.95706672	-109.941061	4201579.649	593028.4569	05-JUN-13 3:53:55PM	1893.668213
Il4-5P	37.95924844	-109.9301552	4201832.673	593983.7803	23-JUN-13 1:32:29PM	1870.837158
Il4-7P	37.97278027	-109.9312851	4203332.973	593867.2824	02-JUL-13 1:14:31PM	1869.154785
Il4-8P	37.96950722	-109.9237093	4202977.472	594536.8908	05-JUL-13 10:03:12AM	1885.497314
Il4-9P	37.95729588	-109.9318476	4201614.318	593837.5891	24-JUN-13 11:35:06AM	1888.381104
M1 1	37.94825231	-109.9263704	4200616.412	594330.3333	M1 1	
M1 10	37.95084039	-109.9331767	4200896.705	593729.0269	M1 10	
M1 2	37.94749894	-109.9268871	4200532.299	594285.9009	M1 2	
M1 3	37.94843151	-109.9292267	4200633.408	594079.1423	M1 3	
M1 4	37.94896611	-109.9296958	4200692.251	594037.2487	M1 4	
M1 5	37.95942773	-109.927362	4201855.389	594228.9317	M1 5	
M1 6	37.95011887	-109.9264233	4200823.465	594323.2995	M1 6	
M1 7	37.94750565	-109.9293	4200530.603	594073.8863	M1 7	
M1 8	37.95577155	-109.9190347	4201458.17	594965.1847	M1 8	
M1 9	37.95311742	-109.9304629	4201152.088	593964.5604	M1 9	
M1-10P	37.95085372	-109.9331961	4200898.164	593727.3015	06-JUL-13 2:16:32PM	1878.768066
M1-1P	37.94830117	-109.9263933	4200621.811	594328.2603	28-MAY-13 10:14:32AM	1890.784424
M1-2P	37.94755275	-109.9269675	4200538.188	594278.7621	27-MAY-13 4:36:51PM	1894.869873
M1-4P	37.94896795	-109.9296886	4200692.463	594037.8724	26-MAY-13 10:02:07AM	1888.381104
M1-5P	37.95943905	-109.9273559	4201856.65	594229.4547	22-JUN-13 2:57:21PM	1863.867676
M1-6P	37.95013195	-109.9264233	4200824.916	594323.2828	28-MAY-13 1:30:30PM	1894.629639
M1-7P	37.94750079	-109.9293084	4200530.056	594073.1561	08-JUL-13 5:06:52PM	1894.869873
M1-8P	37.95584883	-109.91891	4201466.872	594976.0425	19-JUN-13 10:53:52AM	1875.162842
M2 1	37.95657068	-109.9212631	4201544.569	594768.3831	M2 1	
M2 10	37.95232189	-109.927505	4201066.808	594225.4478	M2 10	
M2 2	37.95158286	-109.92876	4200983.539	594116.1272	M2 2	
M2 3	37.95943058	-109.9288413	4201854.209	594098.9704	M2 3	
M2 4	37.94903627	-109.9295132	4200700.219	594053.1991	M2 4	
M2 5	37.94966701	-109.9262431	4200773.51	594339.7109	M2 5	
M2 6	37.95896857	-109.9248254	4201807.011	594452.36	M2 6	
M2 7	37.95553794	-109.9177758	4201433.535	595076.0905	M2 7	
M2 8	37.94854668	-109.9291965	4200646.217	594081.6539	M2 8	
M2 9	37.94840201	-109.9282253	4200631.146	594167.1643	M2 9	
M2-10P	37.95237537	-109.9274837	4201072.763	594227.25	17-JUL-13 12:59:16PM	1883.814941
M2-1P	37.95659406	-109.9212695	4201547.157	594767.7934	19-JUN-13 4:07:06PM	1872.759766
M2-3P	37.95942748	-109.9288212	4201853.885	594100.7415	23-JUN-13 12:27:58PM	1864.10791
M2-5P	37.94963834	-109.9262644	4200770.308	594337.877	26-MAY-13 3:38:35PM	1892.707031
M2-6P	37.95896857	-109.9248354	4201807.001	594451.4764	21-JUN-13 1:04:22PM	1859.541748
M2-7P	37.95552076	-109.9177943	4201431.609	595074.4852	19-JUN-13 8:49:01AM	1873.240479
M2-8P	37.94855163	-109.9292061	4200646.756	594080.8007	06-JUL-13 3:34:39PM	1885.737549
M2-9P	37.94838424	-109.9282748	4200629.124	594162.8418	26-MAY-13 1:45:43PM	1894.869873
M3 1	37.95327013	-109.9296788	4201169.825	594033.2494	M3 1	
M3 2	37.95790298	-109.9253628	4201688.233	594406.5094	M3 2	
M3 3	37.95812233	-109.921671	4201716.32	594730.5579	M3 3	
M3 4	37.95763157	-109.9209389	4201662.612	594795.5023	M3 4	
M3 5	37.95774113	-109.9221275	4201673.558	594690.9452	M3 5	
M3 6	37.95698265	-109.9199719	4201591.594	594881.2915	M3 6	
M3 7	37.94853193	-109.9297149	4200644.056	594036.1231	M3 7	
M3 8	37.95912037	-109.9279123	4201820.728	594180.9831	M3 8	
M3-1P	37.95327491	-109.9297001	4201170.333	594031.3728	07-JUL-13 4:28:02PM	1875.40332
M3-2P	37.95791245	-109.9253478	4201689.299	594407.8154	21-JUN-13 11:22:33AM	1881.892334
M3-3P	37.95821177	-109.9216125	4201726.303	594735.5827	19-JUN-13 2:48:37PM	1871.79834
M3-5P	37.95772252	-109.9221397	4201671.481	594689.8941	19-JUN-13 2:52:05PM	1874.922607
M3-7P	37.94856981	-109.9296931	4200648.282	594037.9896	26-MAY-13 11:45:07AM	1891.024658
M3-8P	37.9589368	-109.927981	4201800.291	594175.1795	22-JUN-13 1:31:04PM	1867.712891
M4 1	37.9563701	-109.9195468	4201524.061	594919.4286	M4 1	
M4 10	37.95783961	-109.9204023	4201686.241	594842.3767	M4 10	
M4 2	37.95867244	-109.9256385	4201773.329	594381.3057	M4 2	
M4 3	37.95756854	-109.9231066	4201653.414	594605.1521	M4 3	
M4 4	37.95297266	-109.930843	4201135.644	593931.3486	M4 4	
M4 5	37.9490268	-109.9303023	4200698.372	593983.8819	M4 5	
M4 6	37.95990114	-109.9274688	4201907.808	594218.9457	M4 6	
M4 7	37.95788085	-109.9243221	4201686.833	594497.9643	M4 7	
M4 8	37.95233119	-109.9136214	4201081.975	595445.2221	M4 8	
M4 9	37.97700525	-109.9386428	4203794.369	593215.6917	M4 9	
M4-2P	37.95881325	-109.9256025	4201788.99	594384.2918	21-JUN-13 2:28:58PM	1866.270996
M4-3P	37.95754457	-109.9231026	4201650.758	594605.5363	20-JUN-13 3:01:36PM	1867.953125
M4-4P	37.95296805	-109.9308422	4201135.133	593931.4208	07-JUL-13 3:31:29PM	1879.729492
M4-5P	37.94902956	-109.9301663	4200698.816	593995.8235	26-MAY-13 8:16:22AM	1879.008301
M4-6P	37.95990927	-109.9274854	4201908.694	594217.4773	22-JUN-13 4:00:15PM	1858.820801
M4-7P	37.95788974	-109.9243976	4201687.742	594491.3183	20-JUN-13 4:32:09PM	1873
M4-9P	37.97703995	-109.9386222	4203798.24	593217.4588	09-JUN-13 9:30:56AM	1882.613281
NEAR D501	37.94703182	-109.8031788	4200612.891	605156.0841	NEAR D501	2176.053467
Pot06-24	37.95657495	-109.9313968	4201534.781	593878.1086	24-JUN-13 1:00:00PM	1878.527832
Ruins06-21	37.95798135	-109.9245892	4201697.713	594474.3751	21-JUN-13 11:18:44AM	1879.248779
W1	38.026563	-109.9059788	4209326.359	596019.8657	W1	
