type	ident	Latitude	Longitude	y_proj	x_proj	comment	display	symbol	dist	proximity	color	altitude	depth	temp	time	wpt_class	sub_class	attrib	link	state	country	city	address	zip	facility	crossroad	ete	dtype	model	filename	ltime	magvar	geoidheight	desc	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	dir
WAYPOINT	83P	37.97241088	-109.9444978	4203279.39	592706.2681	04-AUG-13 10:44:17AM		City (Small)				1873.240479																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 4:44			04-AUG-13 10:44:17AM								
WAYPOINT	84	37.95790784	-109.8888994	4201727	597608.896	84		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					84							
WAYPOINT	85	37.957777	-109.9331806	4201667	593718.8995	85		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					85							
WAYPOINT	86	37.95701928	-109.9095155	4201607.003	595798.9003	86		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					86							
WAYPOINT	86-1	37.971468	-109.9204101	4203199.029	594823.1956	03-AUG-13 12:42:02PM		City (Small)				1882.373047																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 6:42			03-AUG-13 12:42:02PM								
WAYPOINT	86-2	37.97140078	-109.920281	4203191.702	594834.6274	03-AUG-13 12:41:24PM		City (Small)				1882.373047																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 6:41			03-AUG-13 12:41:24PM								
WAYPOINT	86-3	37.97127991	-109.9201605	4203178.414	594845.3625	03-AUG-13 12:40:47PM		City (Small)				1883.574707																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 6:40			03-AUG-13 12:40:47PM								
WAYPOINT	86-4	37.97105704	-109.9204551	4203153.384	594819.7781	03-AUG-13 12:40:04PM		City (Small)				1883.574707																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 6:40			03-AUG-13 12:40:04PM								
WAYPOINT	86-5	37.97116986	-109.9205583	4203165.797	594810.5627	03-AUG-13 12:39:28PM		City (Small)				1882.373047																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 6:39			03-AUG-13 12:39:28PM								
WAYPOINT	86-6	37.97127622	-109.9206737	4203177.482	594800.2954	03-AUG-13 12:38:56PM		City (Small)				1880.931152																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 6:38			03-AUG-13 12:38:56PM								
WAYPOINT	86P	37.97130715	-109.9204323	4203181.159	594821.4516	03-AUG-13 12:27:05PM		City (Small)				1882.132568																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 6:27			03-AUG-13 12:27:05PM								
WAYPOINT	87	37.9557469	-109.927974	4201447	594178.898	87		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					87							
WAYPOINT	88	37.95500418	-109.9255945	4201367	594388.9002	88		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					88							
WAYPOINT	88-1	37.968621	-109.9023835	4202901.648	596410.2919	03-AUG-13 8:49:19AM		City (Small)				1921.786621																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 2:49			03-AUG-13 8:49:19AM								
WAYPOINT	88-2	37.96853048	-109.9022936	4202891.697	596418.3029	03-AUG-13 8:48:46AM		City (Small)				1924.189941																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 2:48			03-AUG-13 8:48:46AM								
WAYPOINT	88-3	37.96844834	-109.9021545	4202882.726	596430.6323	03-AUG-13 8:48:03AM		City (Small)				1928.996338																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 2:48			03-AUG-13 8:48:03AM								
WAYPOINT	88-4	37.96828891	-109.9024425	4202864.739	596405.543	03-AUG-13 8:46:31AM		City (Small)				1930.438477																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 2:46			03-AUG-13 8:46:31AM								
WAYPOINT	88-5	37.96835781	-109.9025459	4202872.277	596396.3675	03-AUG-13 8:50:26AM		City (Small)				1923.468994																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 2:50			03-AUG-13 8:50:26AM								
WAYPOINT	88-6	37.96845596	-109.9026371	4202883.073	596388.236	03-AUG-13 8:51:04AM		City (Small)				1920.104492																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 2:51			03-AUG-13 8:51:04AM								
WAYPOINT	88P	37.96845974	-109.9024042	4202883.733	596408.6843	03-AUG-13 8:30:37AM		City (Small)				1925.872314																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 2:30			03-AUG-13 8:30:37AM								
WAYPOINT	89	37.9535573	-109.9449654	4201187.007	592688.8932	89		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					89							
WAYPOINT	89-1	37.96814483	-109.9512618	4202799.332	592117.4887	04-AUG-13 2:37:16PM		City (Small)				1841.036377																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 8:37			04-AUG-13 2:37:16PM								
WAYPOINT	89-2	37.96808532	-109.9511555	4202792.834	592126.8989	04-AUG-13 2:36:33PM		City (Small)				1841.997803																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 8:36			04-AUG-13 2:36:33PM								
WAYPOINT	89-3	37.96799387	-109.9509998	4202782.842	592140.6928	04-AUG-13 2:35:51PM		City (Small)				1843.679932																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 8:35			04-AUG-13 2:35:51PM								
WAYPOINT	89-4	37.96776789	-109.9512222	4202757.548	592121.4423	04-AUG-13 2:34:09PM		City (Small)				1844.401123																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 8:34			04-AUG-13 2:34:09PM								
WAYPOINT	89-5	37.96785456	-109.9513471	4202767.041	592110.3637	04-AUG-13 2:33:12PM		City (Small)				1841.757324																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 8:33			04-AUG-13 2:33:12PM								
WAYPOINT	89-6	37.96794157	-109.9515056	4202776.538	592096.325	04-AUG-13 2:31:57PM		City (Small)				1838.633301																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 8:31			04-AUG-13 2:31:57PM								
WAYPOINT	89P	37.96796537	-109.9512951	4202779.388	592114.79	04-AUG-13 2:08:03PM		City (Small)				1841.276855																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 8:08			04-AUG-13 2:08:03PM								
WAYPOINT	9	38.01064133	-109.9387939	4207527.004	593158.8956	9		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					9							
WAYPOINT	90	37.9515992	-109.9477251	4200967.002	592448.894	90		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					90							
WAYPOINT	90-1	37.96633551	-109.8917333	4202659.138	597348.8112	02-AUG-13 3:49:37PM		City (Small)				1937.407959																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 9:49			02-AUG-13 3:49:37PM								
WAYPOINT	90-2	37.96643735	-109.8918345	4202670.332	597339.7898	02-AUG-13 3:49:12PM		City (Small)				1938.128906																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 9:49			02-AUG-13 3:49:12PM								
WAYPOINT	90-3	37.96652922	-109.8919894	4202680.363	597326.0548	02-AUG-13 3:48:31PM		City (Small)				1938.369141																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 9:48			02-AUG-13 3:48:31PM								
WAYPOINT	90-4	37.96676718	-109.8917618	4202707.005	597345.7378	02-AUG-13 3:47:42PM		City (Small)				1938.849854																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 9:47			02-AUG-13 3:47:42PM								
WAYPOINT	90-5	37.96667322	-109.8916214	4202696.726	597358.1945	02-AUG-13 3:47:13PM		City (Small)				1938.128906																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 9:47			02-AUG-13 3:47:13PM								
WAYPOINT	90-6	37.96657004	-109.8915141	4202685.389	597367.7551	02-AUG-13 3:46:45PM		City (Small)				1937.407959																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 9:46			02-AUG-13 3:46:45PM								
WAYPOINT	90P	37.96653743	-109.8917266	4202681.549	597349.1335	02-AUG-13 3:50:15PM		City (Small)				1937.888428																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 9:50			02-AUG-13 3:50:15PM								
WAYPOINT	91	37.95098975	-109.9501239	4200897.002	592238.8994	91		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					91							
WAYPOINT	91-1	37.96260623	-109.9118764	4202224.485	595584.2443	03-AUG-13 10:56:28AM		City (Small)				1913.855957																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 4:56			03-AUG-13 10:56:28AM								
WAYPOINT	91-2	37.96267446	-109.9120191	4202231.909	595571.6238	03-AUG-13 10:57:24AM		City (Small)				1914.817139																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 4:57			03-AUG-13 10:57:24AM								
WAYPOINT	91-3	37.96271939	-109.912163	4202236.746	595558.923	03-AUG-13 10:58:18AM		City (Small)				1914.576904																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 4:58			03-AUG-13 10:58:18AM								
WAYPOINT	91-4	37.96293623	-109.9120285	4202260.944	595570.4598	03-AUG-13 10:52:42AM		City (Small)				1916.018799																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 4:52			03-AUG-13 10:52:42AM								
WAYPOINT	91-5	37.96290924	-109.9118701	4202258.112	595584.4111	03-AUG-13 10:53:31AM		City (Small)				1914.817139																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 4:53			03-AUG-13 10:53:31AM								
WAYPOINT	91-6	37.962868	-109.9117506	4202253.658	595594.957	03-AUG-13 10:54:39AM		City (Small)				1914.33667																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 4:54			03-AUG-13 10:54:39AM								
WAYPOINT	92	37.95060963	-109.9083583	4200897.004	595908.8984	92		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					92							
WAYPOINT	92-1	37.96278619	-109.9362276	4202219.738	593444.8691	05-AUG-13 12:46:00PM		City (Small)				1851.370605																	garmin GPSMap60CSX Software Version 4.20		8/5/2013 6:46			05-AUG-13 12:46:00PM								
WAYPOINT	92-2	37.96266608	-109.9361211	4202206.518	593454.3799	05-AUG-13 12:46:29PM		City (Small)				1851.130371																	garmin GPSMap60CSX Software Version 4.20		8/5/2013 6:46			05-AUG-13 12:46:29PM								
WAYPOINT	92-3	37.96257639	-109.9359912	4202196.697	593465.9064	05-AUG-13 12:46:57PM		City (Small)				1850.649658																	garmin GPSMap60CSX Software Version 4.20		8/5/2013 6:46			05-AUG-13 12:46:57PM								
WAYPOINT	92-4	37.96240649	-109.9362765	4202177.559	593441.0576	05-AUG-13 12:47:44PM		City (Small)				1850.169189																	garmin GPSMap60CSX Software Version 4.20		8/5/2013 6:47			05-AUG-13 12:47:44PM								
WAYPOINT	92-5	37.96251915	-109.9363682	4202189.967	593432.8595	05-AUG-13 12:48:15PM		City (Small)				1849.447998																	garmin GPSMap60CSX Software Version 4.20		8/5/2013 6:48			05-AUG-13 12:48:15PM								
WAYPOINT	92-6	37.96260154	-109.9364678	4202199.009	593424.0003	05-AUG-13 12:48:54PM		City (Small)				1849.447998																	garmin GPSMap60CSX Software Version 4.20		8/5/2013 6:48			05-AUG-13 12:48:54PM								
WAYPOINT	92P	37.96259224	-109.9362715	4202198.174	593441.2639	05-AUG-13 12:45:13PM		City (Small)				1851.851318																	garmin GPSMap60CSX Software Version 4.20		8/5/2013 6:45			05-AUG-13 12:45:13PM								
WAYPOINT	93	37.95037536	-109.9025571	4200876.999	596418.8987	93		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					93							
WAYPOINT	93-1	37.96231278	-109.9403111	4202163.121	593086.7505	05-AUG-13 10:50:50AM		City (Small)				1864.828857																	garmin GPSMap60CSX Software Version 4.20		8/5/2013 4:50			05-AUG-13 10:50:50AM								
WAYPOINT	93-2	37.96215587	-109.940345	4202145.677	593083.9739	05-AUG-13 10:51:52AM		City (Small)				1867.472412																	garmin GPSMap60CSX Software Version 4.20		8/5/2013 4:51			05-AUG-13 10:51:52AM								
WAYPOINT	93-3	37.96204389	-109.9403498	4202133.247	593083.6882	05-AUG-13 10:52:48AM		City (Small)				1866.751465																	garmin GPSMap60CSX Software Version 4.20		8/5/2013 4:52			05-AUG-13 10:52:48AM								
WAYPOINT	93-4	37.96204833	-109.9407129	4202133.377	593051.7853	05-AUG-13 10:54:45AM		City (Small)				1866.270996																	garmin GPSMap60CSX Software Version 4.20		8/5/2013 4:54			05-AUG-13 10:54:45AM								
WAYPOINT	93-5	37.96218814	-109.940695	4202148.908	593053.1846	05-AUG-13 10:56:14AM		City (Small)				1863.867676																	garmin GPSMap60CSX Software Version 4.20		8/5/2013 4:56			05-AUG-13 10:56:14AM								
WAYPOINT	93-6	37.96231555	-109.9406895	4202163.05	593053.5097	05-AUG-13 10:57:56AM		City (Small)				1861.224121																	garmin GPSMap60CSX Software Version 4.20		8/5/2013 4:57			05-AUG-13 10:57:56AM								
WAYPOINT	94	37.94923978	-109.8967695	4200757.006	596928.8937	94		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					94							
WAYPOINT	94-1	37.96120335	-109.9445849	4202035.76	592712.7127	05-AUG-13 9:05:20AM		City (Small)				1904.48291																	garmin GPSMap60CSX Software Version 4.20		8/5/2013 3:05			05-AUG-13 9:05:20AM								
WAYPOINT	94-2	37.96117947	-109.944794	4202032.902	592694.3714	05-AUG-13 9:03:10AM		City (Small)				1904.723389																	garmin GPSMap60CSX Software Version 4.20		8/5/2013 3:03			05-AUG-13 9:03:10AM								
WAYPOINT	94-3	37.96120319	-109.9449455	4202035.383	592681.0288	05-AUG-13 9:04:04AM		City (Small)				1905.444336																	garmin GPSMap60CSX Software Version 4.20		8/5/2013 3:04			05-AUG-13 9:04:04AM								
WAYPOINT	94-4	37.9614994	-109.9449683	4202068.227	592678.6536	05-AUG-13 9:01:41AM		City (Small)				1906.165283																	garmin GPSMap60CSX Software Version 4.20		8/5/2013 3:01			05-AUG-13 9:01:41AM								
WAYPOINT	94-5	37.96150192	-109.9447985	4202068.675	592693.5685	05-AUG-13 9:00:34AM		City (Small)				1904.48291																	garmin GPSMap60CSX Software Version 4.20		8/5/2013 3:00			05-AUG-13 9:00:34AM								
WAYPOINT	94-6	37.96148415	-109.9446197	4202066.881	592709.304	05-AUG-13 8:59:56AM		City (Small)				1900.878174																	garmin GPSMap60CSX Software Version 4.20		8/5/2013 2:59			05-AUG-13 8:59:56AM								
WAYPOINT	95	37.94823035	-109.8948497	4200647.002	597098.8988	95		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					95							
WAYPOINT	95-1	37.95886396	-109.953659	4201767.197	591918.4964	04-AUG-13 4:32:10PM		City (Small)				1867.472412																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 10:32			04-AUG-13 4:32:10PM								
WAYPOINT	95-2	37.95899279	-109.9535176	4201781.631	591930.7579	04-AUG-13 4:32:37PM		City (Small)				1868.193604																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 10:32			04-AUG-13 4:32:37PM								
WAYPOINT	95-3	37.95905281	-109.9534401	4201788.366	591937.487	04-AUG-13 4:33:01PM		City (Small)				1869.875732																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 10:33			04-AUG-13 4:33:01PM								
WAYPOINT	95-4	37.9588679	-109.953151	4201768.135	591963.1142	04-AUG-13 4:33:42PM		City (Small)				1870.837158																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 10:33			04-AUG-13 4:33:42PM								
WAYPOINT	95-5	37.9587928	-109.9532725	4201759.682	591952.5308	04-AUG-13 4:34:10PM		City (Small)				1870.116211																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 10:34			04-AUG-13 4:34:10PM								
WAYPOINT	95-6	37.95869448	-109.9533757	4201748.671	591943.5889	04-AUG-13 4:34:37PM		City (Small)				1867.232178																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 10:34			04-AUG-13 4:34:37PM								
WAYPOINT	96	37.94701774	-109.8809828	4200527	598318.8994	96		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					96							
WAYPOINT	97	37.94702729	-109.9205892	4200487	594838.8987	97		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					97							
WAYPOINT	98	37.94640276	-109.9114935	4200427.003	595638.8963	98		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					98							
WAYPOINT	99	37.94433821	-109.8835272	4200227.007	598098.8988	99		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					99							
WAYPOINT	B1 1	37.94569474	-109.9200296	4200339.715	594889.7794	B1 1		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B1 1							
WAYPOINT	B1 10	37.95088925	-109.9204716	4200915.627	594844.2658	B1 10		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B1 10							
WAYPOINT	B1 2	37.95668677	-109.9300035	4201549.234	593999.3998	B1 2		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B1 2							
WAYPOINT	B1 3	37.96868647	-109.9186389	4202892.205	594982.3591	B1 3		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B1 3							
WAYPOINT	B1 4	37.94909176	-109.9227877	4200713.828	594643.074	B1 4		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B1 4							
WAYPOINT	B1 5	37.94969777	-109.9172258	4200786.734	595130.9707	B1 5		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B1 5							
WAYPOINT	B1 6	37.95631729	-109.9259221	4201512.365	594358.4347	B1 6		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B1 6							
WAYPOINT	B1 7	37.94910776	-109.9337918	4200704.482	593676.2141	B1 7		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B1 7							
WAYPOINT	B1 8	37.95161437	-109.9336542	4200982.743	593685.123	B1 8		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B1 8							
WAYPOINT	B1 9	37.94876654	-109.9151921	4200685.488	595310.8646	B1 9		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B1 9							
WAYPOINT	B1-10P	37.951032	-109.9207993	4200931.132	594815.2879	23-MAY-13 3:54:18PM		City (Small)				1886.939209																	garmin GPSMap60CSX Software Version 4.20		5/23/2013 9:54			23-MAY-13 3:54:18PM								
WAYPOINT	B1-1P	37.94569566	-109.920036	4200339.811	594889.2184	22-MAY-13 3:48:41PM		City (Small)				1895.831299																	garmin GPSMap60CSX Software Version 4.20		5/22/2013 9:48			22-MAY-13 3:48:41PM								
WAYPOINT	B1-2P	37.95677167	-109.9299263	4201558.733	594006.0809	24-JUN-13 1:04:13PM		City (Small)				1874.441895																	garmin GPSMap60CSX Software Version 4.20		6/24/2013 7:04			24-JUN-13 1:04:13PM								
WAYPOINT	B1-3P	37.96868655	-109.9186458	4202892.208	594981.7479	05-JUL-13 3:08:33PM		City (Small)				1877.085938																	garmin GPSMap60CSX Software Version 4.20		7/5/2013 9:08			05-JUL-13 3:08:33PM								
WAYPOINT	B1-4P	37.94908958	-109.9227854	4200713.589	594643.283	06-JUL-13 5:04:03PM		City (Small)				1885.737549																	garmin GPSMap60CSX Software Version 4.20		7/6/2013 11:04			06-JUL-13 5:04:03PM								
WAYPOINT	B1-5P	37.94971436	-109.917225	4200788.577	595131.0229	18-JUL-13 2:14:00PM		City (Small)				1882.853516																	garmin GPSMap60CSX Software Version 4.20		7/18/2013 8:14			18-JUL-13 2:14:00PM								
WAYPOINT	B1-6P	37.95630832	-109.9259306	4201511.361	594357.7024	08-JUL-13 12:42:44PM		City (Small)				1879.969727																	garmin GPSMap60CSX Software Version 4.20		7/8/2013 6:42			08-JUL-13 12:42:44PM								
WAYPOINT	B1-7P	37.94912294	-109.9337744	4200706.183	593677.7266	08-JUL-13 4:09:58PM		City (Small)				1891.745605																	garmin GPSMap60CSX Software Version 4.20		7/8/2013 10:09			08-JUL-13 4:09:58PM								
WAYPOINT	B1-8P	37.95164002	-109.9336629	4200985.58	593684.3245	25-JUN-13 2:40:22PM		City (Small)				1873.240479																	garmin GPSMap60CSX Software Version 4.20		6/25/2013 8:40			25-JUN-13 2:40:22PM								
WAYPOINT	B1-9P	37.94866327	-109.915291	4200673.929	595302.3005	18-JUL-13 3:37:44PM		City (Small)				1892.226318																	garmin GPSMap60CSX Software Version 4.20		7/18/2013 9:37			18-JUL-13 3:37:44PM								
WAYPOINT	B2 1	37.9522638	-109.9305259	4201057.952	593959.1437	B2 1		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B2 1							
WAYPOINT	B2 10	37.9534604	-109.9463831	4201174.846	592564.4596	B2 10		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B2 10							
WAYPOINT	B2 2	37.95018501	-109.9139145	4200844.183	595421.2798	B2 2		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B2 2							
WAYPOINT	B2 3	37.95177137	-109.9310621	4201002.773	593912.662	B2 3		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B2 3							
WAYPOINT	B2 4	37.94840553	-109.918867	4200641.678	594988.4391	B2 4		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B2 4							
WAYPOINT	B2 5	37.97322485	-109.9285731	4203385.681	594103.9572	B2 5		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B2 5							
WAYPOINT	B2 6	37.95640513	-109.950081	4201497.912	592235.8974	B2 6		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B2 6							
WAYPOINT	B2 7	37.95841168	-109.9269585	4201743.7	594264.7118	B2 7		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B2 7							
WAYPOINT	B2 8	37.97291153	-109.9233211	4203356.237	594565.6597	B2 8		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B2 8							
WAYPOINT	B2 9	37.94785501	-109.9193926	4200580.058	594942.9718	B2 9		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B2 9							
WAYPOINT	B2-10P	37.95355017	-109.9460994	4201185.088	592589.2741	07-JUN-13 8:17:55AM		City (Small)				1880.450439																	garmin GPSMap60CSX Software Version 4.20		6/7/2013 2:17			07-JUN-13 8:17:55AM								
WAYPOINT	B2-1P	37.95226405	-109.930563	4201057.943	593955.8884	08-JUL-13 10:19:35AM		City (Small)				1880.931152																	garmin GPSMap60CSX Software Version 4.20		7/8/2013 4:19			08-JUL-13 10:19:35AM								
WAYPOINT	B2-2P	37.950184	-109.9139018	4200844.085	595422.3932	18-JUL-13 11:30:32AM		City (Small)				1881.411621																	garmin GPSMap60CSX Software Version 4.20		7/18/2013 5:30			18-JUL-13 11:30:32AM								
WAYPOINT	B2-4P	37.94839438	-109.9188675	4200640.441	594988.4093	24-MAY-13 11:20:21AM		City (Small)				1896.552246																	garmin GPSMap60CSX Software Version 4.20		5/24/2013 5:20			24-MAY-13 11:20:21AM								
WAYPOINT	B2-5P	37.97322594	-109.9285869	4203385.787	594102.741	02-JUL-13 4:12:11PM		City (Small)				1876.124512																	garmin GPSMap60CSX Software Version 4.20		7/2/2013 10:12			02-JUL-13 4:12:11PM								
WAYPOINT	B2-6P	37.95640262	-109.9500612	4201497.653	592237.6383	06-JUN-13 4:55:32PM		City (Small)				1876.845459																	garmin GPSMap60CSX Software Version 4.20		6/6/2013 10:55			06-JUN-13 4:55:32PM								
WAYPOINT	B2-7P	37.95841101	-109.9269514	4201743.633	594265.3312	21-JUN-13 4:01:51PM		City (Small)				1865.790283																	garmin GPSMap60CSX Software Version 4.20		6/21/2013 10:01			21-JUN-13 4:01:51PM								
WAYPOINT	B2-8P	37.97283794	-109.9233295	4203348.063	594565.0105	14-MAY-13 3:40:44PM		City (Small)				1878.768066																	garmin GPSMap60CSX Software Version 4.20		5/14/2013 9:40			14-MAY-13 3:40:44PM								
WAYPOINT	B2-9P	37.94790052	-109.9194379	4200585.062	594938.929	18-JUL-13 4:48:21PM		City (Small)				1894.38916																	garmin GPSMap60CSX Software Version 4.20		7/18/2013 10:48			18-JUL-13 4:48:21PM								
WAYPOINT	B3 1	37.97286007	-109.9269528	4203346.845	594246.74	B3 1		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B3 1							
WAYPOINT	B3 10	37.94657081	-109.9162561	4200440.771	595220.2061	B3 10		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B3 10							
WAYPOINT	B3 2	37.9532807	-109.9224967	4201178.912	594663.2673	B3 2		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B3 2							
WAYPOINT	B3 3	37.95081331	-109.916488	4200911.265	595194.3602	B3 3		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B3 3							
WAYPOINT	B3 4	37.9567151	-109.92934	4201553.047	594057.6549	B3 4		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B3 4							
WAYPOINT	B3 5	37.94908086	-109.9164095	4200719.119	595203.4892	B3 5		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B3 5							
WAYPOINT	B3 6	37.9729687	-109.9296762	4203356.145	594007.3916	B3 6		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B3 6							
WAYPOINT	B3 7	37.97204459	-109.9299156	4203253.368	593987.5439	B3 7		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B3 7							
WAYPOINT	B3 8	37.95077853	-109.9221684	4200901.615	594695.3247	B3 8		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B3 8							
WAYPOINT	B3 9	37.95163918	-109.9310338	4200988.135	593915.3194	B3 9		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					B3 9							
WAYPOINT	B3-10P	37.94656788	-109.9162575	4200440.444	595220.092	25-MAY-13 2:47:02PM		City (Small)				1895.59082																	garmin GPSMap60CSX Software Version 4.20		5/25/2013 8:47			25-MAY-13 2:47:02PM								
WAYPOINT	B3-1P	37.97279075	-109.9268705	4203339.237	594254.0582	03-JUL-13 2:44:39PM		City (Small)				1866.51123																	garmin GPSMap60CSX Software Version 4.20		7/3/2013 8:44			03-JUL-13 2:44:39PM								
WAYPOINT	B3-2P	37.95322965	-109.9226441	4201173.098	594650.3868	18-JUL-13 8:29:20AM		City (Small)				1890.303711																	garmin GPSMap60CSX Software Version 4.20		7/18/2013 2:29			18-JUL-13 8:29:20AM								
WAYPOINT	B3-3P	37.95081642	-109.9164835	4200911.613	595194.7465	18-JUL-13 1:21:58PM		City (Small)				1877.806885																	garmin GPSMap60CSX Software Version 4.20		7/18/2013 7:21			18-JUL-13 1:21:58PM								
WAYPOINT	B3-4P	37.95672541	-109.9293485	4201554.182	594056.8981	24-JUN-13 1:44:52PM		City (Small)				1873.480713																	garmin GPSMap60CSX Software Version 4.20		6/24/2013 7:44			24-JUN-13 1:44:52PM								
WAYPOINT	B3-5P	37.94911698	-109.9164638	4200723.072	595198.6777	24-MAY-13 3:53:08PM		City (Small)				1893.668213																	garmin GPSMap60CSX Software Version 4.20		5/24/2013 9:53			24-MAY-13 3:53:08PM								
WAYPOINT	B3-6P	37.97298965	-109.9296756	4203358.47	594007.4238	02-JUL-13 2:58:40PM		City (Small)				1867.953125																	garmin GPSMap60CSX Software Version 4.20		7/2/2013 8:58			02-JUL-13 2:58:40PM								
WAYPOINT	B3-7P	37.97203462	-109.9299323	4203252.244	593986.0915	03-JUL-13 11:02:38AM		City (Small)				1874.922607																	garmin GPSMap60CSX Software Version 4.20		7/3/2013 5:02			03-JUL-13 11:02:38AM								
WAYPOINT	B3-8P	37.9507849	-109.9221265	4200902.365	594698.9987	23-MAY-13 11:59:25AM		City (Small)				1878.287354																	garmin GPSMap60CSX Software Version 4.20		5/23/2013 5:59			23-MAY-13 11:59:25AM								
WAYPOINT	B3-9P	37.95164337	-109.9310355	4200988.598	593915.1594	07-JUL-13 1:20:08PM		City (Small)				1874.922607																	garmin GPSMap60CSX Software Version 4.20		7/7/2013 7:20			07-JUL-13 1:20:08PM								
