type	ident	Latitude	Longitude	y_proj	x_proj	comment	display	symbol	dist	proximity	color	altitude	depth	temp	time	wpt_class	sub_class	attrib	link	state	country	city	address	zip	facility	crossroad	ete	dtype	model	filename	ltime	magvar	geoidheight	desc	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	dir
WAYPOINT	60	37.97261682	-109.9297781	4203316.999	593998.8954	60		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					60							
WAYPOINT	60-1	38.00495789	-109.8903727	4206945.982	597417.2449	02-AUG-13 10:14:46AM		City (Small)				1982.5896																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 4:14			02-AUG-13 10:14:46AM								
WAYPOINT	60-2	38.00491355	-109.8901863	4206941.257	597433.6625	02-AUG-13 10:15:20AM		City (Small)				1983.070313																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 4:15			02-AUG-13 10:15:20AM								
WAYPOINT	60-3	38.00488103	-109.8900125	4206937.83	597448.968	02-AUG-13 10:15:51AM		City (Small)				1983.79126																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 4:15			02-AUG-13 10:15:51AM								
WAYPOINT	60-4	38.00460376	-109.8900944	4206906.979	597442.1453	02-AUG-13 10:16:39AM		City (Small)				1983.551025																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 4:16			02-AUG-13 10:16:39AM								
WAYPOINT	60-5	38.00466067	-109.8902466	4206913.135	597428.7061	02-AUG-13 10:17:07AM		City (Small)				1983.310547																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 4:17			02-AUG-13 10:17:07AM								
WAYPOINT	60-6	38.00467785	-109.8904206	4206914.859	597413.4062	02-AUG-13 10:17:34AM		City (Small)				1982.829834																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 4:17			02-AUG-13 10:17:34AM								
WAYPOINT	61	37.9724802	-109.9445807	4203286.999	592698.8997	61		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					61							
WAYPOINT	61-1	38.00128947	-109.8893667	4206539.997	597510.4253	02-AUG-13 8:49:35AM		City (Small)				2009.746582																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 2:49			02-AUG-13 8:49:35AM								
WAYPOINT	61-2	38.00119216	-109.8894724	4206529.089	597501.2742	02-AUG-13 8:48:45AM		City (Small)				2010.948242																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 2:48			02-AUG-13 8:48:45AM								
WAYPOINT	61-3	38.00109417	-109.8896205	4206518.062	597488.4	02-AUG-13 8:47:57AM		City (Small)				2011.669434																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 2:47			02-AUG-13 8:47:57AM								
WAYPOINT	61-4	38.00127531	-109.8898956	4206537.871	597463.9996	02-AUG-13 8:46:20AM		City (Small)				2013.351563																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 2:46			02-AUG-13 8:46:20AM								
WAYPOINT	61-5	38.00137572	-109.8897921	4206549.122	597472.9554	02-AUG-13 8:45:15AM		City (Small)				2011.669434																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 2:45			02-AUG-13 8:45:15AM								
WAYPOINT	61-6	38.00148292	-109.8896396	4206561.176	597486.2074	02-AUG-13 8:44:36AM		City (Small)				2010.948242																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 2:44			02-AUG-13 8:44:36AM								
WAYPOINT	62	37.97182683	-109.8741169	4203287	598888.897	62		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					62							
WAYPOINT	63	37.97163354	-109.9207982	4203217.002	594788.8955	63		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					63							
WAYPOINT	63-1	38.00099568	-109.9040885	4206492.074	596218.238	01-AUG-13 3:06:28PM		City (Small)				1996.047852																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 9:06			01-AUG-13 3:06:28PM								
WAYPOINT	63-2	38.0008568	-109.9041086	4206476.642	596216.6533	01-AUG-13 3:07:26PM		City (Small)				1996.528564																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 9:07			01-AUG-13 3:07:26PM								
WAYPOINT	63-3	38.00073191	-109.904104	4206462.79	596217.2213	01-AUG-13 3:08:07PM		City (Small)				1999.172119																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 9:08			01-AUG-13 3:08:07PM								
WAYPOINT	63-4	38.00073559	-109.9044376	4206462.854	596187.9263	01-AUG-13 3:09:20PM		City (Small)				1999.652832																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 9:09			01-AUG-13 3:09:20PM								
WAYPOINT	63-5	38.00085596	-109.9044305	4206476.217	596188.3872	01-AUG-13 3:10:00PM		City (Small)				1997.730225																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 9:10			01-AUG-13 3:10:00PM								
WAYPOINT	63-6	38.00097255	-109.9044263	4206489.158	596188.6029	01-AUG-13 3:10:38PM		City (Small)				1996.28833																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 9:10			01-AUG-13 3:10:38PM								
WAYPOINT	64	37.97135803	-109.920233	4203187.007	594838.8936	64		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					64							
WAYPOINT	64-1	37.99819345	-109.8687962	4206218.228	599320.6847	30-JUL-13 1:25:58PM		City (Small)				1991.241455																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 7:25			30-JUL-13 1:25:58PM								
WAYPOINT	64-2	37.9983082	-109.8689319	4206230.815	599308.6147	30-JUL-13 1:26:28PM		City (Small)				1991.721924																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 7:26			30-JUL-13 1:26:28PM								
WAYPOINT	64-3	37.9983724	-109.8690654	4206237.797	599296.8116	30-JUL-13 1:27:13PM		City (Small)				1993.164063																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 7:27			30-JUL-13 1:27:13PM								
WAYPOINT	64-4	37.99858438	-109.8688136	4206261.586	599318.6266	30-JUL-13 1:28:01PM		City (Small)				1992.923584																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 7:28			30-JUL-13 1:28:01PM								
WAYPOINT	64-5	37.9984895	-109.8687119	4206251.166	599327.6891	30-JUL-13 1:28:47PM		City (Small)				1992.443115																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 7:28			30-JUL-13 1:28:47PM								
WAYPOINT	64-6	37.9983931	-109.8685885	4206240.603	599338.6525	30-JUL-13 1:29:18PM		City (Small)				1991.721924																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 7:29			30-JUL-13 1:29:18PM								
WAYPOINT	64P	37.99835874	-109.8687939	4206236.57	599320.6604	30-JUL-13 1:13:26PM		City (Small)				1992.923584																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 7:13			30-JUL-13 1:13:26PM								
WAYPOINT	65	37.96984887	-109.8559317	4203087.002	600488.894	65		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					65							
WAYPOINT	65-1	37.99629754	-109.9023506	4205972.581	596376.9677	01-AUG-13 12:58:35PM		City (Small)				2007.58374																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 6:58			01-AUG-13 12:58:35PM								
WAYPOINT	65-2	37.9961781	-109.902307	4205959.373	596380.9585	01-AUG-13 12:59:37PM		City (Small)				2008.7854																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 6:59			01-AUG-13 12:59:37PM								
WAYPOINT	65-3	37.99602572	-109.9022309	4205942.544	596387.8407	01-AUG-13 1:00:47PM		City (Small)				2008.7854																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 7:00			01-AUG-13 1:00:47PM								
WAYPOINT	65-4	37.99602136	-109.9025969	4205941.681	596355.7061	01-AUG-13 1:02:22PM		City (Small)				2009.746582																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 7:02			01-AUG-13 1:02:22PM								
WAYPOINT	65-5	37.99613259	-109.9026169	4205954.002	596353.8089	01-AUG-13 1:03:13PM		City (Small)				2008.545166																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 7:03			01-AUG-13 1:03:13PM								
WAYPOINT	65-6	37.99627692	-109.9026612	4205969.971	596349.7267	01-AUG-13 1:04:00PM		City (Small)				2006.862793																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 7:04			01-AUG-13 1:04:00PM								
WAYPOINT	66	37.96974041	-109.8633333	4203067.005	599838.8991	66		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					66							
WAYPOINT	66-1	37.99571316	-109.8747731	4205936.659	598799.2202	30-JUL-13 2:51:41PM		City (Small)				2008.545166																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 8:51			30-JUL-13 2:51:41PM								
WAYPOINT	66-2	37.99585355	-109.8746282	4205952.391	598811.757	30-JUL-13 2:52:40PM		City (Small)				2010.467773																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 8:52			30-JUL-13 2:52:40PM								
WAYPOINT	66-3	37.99595573	-109.8745442	4205963.817	598818.9945	30-JUL-13 2:53:15PM		City (Small)				2010.948242																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 8:53			30-JUL-13 2:53:15PM								
WAYPOINT	66-4	37.99583486	-109.8742252	4205950.745	598847.1683	30-JUL-13 2:55:24PM		City (Small)				2010.467773																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 8:55			30-JUL-13 2:55:24PM								
WAYPOINT	66-5	37.99573118	-109.8743532	4205939.104	598836.0616	30-JUL-13 2:56:10PM		City (Small)				2010.227295																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 8:56			30-JUL-13 2:56:10PM								
WAYPOINT	66-6	37.99561827	-109.8743993	4205926.528	598832.1725	30-JUL-13 2:57:12PM		City (Small)				2009.506348																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 8:57			30-JUL-13 2:57:12PM								
WAYPOINT	67	37.9696529	-109.9408642	4202976.999	593028.8982	67		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					67							
WAYPOINT	67-1	37.99336614	-109.8641183	4205687.606	599737.9628	30-JUL-13 4:35:46PM		City (Small)				2003.97876																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 10:35			30-JUL-13 4:35:46PM								
WAYPOINT	67-2	37.9934891	-109.864034	4205701.34	599745.1932	30-JUL-13 4:36:38PM		City (Small)				2005.661133																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 10:36			30-JUL-13 4:36:38PM								
WAYPOINT	67-3	37.99359044	-109.8639443	4205712.68	599752.9386	30-JUL-13 4:37:13PM		City (Small)				2006.38208																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 10:37			30-JUL-13 4:37:13PM								
WAYPOINT	67-4	37.99345801	-109.8636154	4205698.338	599781.9917	30-JUL-13 4:37:52PM		City (Small)				2006.38208																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 10:37			30-JUL-13 4:37:52PM								
WAYPOINT	67-5	37.99335105	-109.8637092	4205686.37	599773.9006	30-JUL-13 4:38:17PM		City (Small)				2004.699951																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 10:38			30-JUL-13 4:38:17PM								
WAYPOINT	67-6	37.99324871	-109.8637877	4205674.931	599767.1501	30-JUL-13 4:38:48PM		City (Small)				2003.97876																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 10:38			30-JUL-13 4:38:48PM								
WAYPOINT	68	37.9688619	-109.8750729	4202957.006	598808.8978	68		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					68							
WAYPOINT	68-1	37.98845585	-109.8686813	4205137.894	599343.9089	02-AUG-13 2:08:49PM		City (Small)				1985.954102																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 8:08			02-AUG-13 2:08:49PM								
WAYPOINT	68-2	37.98835326	-109.8685803	4205126.618	599352.9168	02-AUG-13 2:08:07PM		City (Small)				1986.434814																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 8:08			02-AUG-13 2:08:07PM								
WAYPOINT	68-3	37.9882401	-109.8684531	4205114.198	599364.2355	02-AUG-13 2:07:35PM		City (Small)				1985.713867																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 8:07			02-AUG-13 2:07:35PM								
WAYPOINT	68-4	37.98809216	-109.8687832	4205097.431	599335.4489	02-AUG-13 2:06:56PM		City (Small)				1985.713867																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 8:06			02-AUG-13 2:06:56PM								
WAYPOINT	68-5	37.9882132	-109.8688615	4205110.777	599328.4109	02-AUG-13 2:06:27PM		City (Small)				1985.473633																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 8:06			02-AUG-13 2:06:27PM								
WAYPOINT	68-6	37.98832644	-109.8689338	4205123.265	599321.9133	02-AUG-13 2:05:38PM		City (Small)				1985.233154																	garmin GPSMap60CSX Software Version 4.20		8/2/2013 8:05			02-AUG-13 2:05:38PM								
WAYPOINT	69	37.96830794	-109.9022902	4202867.008	596418.8959	69		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					69							
WAYPOINT	69-1	37.98777038	-109.8823502	4205047.334	598144.4797	01-AUG-13 10:15:25AM		City (Small)				1986.434814																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 4:15			01-AUG-13 10:15:25AM								
WAYPOINT	69-2	37.98780257	-109.8824899	4205050.758	598132.174	01-AUG-13 10:10:34AM		City (Small)				1989.078369																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 4:10			01-AUG-13 10:10:34AM								
WAYPOINT	69-3	37.98784968	-109.8826288	4205055.839	598119.9146	01-AUG-13 10:11:17AM		City (Small)				1988.5979																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 4:11			01-AUG-13 10:11:17AM								
WAYPOINT	69-4	37.98812485	-109.8825551	4205086.449	598126.0181	01-AUG-13 10:12:18AM		City (Small)				1988.117188																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 4:12			01-AUG-13 10:12:18AM								
WAYPOINT	69-5	37.98808672	-109.882419	4205082.361	598138.0225	01-AUG-13 10:13:07AM		City (Small)				1985.954102																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 4:13			01-AUG-13 10:13:07AM								
WAYPOINT	69-6	37.9880547	-109.882239	4205078.998	598153.8685	01-AUG-13 10:13:57AM		City (Small)				1985.473633																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 4:13			01-AUG-13 10:13:57AM								
WAYPOINT	7	38.01318959	-109.9315805	4207817	593788.8991	7		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					7							
WAYPOINT	70	37.96803461	-109.9513612	4202787.004	592108.8944	70		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					70							
WAYPOINT	70-1	37.98780475	-109.8783973	4205055.323	598491.5621	01-AUG-13 8:22:46AM		City (Small)				1982.108887																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 2:22			01-AUG-13 8:22:46AM								
WAYPOINT	70-2	37.98777063	-109.8782486	4205051.695	598504.6729	01-AUG-13 8:22:13AM		City (Small)				1983.551025																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 2:22			01-AUG-13 8:22:13AM								
WAYPOINT	70-3	37.98772303	-109.87806	4205046.612	598521.2981	01-AUG-13 8:21:40AM		City (Small)				1984.031494																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 2:21			01-AUG-13 8:21:40AM								
WAYPOINT	70-4	37.9874403	-109.8781509	4205015.146	598513.6898	01-AUG-13 8:20:29AM		City (Small)				1984.512207																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 2:20			01-AUG-13 8:20:29AM								
WAYPOINT	70-5	37.9875108	-109.8783035	4205022.806	598500.1918	01-AUG-13 8:19:56AM		City (Small)				1984.512207																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 2:19			01-AUG-13 8:19:56AM								
WAYPOINT	70-6	37.98756192	-109.8784504	4205028.324	598487.2275	01-AUG-13 8:18:23AM		City (Small)				1983.79126																	garmin GPSMap60CSX Software Version 4.20		8/1/2013 2:18			01-AUG-13 8:18:23AM								
WAYPOINT	71	37.96667883	-109.8919548	4202697	597328.898	71		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					71							
WAYPOINT	72	37.96621397	-109.9594699	4202577.004	591398.8956	72		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					72							
WAYPOINT	73	37.96381851	-109.9535841	4202317.006	591918.8953	73		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					73							
WAYPOINT	73-1	37.98166534	-109.8675134	4204385.685	599455.6309	30-JUL-13 12:17:42PM		City (Small)				1984.752686																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 6:17			30-JUL-13 12:17:42PM								
WAYPOINT	73-2	37.98155109	-109.8674472	4204373.08	599461.6005	30-JUL-13 12:18:35PM		City (Small)				1986.915527																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 6:18			30-JUL-13 12:18:35PM								
WAYPOINT	73-3	37.98142579	-109.8673905	4204359.236	599466.7533	30-JUL-13 12:19:10PM		City (Small)				1988.357422																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 6:19			30-JUL-13 12:19:10PM								
WAYPOINT	73-4	37.98130106	-109.8677036	4204345.063	599439.4199	30-JUL-13 12:20:00PM		City (Small)				1987.636475																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 6:20			30-JUL-13 12:20:00PM								
WAYPOINT	73-5	37.98141548	-109.8677486	4204357.71	599435.3198	30-JUL-13 12:20:31PM		City (Small)				1987.155762																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 6:20			30-JUL-13 12:20:31PM								
WAYPOINT	73-6	37.9815438	-109.8678192	4204371.873	599428.9411	30-JUL-13 12:21:04PM		City (Small)				1986.915527																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 6:21			30-JUL-13 12:21:04PM								
WAYPOINT	74	37.96337142	-109.9142027	4202307.002	595378.8976	74		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					74							
WAYPOINT	75	37.96344082	-109.9516542	4202277.006	592088.9002	75		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					75							
WAYPOINT	76	37.96280975	-109.9119343	4202247.006	595578.9	76		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					76							
WAYPOINT	76-1	37.98163894	-109.9372921	4204310.5	593327.4827	03-AUG-13 3:52:48PM		City (Small)				1898.234375																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 9:52			03-AUG-13 3:52:48PM								
WAYPOINT	76-2	37.98171421	-109.937164	4204318.981	593338.6426	03-AUG-13 3:53:43PM		City (Small)				1899.195801																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 9:53			03-AUG-13 3:53:43PM								
WAYPOINT	76-3	37.98183893	-109.9370697	4204332.914	593346.7587	03-AUG-13 3:54:38PM		City (Small)				1899.436035																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 9:54			03-AUG-13 3:54:38PM								
WAYPOINT	76-4	37.98169744	-109.9367848	4204317.501	593371.9587	03-AUG-13 3:47:10PM		City (Small)				1895.59082																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 9:47			03-AUG-13 3:47:10PM								
WAYPOINT	76-5	37.98157557	-109.9369016	4204303.861	593361.859	03-AUG-13 3:49:26PM		City (Small)				1898.234375																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 9:49			03-AUG-13 3:49:26PM								
WAYPOINT	76-6	37.98146585	-109.9370283	4204291.56	593350.8751	03-AUG-13 3:50:19PM		City (Small)				1897.753906																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 9:50			03-AUG-13 3:50:19PM								
WAYPOINT	77	37.96239861	-109.9359596	4202177.003	593468.9003	77		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					77							
WAYPOINT	77-1	37.97944481	-109.8625519	4204144.614	599894.3846	30-JUL-13 10:29:11AM		City (Small)				2020.801758																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 4:29			30-JUL-13 10:29:11AM								
WAYPOINT	77-2	37.9792889	-109.8625433	4204127.325	599895.3468	30-JUL-13 10:29:57AM		City (Small)				2021.522705																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 4:29			30-JUL-13 10:29:57AM								
WAYPOINT	77-3	37.97915001	-109.8625153	4204111.944	599897.9938	30-JUL-13 10:30:30AM		City (Small)				2022.9646																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 4:30			30-JUL-13 10:30:30AM								
WAYPOINT	77-4	37.97912948	-109.8628643	4204109.291	599867.3757	30-JUL-13 10:31:18AM		City (Small)				2023.445313																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 4:31			30-JUL-13 10:31:18AM								
WAYPOINT	77-5	37.97924615	-109.8628707	4204122.23	599866.6507	30-JUL-13 10:31:55AM		City (Small)				2022.243652																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 4:31			30-JUL-13 10:31:55AM								
WAYPOINT	77-6	37.9793868	-109.8628786	4204137.828	599865.7681	30-JUL-13 10:32:31AM		City (Small)				2021.522705																	garmin GPSMap60CSX Software Version 4.20		7/30/2013 4:32			30-JUL-13 10:32:31AM								
WAYPOINT	78	37.96216937	-109.9405164	4202147.003	593068.8991	78		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					78							
WAYPOINT	79	37.96130612	-109.9447407	4202047.007	592698.8952	79		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					79							
WAYPOINT	79-1	37.97491673	-109.9498888	4203552.076	592229.621	04-AUG-13 9:40:28AM		City (Small)				1863.146729																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 3:40			04-AUG-13 9:40:28AM								
WAYPOINT	79-2	37.97497029	-109.9497311	4203558.175	592243.4017	04-AUG-13 9:41:19AM		City (Small)				1864.348389																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 3:41			04-AUG-13 9:41:19AM								
WAYPOINT	79-3	37.97508094	-109.9496092	4203570.572	592253.9674	04-AUG-13 9:42:00AM		City (Small)				1864.10791																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 3:42			04-AUG-13 9:42:00AM								
WAYPOINT	79-4	37.97486267	-109.949401	4203546.561	592272.5276	04-AUG-13 9:38:57AM		City (Small)				1866.51123																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 3:38			04-AUG-13 9:38:57AM								
WAYPOINT	79-5	37.97481271	-109.9495159	4203540.904	592262.5043	04-AUG-13 9:37:47AM		City (Small)				1865.30957																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 3:37			04-AUG-13 9:37:47AM								
WAYPOINT	79-6	37.97469386	-109.9496756	4203527.558	592248.6213	04-AUG-13 9:36:54AM		City (Small)				1864.10791																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 3:36			04-AUG-13 9:36:54AM								
WAYPOINT	8	38.01284988	-109.9338637	4207777.007	593588.8969	8		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					8							
WAYPOINT	80	37.95951909	-109.9364565	4201857.005	593428.9	80		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					80							
WAYPOINT	80-1	37.97449764	-109.9371297	4203518.291	593350.7949	04-AUG-13 12:47:47PM		City (Small)				1871.79834																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 6:47			04-AUG-13 12:47:47PM								
WAYPOINT	80-2	37.97459772	-109.9372229	4203529.302	593342.4818	04-AUG-13 12:47:17PM		City (Small)				1872.759766																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 6:47			04-AUG-13 12:47:17PM								
WAYPOINT	80-3	37.97473954	-109.9373188	4203544.942	593333.8801	04-AUG-13 12:46:47PM		City (Small)				1873.720947																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 6:46			04-AUG-13 12:46:47PM								
WAYPOINT	80-4	37.97488346	-109.9369907	4203561.239	593362.5123	04-AUG-13 12:46:06PM		City (Small)				1874.20166																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 6:46			04-AUG-13 12:46:06PM								
WAYPOINT	80-5	37.97477759	-109.9369035	4203549.581	593370.3028	04-AUG-13 12:45:33PM		City (Small)				1873																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 6:45			04-AUG-13 12:45:33PM								
WAYPOINT	80-6	37.97464063	-109.9368206	4203534.467	593377.7573	04-AUG-13 12:45:07PM		City (Small)				1873																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 6:45			04-AUG-13 12:45:07PM								
WAYPOINT	81	37.95933595	-109.9262144	4201847.007	594328.8958	81		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					81							
WAYPOINT	82	37.95873991	-109.9104007	4201797.008	595718.8988	82		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					82							
WAYPOINT	82-1	37.97275529	-109.9294547	4203332.69	594027.1219	03-AUG-13 2:14:18PM		City (Small)				1873.480713																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 8:14			03-AUG-13 2:14:18PM								
WAYPOINT	82-2	37.97269637	-109.9295707	4203326.035	594017.0079	03-AUG-13 2:14:44PM		City (Small)				1874.922607																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 8:14			03-AUG-13 2:14:44PM								
WAYPOINT	82-3	37.97261917	-109.9297347	4203317.303	594002.706	03-AUG-13 2:15:12PM		City (Small)				1875.40332																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 8:15			03-AUG-13 2:15:12PM								
WAYPOINT	82-4	37.97284196	-109.9299148	4203341.842	593986.6007	03-AUG-13 2:16:02PM		City (Small)				1876.364746																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 8:16			03-AUG-13 2:16:02PM								
WAYPOINT	82-5	37.97290684	-109.9297383	4203349.218	594002.0226	03-AUG-13 2:16:30PM		City (Small)				1876.364746																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 8:16			03-AUG-13 2:16:30PM								
WAYPOINT	82-6	37.97297121	-109.9295916	4203356.509	594014.8241	03-AUG-13 2:16:56PM		City (Small)				1876.845459																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 8:16			03-AUG-13 2:16:56PM								
WAYPOINT	82P	37.97278974	-109.9296285	4203336.337	594011.8163	03-AUG-13 2:01:08PM		City (Small)				1873.961426																	garmin GPSMap60CSX Software Version 4.20		8/3/2013 8:01			03-AUG-13 2:01:08PM								
WAYPOINT	83	37.95886019	-109.9534268	4201767.007	591938.8979	83		Flag	 Blue																					garmin GPSMap60CSX Software Version 4.20					83							
WAYPOINT	83-1	37.97227124	-109.9445024	4203263.891	592706.0388	04-AUG-13 11:00:53AM		City (Small)				1873																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 5:00			04-AUG-13 11:00:53AM								
WAYPOINT	83-2	37.97235447	-109.9446133	4203273.016	592696.1941	04-AUG-13 11:00:23AM		City (Small)				1874.441895																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 5:00			04-AUG-13 11:00:23AM								
WAYPOINT	83-3	37.97245547	-109.9447409	4203284.096	592684.8544	04-AUG-13 10:59:48AM		City (Small)				1875.162842																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 4:59			04-AUG-13 10:59:48AM								
WAYPOINT	83-4	37.97266728	-109.9444841	4203307.853	592707.1457	04-AUG-13 10:58:57AM		City (Small)				1874.682373																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 4:58			04-AUG-13 10:58:57AM								
WAYPOINT	83-5	37.97257667	-109.9443838	4203297.899	592716.0721	04-AUG-13 10:58:27AM		City (Small)				1872.759766																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 4:58			04-AUG-13 10:58:27AM								
WAYPOINT	83-6	37.9724595	-109.9442017	4203285.079	592732.2101	04-AUG-13 10:57:59AM		City (Small)				1872.038818																	garmin GPSMap60CSX Software Version 4.20		8/4/2013 4:57			04-AUG-13 10:57:59AM								
