"id","Elevation","Aspect","Slope","SlopeShape","CarbonateStage","BioticCrustClass","PedonDepth","Depth200","H1.DryRed","H1.DryValue","H1.DryCClass","H1.MoistRed","H1.MoistValue","H1.MoistCClass","H1.Texture","H1.SandPercent","H1.SandSize","H1.ClayPercent","H1.pH","H1.EfferScale","H1.Depth","H1.DryHue","H1.MoistHue","H1.DryChroma","H1.MoistChroma","H1.Effervescence","H1.DWA_AWC","Tot.DryRed","Tot.DryHue","Tot.DryValue","Tot.DryCClass","Tot.DryChroma","Tot.MoistRed","Tot.MoistHue","Tot.MoistValue","Tot.MoistCClass","Tot.MoistChroma","Tot.Texture","Tot.SandSize","Tot.Effervescence","Tot.EfferScale","Sub.DryRed","Sub.DryHue","Sub.DryValue","Sub.DryCClass","Sub.DryChroma","Sub.MoistRed","Sub.MoistHue","Sub.MoistValue","Sub.MoistCClass","Sub.MoistChroma","Sub.Texture","Sub.SandSize","Sub.Effervescence","Sub.EfferScale","AWC.0.25","AWC.0.50","AWC.0.100","AWC.0.150","AWC.0.200","AWC.25.50","AWC.50.100","AWC.100.150","AWC.150.200","DWAClay","DWASand","DWApH","SubDWAClay","SubDWASand","SubDWApH","SubAWC"
"46",1893.427979,327,1,"LL",1,2,99,0,"2",6,"2","2",4,"2","SL",75,"VF",6,8,"4",5,"7.5YR","7.5YR","4",3,"VE",0.383796855808081,"2","7.5YR","8","2","4","2","7.5YR","4","2","4","LS","F","VE","4","2","7.5YR","8","2","4","2","7.5YR","4","2","4","LS","F","VE","4",3.554037949,2.9800649603,1.64146317817172,1.64146317817172,1.64146317817172,2.4060919716,0.275542992326531,NA,NA,4.09090909090909,89.3030303030303,8.18989898989899,3.98936170212766,90.063829787234,8.2,1.32456346717021
"47",1909.289795,150,5,"VV",0,2,150,0,"1",6,"3","1",3,"2","SL",75,"VF",7,8.1,"3",6,"10YR","10YR","6",4,"ST",0.31073276564,"1","10YR","6","3","6","1","10YR","4","3","6","SL","VF","VE","4","1","10YR","6","3","6","1","10YR","4","3","6","SL","VF","VE","4",7.89807784816,7.91856606508,7.92881017354,7.82311949921333,7.82311949921333,7.939054282,7.939054282,7.61173815056,NA,8.56666666666667,75.3,8.34266666666667,8.63194444444444,75.3125,8.35277777777778,7.82540284747222
"48",1940.532227,271,2,"CC",0,1,80,0,"3",5,"3","3",3,"2","LS",75,"VF",4,NA,"3",11,"5YR","5YR","6",4,"ST",0.9984894338375,"3","5YR","7","2","4","3","5YR","4","3","6","LS","VF","VE","4","3","5YR","7","2","4","3","5YR","4","3","6","LS","VF","VE","4",6.67850592676,5.21759427468,4.4387930073,4.4387930073,4.4387930073,3.7566826226,3.140790895,NA,NA,7.0625,82.4375,8.34492753623188,7.55072463768116,83.6231884057971,8.34492753623188,3.98875776633333
"49",1885.737549,349,1,"LL",1,1,150,0,"3",6,"3","3",4,"2","LS",85,"VF",6,8.1,"2",8,"5YR","5YR","6",4,"SL",0.15090426576,"3","5YR","7","2","4","3","5YR","5","3","6","SL","VF","VE","4","3","5YR","7","2","4","3","5YR","5","3","6","SL","VF","VE","4",4.3595992314,5.37658746298,6.09254082849,4.46683886853333,4.46683886853333,6.39357569456,6.808494194,1.21543494862,NA,6.49333333333333,82.44,8.55866666666667,6.52112676056338,82.2957746478873,8.58450704225352,4.559085848
"5",1900.397461,35,4,"VV",1,3,91,0,"2",8,"2","2",5,"3","LS",85,"VF",8,8.5,"4",10,"7.5YR","7.5YR","4",6,"VE",0.382108296263736,"2","7.5YR","8","2","3","2","7.5YR","5","3","6","LS","F","VE","4","2","7.5YR","8","2","3","2","7.5YR","5","3","6","LS","F","VE","4",5.06117604752,4.26918077176,3.91234773542857,3.91234773542857,3.91234773542857,3.477185496,3.477185496,NA,NA,8.28571428571429,84.2857142857143,8.70989010989011,8.32098765432099,84.1975308641975,8.7358024691358,3.96607146869136
"50",1925.391602,150,10,"LL",0,1,26,0,"3",5,"3","3",4,"2","LS",85,"VF",7,8.1,"4",9,"5YR","5YR","6",4,"VE",1.08719684826923,"3","5YR","5","3","6","3","5YR","4","3","6","LS","VF","VE","4","3","5YR","5","3","6","3","5YR","4","3","6","LS","VF","VE","4",3.83556728988,3.85059850996154,3.85059850996154,3.85059850996154,3.85059850996154,4.226379012,NA,NA,NA,8.96153846153846,85,8.23076923076923,10,85,8.3,4.226379012
"57",1996,224,3,"CL",3,1,87,0,"3",6,"3","3",4,"3","SL",74,"VF",10,7.6,"2",6,"5YR","5YR","6",6,"SL",0.590552542965517,"3","5YR","7","3","6","3","5YR","5","3","6","SL","F","VE","4","3","5YR","7","3","6","3","5YR","5","3","6","SL","F","VE","4",9.10905501848,8.72701843564,8.64167689816092,8.64167689816092,8.64167689816092,8.3449818528,8.52635049616216,NA,NA,10.2873563218391,73.7126436781609,8.10344827586207,10.3086419753086,73.6913580246914,8.14074074074074,8.64750393706173
"59",1993,238,3,"LL",1,1,149,0,"2",5,"2","2",3,"1","SL",76,"VF",12,7.8,"2",3,"7.5YR","7.5YR","4",2,"SL",0.168886649154362,"3","5YR","7","2","4","3","5YR","4","2","4","LS","F","VE","4","3","5YR","7","2","4","3","5YR","4","2","4","LS","F","VE","4",6.74708706032,6.63520411616,6.03156863813,5.67867409669799,5.67867409669799,6.523321172,5.4279331601,4.958481155,NA,8.91275167785235,81.0469798657718,8.13825503355705,8.84931506849315,81.1506849315068,8.14520547945205,5.62300225810959
"6",1956.634277,35,1,"LL",2,1,161,0,"2",7,"2","2",4,"2","LS",80,"F",8,8,"3",5,"7.5YR","7.5YR","4",3,"ST",0.183969269285714,"2","7.5YR","7","2","4","2","7.5YR","4","3","6","LS","VF","VE","4","2","7.5YR","7","2","4","2","7.5YR","4","3","6","LS","VF","VE","4",3.5538657154,4.31153533072,5.67878037346,7.29884724560667,7.64668081826708,5.06920494604,7.0460254162,10.5389809899,12.3898659,11.9192546583851,71.5217391304348,8.1304347826087,12.0448717948718,71.25,8.13636363636364,7.70190102170513
"60",1982,288,2,"LL",1,1,149,0,"3",5,"2","2",3,"2","SL",74,"VF",9,7.6,"2",4,"5YR","7.5YR","4",4,"SL",0.225836194308725,"2","7.5YR","6","2","4","2","7.5YR","4","2","4","SL","F","VE","4","2","7.5YR","6","2","4","2","7.5YR","4","2","4","SL","F","VE","4",8.5817133168,8.2603837994,8.24984307022,9.38187854363758,9.38187854363758,7.939054282,8.23930234104,11.69215502,NA,12.0335570469799,67.5771812080537,8.08456375838926,12.1172413793103,67.4,8.09793103448276,9.40862282793103
"61",2001,58,7,"LL",1,6,149,0,"3",6,"2","3",4,"2","SL",75,"F",8,7.8,"0",5,"5YR","5YR","4",4,"NE",0.266411217516778,"2","7.5YR","7","2","4","2","7.5YR","4","2","4","SL","F","VE","4","2","7.5YR","7","2","4","2","7.5YR","4","2","4","SL","F","VE","4",8.6439655132,8.68314400714,8.54777112257,8.41430198087919,8.41430198087919,8.72232250108,8.412398238,8.14191597742857,NA,9.04026845637584,73.9597315436242,8.23154362416107,9.07638888888889,73.9236111111111,8.24652777777778,8.43080363709028
"67",2006,216,3,"CL",2,1,122,0,"3",5,"2","3",4,"2","SL",73,"VF",10,NA,NA,8,"5YR","5YR","3",3,NA,0.57837333252459,"3","5YR","7","2","4","3","5YR","4","3","6","SL","F","LS","0","3","5YR","7","2","4","3","5YR","4","3","6","SL","F","LS","0",9.28649342304,9.17295035702,8.30744728462,8.22515627334426,8.22515627334426,9.059407291,7.44194421222,7.85110622209091,NA,9.20491803278689,74.1639344262295,NA,9.14912280701754,74.2456140350877,NA,8.18339928754386
"68",1978,305,0,"LV",0,1,139,0,"3",5,"2","3",3,"1","SL",75,"F",9,8,"2",5,"5YR","5YR","3",2,"SL",0.291757370215827,"3","5YR","7","2","4","2","7.5YR","4","2","4","LS","M","ST","3","3","5YR","7","2","4","2","7.5YR","4","2","4","LS","M","ST","3",7.3921476968,7.3023092974,5.78079019721,4.92703686169784,4.92703686169784,7.212470898,4.25927109702,2.737925745,NA,5.96402877697842,80.5539568345324,8.14820143884892,5.85074626865672,80.7611940298507,8.15373134328358,4.80823768146269
"7",1936.446533,320,5,"LV",0,3,27,0,"2",7,"2","2",5,"3","LS",85,"F",8,8.2,"4",8,"7.5YR","7.5YR","4",6,"VE",1.030277184,"2","7.5YR","7","2","4","2","7.5YR","4","3","6","LS","F","VE","4","2","7.5YR","7","2","4","2","7.5YR","4","3","6","LS","F","VE","4",3.477185496,3.477185496,3.477185496,3.477185496,3.477185496,3.477185496,NA,NA,NA,8,85,8.2,8,85,8.2,3.477185496
"73",1988,303,3,"CL",2,1,96,0,"3",5,"2","3",4,"2","SL",74,"VF",11,7.9,"0",5,"5YR","5YR","4",3,"NE",0.4539255834375,"3","5YR","6","3","6","3","5YR","5","2","4","SL","VF","VE","4","3","5YR","6","3","6","3","5YR","5","2","4","SL","VF","VE","4",9.41770671624,9.18427455162,8.66484552096875,8.66484552096875,8.66484552096875,8.950842387,8.10024874852174,NA,NA,10.5104166666667,73.3541666666667,8.14166666666667,10.4835164835165,73.3186813186813,8.15494505494505,8.66206938464835
"77",2020,0,4,"CL",3,3,58,0,"3",4,"2","4",3,"1","SL",75,"VF",9,8,"0",9,"5YR","2.5YR","4",2,"NE",1.25858093151724,"3","5YR","5","2","4","3","5YR","3","2","3","SL","VF","ST","3","3","5YR","5","2","4","3","5YR","3","2","3","SL","VF","ST","3",8.90158283852,9.2159468547,9.16099749239655,9.16099749239655,9.16099749239655,9.53031087088,8.817563978,NA,NA,13.0172413793103,73.0344827586207,8.18448275862069,13.7551020408163,72.6734693877551,8.21836734693878,9.35388082716326
"8",1948.463135,304,2,"CL",2,1,150,0,"2",7,"2","2",4,"3","LS",85,"VF",6,8.1,"4",6,"7.5YR","7.5YR","4",6,"VE",0.11317819932,"2","7.5YR","7","2","4","2","7.5YR","5","3","6","LS","VF","VE","4","2","7.5YR","7","2","4","2","7.5YR","5","3","6","LS","VF","VE","4",2.829454983,2.53716155055319,2.40457483892783,3.27514087507483,3.27514087507483,2.27994333,2.27994333,4.9640389852,NA,5.1156462585034,83.6394557823129,8.4312925170068,5.07801418439716,83.5815602836879,8.44539007092199,3.2941062321844
"80",1884,124,4,"LL",3,1,152,0,"3",5,"2","3",3,"2","SL",76,"VF",10,8,"0",6,"5YR","5YR","4",3,"NE",0.315169254355263,"3","5YR","6","2","4","3","5YR","4","2","4","SL","VF","VE","4","3","5YR","6","2","4","3","5YR","4","2","4","SL","VF","VE","4",8.46775871924,8.84244074762,9.17811550245,9.19015358867333,9.17595229003289,9.217122776,9.51379025728,9.21422976112,8.110854892,12.1973684210526,72.3815789473684,8.43092105263158,12.2876712328767,72.2328767123288,8.4486301369863,9.22492480426712
"82",1864,170,6,"LL",1,3,64,0,"3",7,"3","3",4,"2","LS",80,"VF",9,7.9,"3",5,"5YR","5YR","6",4,"ST",0.485956994765625,"2","7.5YR","7","2","4","3","5YR","4","3","6","LS","VF","VE","4","2","7.5YR","7","2","4","3","5YR","4","3","6","LS","VF","VE","4",5.9830982834,5.9534543772,5.94696977271875,5.94696977271875,5.94696977271875,5.923810471,5.923810471,NA,NA,8.078125,80,8.084375,8,80,8.1,5.923810471
"85",1878,NA,NA,"CL",2,NA,123,0,"3",5,"2","3",4,"2","SL",76,"MIX",10,8.2,"4",6,"5YR","5YR","4",3,"VE",0.389477452536585,"3","5YR","7","2","4","3","5YR","4","2","4","SL","F","VE","4","3","5YR","7","2","4","3","5YR","4","2","4","SL","F","VE","4",8.81908237824,8.74340880602,8.51404902351,8.41838968046341,8.41838968046341,8.6677352338,8.284689241,8.00247949330435,NA,10.3983739837398,74.650406504065,8.42113821138211,10.4188034188034,74.5811965811966,8.43247863247863,8.44065131653846
"9",1944.137207,135,6,"CL",1,2,45,0,"2",6,"2","2",4,"3","LS",85,"VF",5,8.1,"2",9,"7.5YR","7.5YR","4",6,"SL",0.5085506,"2","7.5YR","6","2","4","2","7.5YR","5","3","6","SL","F","VE","4","2","7.5YR","6","3","6","2","7.5YR","5","3","6","SL","F","VE","4",6.99111232928,8.25144655288889,8.25144655288889,8.25144655288889,8.25144655288889,9.8268643324,NA,NA,NA,10.8888888888889,73,8.45777777777778,12.3611111111111,70,8.54722222222222,9.67861994111111
"90",1942.2146,108,4,"LL",0,1,25,0,"2",6,"3","2",4,"3","LS",80,"VF",5,8,"2",7,"7.5YR","7.5YR","6",6,"SL",1.42230679164,"2","7.5YR","6","3","6","2","7.5YR","4","3","6","LS","VF","VE","4","2","7.5YR","6","3","6","2","7.5YR","4","3","6","LS","VF","VE","4",3.25308895164,3.25308895164,3.25308895164,3.25308895164,3.25308895164,NA,NA,NA,NA,5,83.6,8.144,5,85,8.2,2.542753
"97",1874,195,2,"LV",2,0,145,0,"2",6,"2","2",4,"2","LS",80,"VF",9,NA,NA,4,"7.5YR","7.5YR","4",4,NA,0.171593090565517,"3","5YR","7","2","4","3","5YR","4","3","6","SL","VF","LS","0","3","5YR","7","2","4","3","5YR","4","3","6","SL","VF","LS","0",7.13323566216,7.22018672208,7.67803791522,7.60228322284138,7.60228322284138,7.307137782,8.13588910836,7.433939462,NA,9.64137931034483,76.8551724137931,NA,9.65957446808511,76.7659574468085,NA,7.64148985234043
"98",1886,62,1,"LL",2,1,152,0,"3",6,"2","3",4,"2","SL",74,"VF",9,7.4,"0",4,"5YR","5YR","4",4,"NE",0.221378901,"3","5YR","7","2","4","3","5YR","6","3","6","SL","F","VE","4","3","5YR","7","2","4","3","5YR","6","3","6","SL","F","VE","4",10.27531939488,10.34207076424,9.79853292016,9.23597357744,9.22116938421053,10.4088221336,9.25499507608,8.110854892,8.110854892,12.25,70.7368421052632,8.07434210526316,12.3378378378378,70.6486486486486,8.09256756756757,9.24302806383784
"B1_1",1895.879054,40,1,"LV",0,1,188,0,"2",6,"2","2",4,"2","SiL",40,"VF",5,7.8,"3",5,"7.5YR","7.5YR","4",4,"ST",0.51781154893617,"2","7.5YR","5","2","4","2","7.5YR","4","2","4","SL","F","VE","4","2","7.5YR","5","2","4","2","7.5YR","4","2","4","SL","F","VE","4",16.084321992,11.371148112,12.0365369845,11.8716926063333,10.1069358774468,6.657974232,12.701925857,11.54200385,3.140790895,6.57446808510638,64.1223404255319,8.03510638297872,6.61748633879781,64.7814207650273,8.04153005464481,9.85112226098361
"B1_10",1887.039746,344,2,"LV",0,0,44,0,"2",5,"2","2",3,"2","SL",50,"VF",5,7.8,"1",4,"7.5YR","7.5YR","4",3,"VS",0.332667593777778,"2","7.5YR","5","2","4","3","5YR","4","2","4","SL","F","SL","2","2","7.5YR","5","2","4","3","5YR","4","2","4","SL","F","SL","2",19.22062115088,14.8756029268636,14.8756029268636,14.8756029268636,14.8756029268636,9.15847368473684,NA,NA,NA,7.36363636363636,53.5227272727273,8.05454545454545,7.6,53.875,8.08,14.86615904755
"B1_2",1874.542794,100,6,"CL",0,1,51,0,"2",6,"2","2",4,"2","SL",60,"F",5,7.8,"0",6,"7.5YR","7.5YR","4",4,"NE",1.593693315,"2","7.5YR","6","2","4","2","7.5YR","4","2","4","SL","F","ST","3","2","7.5YR","6","2","4","2","7.5YR","4","2","4","SL","F","ST","3",10.234215162,9.694759464,9.68418190129412,9.68418190129412,9.68418190129412,9.155303766,9.155303766,NA,NA,5,67.9411764705882,8.29411764705882,5,69,8.36,9.4171282468
"B1_3",1876.981224,170,4,"LV",1,1,200,1,"3",6,"2","3",4,"2","SL",60,"F",5,7.8,"2",7,"5YR","5YR","4",4,"SL",1.60410961117647,"3","5YR","7","2","4","3","5YR","5","2","4","SL","F","ST","3","3","5YR","7","2","4","3","5YR","5","2","4","SL","F","ST","3",10.8067704492,10.6355983096,9.78710431465,8.39080657098,7.431472322735,10.46442617,8.9386103197,5.59821108364,4.553469578,5.365,73.725,8.183,5.37823834196891,74.2227979274611,8.19689119170984,7.27712370143523
"B1_4",1885.820532,30,3,"CL",0,1,187,0,"2",6,"2","2",4,"2","SL",55,"F",7,7.6,"2",6,"7.5YR","7.5YR","4",4,"SL",0.3849241824,"2","7.5YR","6","2","4","2","7.5YR","4","2","4","SL","F","SL","2","2","7.5YR","6","2","4","2","7.5YR","4","2","4","SL","F","SL","2",10.78175220496,10.60657823248,10.51899124624,10.0896528856267,9.56347749529947,10.43140426,10.43140426,9.2309761644,7.430334021,8.05882352941176,67.7272727272727,7.79076923076923,8.0939226519337,68.1491712707182,7.8,9.45516826044751
"B1_5",1882.772495,60,4,"CL",1,0,153,0,"2",5,"2","2",4,"2","SL",55,"F",5,6.8,"0",6,"7.5YR","7.5YR","4",4,"NE",0.420485719572192,"2","7.5YR","6","3","6","2","7.5YR","4","3","6","SL","F","VE","4","2","7.5YR","6","3","6","2","7.5YR","4","3","6","SL","F","VE","4",11.3427286996,10.7553723416,9.9553380538,11.0052714558667,11.0464453147712,10.1680159836,9.155303766,13.10513826,13.10513826,5,62.7777777777778,8.27908496732026,5,63.0952380952381,8.33945578231292,10.9624170312925
"B1_6",1880.029261,270,3,"VV",1,0,59,0,"2",6,"2","2",4,"2","SL",65,"F",5,7.8,"1",5,"7.5YR","7.5YR","4",4,"VS",0.341974711437908,"3","5YR","6","2","4","3","5YR","5","2","4","SL","F","SL","2","3","5YR","6","2","4","3","5YR","5","2","4","LS","F","SL","2",9.4171282468,8.8423809264,8.95272136886441,8.95272136886441,8.95272136886441,8.267633606,9.565723827,NA,NA,5.64406779661017,70.6779661016949,8.1864406779661,5.7037037037037,71.2037037037037,8.22222222222222,8.81274870209259
"B1_7",1891.611802,0,5,"CL",1,1,116,0,"2",5,"2","2",3,"2","SL",60,"F",5,7,"0",7,"7.5YR","7.5YR","4",3,"NE",1.38660322322034,"2","7.5YR","6","2","4","2","7.5YR","4","2","4","SL","F","ST","3","2","7.5YR","6","2","4","2","7.5YR","4","2","4","SL","F","ST","3",11.68708431,11.68708431,11.68708431,11.5711425898276,11.5711425898276,11.68708431,11.68708431,10.84650683875,NA,5,60.4741379310345,8.09827586206896,5,60.5045871559633,8.16880733944954,11.5636967912844
"B1_8",1873.32358,320,2,"LL",0,1,200,1,"2",6,"2","2",4,"2","SL",80,"F",7,7.8,"2",6,"7.5YR","7.5YR","4",3,"SL",0.291468770637931,"2","7.5YR","7","2","4","2","7.5YR","4","2","4","SL","F","ST","3","2","7.5YR","7","2","4","2","7.5YR","4","2","4","SL","F","ST","3",8.31044595792,8.73287486196,7.51761648543,6.78864112698,7.930293230235,9.155303766,6.3023581089,5.33069041008,11.35524954,6.36,71.85,8.091,6.34020618556701,71.5979381443299,8.1,8.00127973532474
"B1_9",1892.221409,20,5,"CL",0,1,180,0,"2",6,"2","2",4,"2","SL",50,"F",5,7.6,"1",4,"7.5YR","7.5YR","4",4,"VS",0.2994008344,"3","5YR","6","2","4","3","5YR","5","2","4","SL","F","ST","3","3","5YR","6","2","4","3","5YR","5","2","4","SL","F","ST","3",12.4959682856,12.7786066984,12.4825058317,13.8788759611333,13.8764339176111,13.0612451112,12.186404965,16.67161622,13.8642237,6.82222222222222,52.6944444444444,8.23333333333333,6.86363636363636,52.7556818181818,8.24772727272727,13.8515791948295
"B2_1",1880.943672,350,4,"LL",0,0,200,1,"2",6,"2","2",4,"2","SL",55,"F",5,7.6,"1",7,"7.5YR","7.5YR","4",4,"VS",0.4586798391,"3","5YR","7","2","3","3","5YR","5","2","4","LS","M","ST","3","3","5YR","7","2","3","3","5YR","5","2","4","LS","M","ST","3",11.2038255552,11.0052980022,11.07050912094,9.74446732196,9.08144642247,10.8067704492,11.13572023968,7.092383724,7.092383724,3.94,68.675,8.213,3.90155440414508,69.1709844559585,8.23523316062176,8.93550941281865
"B2_10",1880.334065,210,1,"VV",1,1,200,1,"2",5,"2","2",3,"2","SL",50,"VF",5,6.4,"0",5,"7.5YR","7.5YR","4",4,"NE",2.77222994814815,"2","7.5YR","6","2","4","2","7.5YR","4","2","4","L","VF","ST","3","2","7.5YR","6","2","4","2","7.5YR","4","2","4","L","VF","ST","3",15.715720738,15.036006569,14.6961494845,14.5828637896667,13.61823235775,14.3562924,14.3562924,14.3562924,10.724338062,7.3,52.75,8.07,7.35897435897436,52.8205128205128,8.11282051282051,13.5835705792308
"B2_2",1881.55328,0,4,"LV",0,2,200,1,"2",6,"2","2",5,"2","SL",50,"F",5,7.8,"2",4,"7.5YR","7.5YR","4",4,"SL",0.2994008344,"3","5YR","8","2","3","3","5YR","7","2","4","SL","F","VE","4","3","5YR","8","2","3","3","5YR","7","2","4","SL","F","VE","4",14.97004172,12.8867272916,8.78998377752,9.10427889342667,9.678883417145,10.8034128632,4.69324026344,9.73286912524,11.4026969883,4.7,65.8,8.265,4.69387755102041,66.1224489795918,8.27448979591837,9.57090059463776
"B2_4",1896.488661,91,1,"LV",1,1,107,0,"2",6,"3","2",4,"2","SL",65,"VF",5,7.3,"0",4,"7.5YR","7.5YR","6",3,"NE",0.2092885234,"3","5YR","6","3","6","2","7.5YR","4","2","4","SL","F","ST","3","3","5YR","6","3","6","2","7.5YR","4","2","4","SL","F","ST","3",11.6438344508,11.5929191504,9.26124519044,8.95325987,8.95325987,11.54200385,6.92957123048,4.553469578,NA,5.39252336448598,67.4766355140187,8.19439252336449,5.40776699029126,67.5728155339806,8.22912621359223,8.89457380009709
"B2_5",1876.066813,200,4,"LV",0,1,185,0,"2",6,"2","2",4,"2","SL",60,"F",5,7.4,"2",7,"7.5YR","7.5YR","4",4,"SL",0.764575609065421,"3","5YR","7","3","6","3","5YR","5","3","6","SL","F","ST","3","3","5YR","7","3","6","3","5YR","5","3","6","SL","F","ST","3",9.86420231832,9.50975304216,9.33252840408,9.27345352472,9.25110086766486,9.155303766,9.155303766,9.155303766,9.155303766,5,69.6216216216216,8.32972972972973,5,70,8.36629213483146,9.155303766
"B2_6",1876.981224,10,3,"CC",1,1,200,1,"2",6,"2","2",4,"2","SL",55,"VF",5,7.2,"0",6,"7.5YR","7.5YR","4",4,"NE",0.425031511135135,"2","7.5YR","7","2","4","2","7.5YR","5","2","4","SL","MIX","ST","3","2","7.5YR","7","2","4","2","7.5YR","5","2","4","SL","MIX","ST","3",12.027417258,11.75597956224,10.45564166412,10.0469558616,10.4996117262,11.48454186648,9.155303766,9.22958425656,11.85757932,9.055,63.6,8.178,9.18041237113402,63.8659793814433,8.20824742268041,10.4190284313402
"B2_7",1865.703487,0,10,"CL",1,1,106,0,"2",6,"2","2",4,"2","SL",60,"F",5,7.8,"2",7,"7.5YR","7.5YR","4",4,"SL",0.40904795085,"2","7.5YR","7","2","4","2","7.5YR","5","3","6","SL","F","ST","3","2","7.5YR","7","2","4","2","7.5YR","5","3","6","SL","F","ST","3",11.68708431,11.6493633904,11.5956836202,11.5926451426415,11.5926451426415,11.6116424708,11.54200385,11.54200385,NA,6.30188679245283,60,8.21037735849057,6.39393939393939,60,8.23939393939394,11.5859676257576
"B2_8",1878.810046,250,3,"CL",0,1,156,0,"3",6,"2","3",4,"2","SL",75,"VF",11,8.1,"3",7,"5YR","5YR","4",3,"ST",0.558766195915094,"3","5YR","6","2","4","3","5YR","4","2","4","SL","VF","VE","4","3","5YR","6","2","4","3","5YR","4","2","4","SL","VF","VE","4",8.44731310212,8.36600117156,8.89597012002,9.5326262748,9.65455767230769,8.284689241,9.42593906848,10.80593858436,12.70284261,12.3653846153846,68.6538461538462,8.22628205128205,12.4295302013423,68.3557046979866,8.23221476510067,9.71061597391275
"B2_9",1894.355035,100,5,"LV",1,1,27,0,"3",5,"3","3",4,"2","SL",60,"F",7,7.5,"0",5,"5YR","5YR","6",4,"NE",0.369936020833333,"2","7.5YR","5","2","4","2","7.5YR","4","2","4","SL","F","SL","2","2","7.5YR","5","2","4","2","7.5YR","4","2","4","SL","F","SL","2",10.81990222248,10.7062380774074,10.7062380774074,10.7062380774074,10.7062380774074,9.285436264,NA,NA,NA,7,63.7037037037037,7.65555555555556,7,64.5454545454545,7.69090909090909,10.5162913109091
"B3_1",1866.617898,310,6,"CV",1,1,81,0,"3",6,"3","3",4,"2","SL",60,"F",5,7.6,"2",6,"5YR","5YR","6",4,"SL",0.865709948888889,"3","5YR","7","2","3","3","5YR","6","2","4","SL","F","VE","4","3","5YR","7","2","3","3","5YR","6","2","4","L","F","VE","4",13.362245884,14.632586512,12.2262520743457,12.2262520743457,12.2262520743457,15.90292714,8.34506749748387,NA,NA,7.58024691358025,58.2222222222222,8.17530864197531,7.78666666666667,58.08,8.22133333333333,12.2693854954933
"B3_10",1895.57425,250,5,"CV",1,2,42,0,"2",5,"2","2",4,"2","SL",45,"F",5,7.8,"2",8,"7.5YR","7.5YR","4",4,"SL",0.686370132,"2","7.5YR","7","2","3","2","7.5YR","5","2","3","LS","F","ST","3","2","7.5YR","7","2","3","2","7.5YR","5","2","3","LS","F","ST","3",11.14680348808,8.47807309590476,8.47807309590476,8.47807309590476,8.47807309590476,4.553469578,NA,NA,NA,6.80952380952381,70.4761904761905,7.96190476190476,7.23529411764706,76.4705882352941,8,6.43544245964706
"B3_2",1890.392587,250,4,"VV",1,0,67,0,"2",5,"2","2",3,"2","SL",55,"F",5,7.6,"2",4,"7.5YR","7.5YR","4",4,"SL",1.24810840571429,"3","5YR","6","2","4","3","5YR","4","2","4","SL","F","ST","3","3","5YR","6","2","4","3","5YR","4","2","4","SL","F","ST","3",15.1970679456,14.7681563708,14.4192486344776,14.4192486344776,14.4192486344776,14.339244796,13.39304941,NA,NA,4.19402985074627,51.865671641791,8.24477611940299,4.14285714285714,51.6666666666667,8.28571428571428,14.5026842138095
"B3_3",1877.895635,90,2,"LL",0,0,200,1,"2",6,"2","2",4,"2","SL",50,"F",5,7.6,"2",5,"7.5YR","7.5YR","4",4,"SL",1.11716729253731,"2","7.5YR","7","2","4","2","7.5YR","5","2","4","SL","F","ST","3","2","7.5YR","7","2","4","2","7.5YR","5","2","4","SL","F","ST","3",12.4908446256,12.6608253528,13.6015099724,14.6136176356,14.33118874595,12.83080608,14.542194592,16.637832962,13.483902077,7.92,49.9,8.0075,7.99487179487179,49.8974358974359,8.01794871794872,14.3148079004615
"B3_4",1873.628383,100,5,"CL",0,0,148,0,"2",6,"2","2",4,"2","SL",70,"F",3,7.6,"0",7,"7.5YR","7.5YR","4",4,"NE",0.315847167405,"3","5YR","7","3","6","3","5YR","5","3","6","SL","F","ST","3","3","5YR","7","3","6","3","5YR","5","3","6","SL","F","ST","3",9.84608720772,9.43514599536,9.22967538918,8.88892652880405,8.88892652880405,9.024204783,9.024204783,8.1790330696875,NA,3,70.2364864864865,8.19054054054054,3,70.2482269503546,8.21985815602837,8.88221058710638
"B3_5",1893.745428,35,1,"CL",1,0,178,0,"2",6,"3","2",4,"3","L",45,"VF",15,7.8,"3",5,"7.5YR","7.5YR","6",6,"ST",0.496164922297297,"2","7.5YR","5","2","4","2","7.5YR","4","2","4","L","VF","ST","3","2","7.5YR","5","2","4","2","7.5YR","4","2","4","L","VF","ST","3",12.521922092,11.9167948566,14.6886016505,15.5311677299867,14.5486931173595,11.3116676212,17.4604084444,17.21629988896,9.285436264,15.9943820224719,46.8539325842697,7.9685393258427,16.0231213872832,46.9075144508671,7.97341040462428,14.5447107883815
"B3_6",1867.837113,270,6,"VV",1,1,169,0,"2",6,"2","2",4,"2","SL",70,"F",5,7.6,"1",5,"7.5YR","7.5YR","4",3,"VS",0.257171454101124,"3","5YR","7","3","6","3","5YR","5","3","6","SL","F","ST","3","3","5YR","7","3","6","3","5YR","5","3","6","SL","F","ST","3",10.5628168844,11.1568629472,11.4121049466,11.4554045810667,11.4651405935503,11.75090901,11.667346946,11.54200385,11.54200385,10.8224852071006,58.8461538461538,8.46863905325444,11,58.5060975609756,8.49512195121951,11.5355624480488
