id,bottom,bottom,Horizon,DryHue,DryValue,DryChroma,MoistHue,MoistValue,MoistChroma,Texture,SandPercent,SandSize,ClayPercent,pH,Effervescence,Theta_fc,Theta_pwp,AWHC,HzNum
CLHS47P,6,36,Bw1,10YR,6,6,10YR,5,6,VFSL,75,VF,8,8.3,VE,0.133943934,0.054553391,7.939054282,2
CLHS47P,36,102,Bw2,10YR,7,4,10YR,4,6,VFSL,75,VF,8,8.3,VE,0.133943934,0.054553391,7.939054282,3
CLHS47P,102,125,Bw3,10YR,6,6,10YR,3,6,VFSL,75,VF,11,8.6,VE,0.147561255,0.062948088,8.461316681,4
CLHS47P,125,133,Bw4,10YR,6,6,10YR,3,6,VFSL,70,VF,15,8.6,VE,0.178985018,0.080127757,9.885726076,5
CLHS47P,133,150,Bw5,10YR,6,6,10YR,4,6,VFSL,80,VF,6,8.2,VE,0.098915741,0.045378855,5.353688629,6
CLHS48P,0,11,A,5YR,5,6,5YR,3,4,LS,75,VF,4,NA,ST,0.116845022,0.044227609,7.261741337,1
CLHS48P,11,30,Bw1,5YR,6,6,5YR,4,4,LS,80,VF,9,8.2,VE,0.115212831,0.053010335,6.220249533,2
CLHS48P,30,80,Bw2,5YR,7,4,5YR,4,6,LS,85,VF,7,8.4,VE,0.081049151,0.049641242,3.140790895,3
CLHS48P,80,80,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
CLHS49P,0,8,A,5YR,6,6,5YR,4,4,LS,85,VF,6,8.1,SL,0.075697345,0.047402795,2.829454983,1
CLHS49P,8,31,Bk1,5YR,6,6,5YR,4,6,LS,80,VF,5,8.3,VE,0.093772599,0.042975928,5.079667113,2
CLHS49P,31,103,Bk2,5YR,7,4,5YR,5,6,SL,78,VF,8,8.6,VE,0.119615365,0.051530423,6.808494194,3
CLHS49P,103,150,Bw,5YR,7,4,5YR,5,6,S,90,F,5,8.7,VE,0.060152168,0.051567856,0.858431167,4
CLHS50P,0,9,A,5YR,5,6,5YR,4,4,LS,85,VF,7,8.1,VE,0.081049151,0.049641242,3.140790895,1
CLHS50P,9,26,Bw,5YR,5,6,5YR,4,6,LS,85,VF,10,8.3,VE,0.09883122,0.05656743,4.226379012,2
CLHS50P,26,26,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
CLHS57P,0,6,A,5YR,6,6,5YR,4,6,VFSL,74,VF,10,7.6,SL,0.14689953,0.061269411,8.563011873,1
CLHS57P,6,30,Ab,5YR,6,6,5YR,4,6,VFSL,72,VF,12,8,ST,0.162125525,0.069310628,9.281489696,2
CLHS57P,30,53,Bkk,5YR,8,4,5YR,6,6,FSL,75,F,9,8.2,VE,0.138390117,0.057281568,8.110854892,3
CLHS57P,53,70,Bk1,5YR,7,4,5YR,5,4,FSL,74,F,10,8.2,VE,0.14689953,0.061269411,8.563011873,4
CLHS57P,70,87,Bk2,5YR,7,6,5YR,5,6,FSL,74,F,10,8.2,VE,0.14689953,0.061269411,8.563011873,5
CLHS57P,87,87,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
CLHS59P,0,3,A,7.5YR,5,4,7.5YR,3,2,VFSL,76,VF,12,7.8,SL,0.148639225,0.064758856,8.388036908,1
CLHS59P,3,21,BA,5YR,5,4,5YR,3,4,LVFS,80,VF,10,8,ST,0.120922531,0.055689319,6.523321172,2
CLHS59P,21,65,Bk,5YR,6,4,5YR,3,4,LFS,80,F,10,8.1,VE,0.120922531,0.055689319,6.523321172,3
CLHS59P,65,149,Bk,5YR,7,4,5YR,4,4,LFS,82,F,8,8.2,VE,0.099821945,0.050237134,4.958481155,4
CLHS60P,0,4,A,5YR,5,4,7.5YR,3,4,VFSL,74,VF,9,7.6,SL,0.142605442,0.05848146,8.412398238,1
CLHS60P,4,18,AB,5YR,5,6,5YR,4,4,VFSL,72,VF,9,7.7,ST,0.150457485,0.0609433,8.951418571,2
CLHS60P,18,96,Bk,7.5YR,6,4,7.5YR,4,4,FSL,75,F,8,8.1,VE,0.133943934,0.054553391,7.939054282,3
CLHS60P,96,149,Btk,7.5YR,7,3,5YR,4,4,VFSL,55,VF,19,8.2,VE,0.211529163,0.094607612,11.69215502,4
CLHS61P,0,5,A,5YR,6,4,5YR,4,4,FSL,75,F,8,7.8,NE,0.133943934,0.054553391,7.939054282,1
CLHS61P,5,11,AB,5YR,4,6,7.5YR,3,4,FSL,73,F,10,8,VS,0.15067286,0.062470927,8.820193321,2
CLHS61P,11,44,Bk1,7.5YR,6,4,7.5YR,4,4,FSL,73,F,10,8.1,VE,0.15067286,0.062470927,8.820193321,3
CLHS61P,44,121,Bk2,7.5YR,7,4,7.5YR,4,4,FSL,74,F,9,8.2,VE,0.142605442,0.05848146,8.412398238,4
CLHS61P,121,149,Bk2,5YR,7,4,5YR,5,4,FSL,75,F,8,8.6,VE,0.133943934,0.054553391,7.939054282,5
CLHS67P,0,8,A,5YR,5,3,5YR,4,3,VFSL,73,VF,10,NA,NA,0.15067286,0.062470927,8.820193321,1
CLHS67P,8,21,AB,5YR,5,4,5YR,4,3,VFSL,70,VF,12,NA,NA,0.167856754,0.071423555,9.643319988,2
CLHS67P,21,56,BA,5YR,6,4,5YR,4,4,FSL,72,F,10,NA,NA,0.154261661,0.063667588,9.059407291,3
CLHS67P,56,83,Bk,5YR,7,3,5YR,4,6,FSL,76,F,9,NA,NA,0.134006102,0.056152151,7.785395072,4
CLHS67P,83,107,Bw,7.5YR,7,4,5YR,4,6,LFS,78,F,6,NA,NA,0.109592474,0.046336533,6.325594113,5
CLHS67P,107,122,Cr,2.5YR,7,3,2.5YR,4,4,FSL,74,F,10,NA,NA,0.14689953,0.061269411,8.563011873,6
CLHS67P,122,122,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
CLHS68P,0,5,A,5YR,5,3,5YR,3,2,FSL,75,F,9,8,SL,0.138390117,0.057281568,8.110854892,1
CLHS68P,5,67,BA,5YR,6,4,5YR,4,3,FSL,77,F,8,8.1,ST,0.124527928,0.052403219,7.212470898,2
CLHS68P,67,139,Bw,5YR,7,4,7.5YR,4,4,LMS,84,M,4,8.2,ST,0.069491235,0.042111977,2.737925745,3
CLHS73P,0,5,A,5YR,5,4,5YR,4,3,VFSL,74,VF,11,7.9,NE,0.151267819,0.064114107,8.715371202,1
CLHS73P,5,17,AB,5YR,4,6,2.5YR,3,4,VFSL,68,VF,13,8,NE,0.176214877,0.075998983,10.0215894,2
CLHS73P,17,52,NA,5YR,6,6,5YR,4,4,VFSL,73,VF,11,8.1,ST,0.154797081,0.065288657,8.950842387,3
CLHS73P,52,87,B,5YR,7,6,5YR,5,6,FSL,74,F,10,8.2,VE,0.14689953,0.061269411,8.563011873,4
CLHS73P,87,96,Cr,5YR,8,2,5YR,5,4,LS,79,F,7,8.4,VE,0.109380291,0.048264355,6.111593567,5
CLHS77P,0,9,A,5YR,4,4,2.5YR,3,2,VFSL,75,VF,9,8,NE,0.138390117,0.057281568,8.110854892,1
CLHS77P,9,22,AB,5YR,4,4,5YR,3,3,VFSL,72,VF,12,8.1,VS,0.162125525,0.069310628,9.281489696,2
CLHS77P,22,47,B,5YR,5,4,5YR,3,3,VFSL,72,VF,15,8.2,ST,0.174543542,0.078268506,9.627503629,3
CLHS77P,47,58,Bkk,5YR,8,3,5YR,4,3,FSL,75,F,13,8.4,VE,0.157055206,0.068879566,8.817563978,4
CLHS77P,58,58,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
CLHS80P,0,6,NA,5YR,5,4,5YR,3,3,VFSL,76,VF,10,8,NE,0.138798847,0.058955969,7.984287777,1
CLHS80P,6,21,NA,5YR,4,6,5YR,4,4,VFSL,75,VF,11,8,NE,0.147561255,0.062948088,8.461316681,2
CLHS80P,21,54,NA,5YR,5,6,5YR,4,4,VFSL,73,VF,13,8.3,VE,0.163302434,0.071131206,9.217122776,3
CLHS80P,54,90,NA,5YR,7,4,5YR,5,4,VFSL,72,VF,14,8.6,VE,0.170317788,0.07521006,9.51077283,4
CLHS80P,90,136,NA,5YR,6,4,5YR,4,6,VFSL,70,VF,12,8.6,VE,0.167856754,0.071423555,9.643319988,5
CLHS80P,136,152,NA,7.5YR,8,1,7.5YR,7,4,SL,75,M,9,8.4,VE,0.138390117,0.057281568,8.110854892,6
CLHS82P,0,5,A,5YR,7,6,5YR,4,4,LVFS,80,VF,9,7.9,ST,0.115212831,0.053010335,6.220249533,1
CLHS82P,5,64,Bk,7.5YR,7,4,5YR,4,6,LVFS,80,VF,8,8.1,VE,0.109640891,0.050402787,5.923810471,2
CLHS82P,64,64,Cr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
CLHS85P,0,6,NA,5YR,5,4,5YR,4,3,VFSL,76,"Vf, M",10,8.2,VE,0.138798847,0.058955969,7.984287777,1
CLHS85P,6,37,NA,5YR,5,4,5YR,4,4,FSL,73,F,12,8.2,VE,0.159006321,0.068179304,9.082701726,2
CLHS85P,37,73,NA,5YR,6,4,5YR,4,4,FSL,75,F,10,8.4,VE,0.142929541,0.060082649,8.284689241,3
CLHS85P,73,110,NA,2.5YR,7,4,5YR,5,4,FSL,75,F,10,8.6,VE,0.142929541,0.060082649,8.284689241,4
CLHS85P,110,123,NA,5YR,7,4,5YR,4,4,SL,76,M,9,8.6,VE,0.134006102,0.056152151,7.785395072,5
CLHS85P,123,123,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
CLHS90P,0,7,A,7.5YR,6,6,7.5YR,4,6,LS,80,VF ,5,8,SL,0.093772599,0.042975928,5.079667113,1
CLHS90P,7,25,Bw,7.5YR,6,6,7.5YR,4,6,LS,85,VF ,5,8.2,VE,0.070626535,0.045199005,2.542753,2
CLHS90P,25,25,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
CLHS97P,0,4,A,7.5YR,6,4,7.5YR,4,4,LVFS,80,VF,9,NA,NA,0.115212831,0.053010335,6.220249533,1
CLHS97P,4,55,BwA,5YR,6,6,5YR,4,4,VFSL,78,VF,10,NA,NA,0.130069932,0.056998554,7.307137782,2
CLHS97P,55,97,Bk,5YR,7,4,5YR,4,6,VFSL,75,VF,10,NA,NA,0.142929541,0.060082649,8.284689241,3
CLHS97P,97,145,Bk,7.5YR,7,4,5YR,4,6,VFSL,77,VF,9,NA,NA,0.129462962,0.055123567,7.433939462,4
CLHS97P,145,145,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
CLHS98P,0,4,A,5YR,6,4,5YR,4,4,VFSL,74,VF,9,7.4,NE,0.142605442,0.05848146,8.412398238,1
CLHS98P,4,39,ABt or ABw,5YR,5,6,5YR,3,4,VFSL,64,VF,17,7.6,NE,0.195693344,0.089391729,10.63016152,2
CLHS98P,39,56,Bk,5YR,7,6,5YR,5,6,VFSL,68,VF,15,8.1,VE,0.182952897,0.081681722,10.12711746,3
CLHS98P,56,84,Bk,5YR,8,4,5YR,6,6,FSL,70,F,13,8.2,VE,0.171474793,0.074255732,9.721906099,4
CLHS98P,84,152,BCk,5YR,7,4,5YR,6,6,FSL,75,F,9,8.3,VE,0.138390117,0.057281568,8.110854892,5
CLHS100P,0,5,NA,7.5YR,6,4,7.5YR,3,3,VFSL,76,VF,9,7.8,NE,0.134006102,0.056152151,7.785395072,1
CLHS100P,5,52,NA,5YR,5,6,5YR,4,4,VFSL,70,VF,10,8,NE,0.160883369,0.065950224,9.493314452,2
CLHS100P,52,108,NA,5YR,6,4,5YR,4,4,VFSL,70,VF,12,8.1,VE,0.167856754,0.071423555,9.643319988,3
CLHS100P,108,155,NA,5YR,6,6,5YR,4,6,FSL,76,F,15,8.2,VE,0.164025678,0.074029003,8.999667523,4
