Plot Name,type,ident,lat,long,y_proj (Northing),x_proj (Easting),comment,display,symbol,unused1,dist,prox_index,color,altitude,depth,temp,time,wpt_class,sub_class,attrib,link,state,country,city,address,facility,crossroad,unused2,ete,dtype,model,filename,ltime
cLHS050_17,WAYPOINT,CLHS17-5-0,37.99674128,-109.8994773,4206024.159,596629.6445,11-JUL-13 4:48:48PM,0,8284,0,0,0,31,2002,0,0,1989/12/31-00:00:00,0,,128,,,,,,,,0,-1,1,eTrex Vista HCx,,12/30/1989 18:00
cLHS050_17,WAYPOINT,CLHS17-5-30,37.99659267,-109.8997518,4206007.384,596605.7369,11-JUL-13 4:46:03PM,0,8284,0,0,0,31,2001,0,0,1989/12/31-00:00:00,0,,128,,,,,,,,0,-1,1,eTrex Vista HCx,,12/30/1989 18:00
cLHS050_17,WAYPOINT,CLHS17-CENTER,37.99675997,-109.8996848,4206026.017,596611.4048,11-JUL-13 5:03:04PM,0,8284,0,0,0,31,2001,0,0,1989/12/31-00:00:00,0,,128,,,,,,,,0,-1,1,eTrex Vista HCx,,12/30/1989 18:00
cLHS050_18,WAYPOINT,CHLS50-18-3-30,37.9851129,-109.8809644,4204753.293,598270.6917,12-JUL-13 4:16:17PM,0,8284,0,0,0,31,1980,0,0,1989/12/31-00:00:00,0,,128,,,,,,,,0,-1,1,eTrex Vista HCx,,12/30/1989 18:00
cLHS050_18,WAYPOINT,CHLS50-18-5-30,37.98517082,-109.8810781,4204759.6,598260.625,12-JUL-13 4:11:52PM,0,8284,0,0,0,31,1981,0,0,1989/12/31-00:00:00,0,,128,,,,,,,,0,-1,1,eTrex Vista HCx,,12/30/1989 18:00
cLHS050_18,WAYPOINT,CHLS50-18-CENTER,37.9849689,-109.8810672,4204737.207,598261.8585,12-JUL-13 4:06:26PM,0,8284,0,0,0,31,1980,0,0,1989/12/31-00:00:00,0,,128,,,,,,,,0,-1,1,eTrex Vista HCx,,12/30/1989 18:00
cLHS050_18,WAYPOINT,CLHS50-18-1-0,37.98476413,-109.8810458,4204714.509,598264.0092,12-JUL-13 4:00:42PM,0,8284,0,0,0,31,1979,0,0,1989/12/31-00:00:00,0,,128,,,,,,,,0,-1,1,eTrex Vista HCx,,12/30/1989 18:00
cLHS050_18,WAYPOINT,CLHS50-18-1-30,37.98501601,-109.880861,4204742.652,598279.904,12-JUL-13 4:18:24PM,0,8284,0,0,0,31,1978,0,0,1989/12/31-00:00:00,0,,128,,,,,,,,0,-1,1,eTrex Vista HCx,,12/30/1989 18:00
cLHS050_18,WAYPOINT,CLHS50-18-3-0,37.98485457,-109.8811825,4204724.4,598251.8828,12-JUL-13 4:01:39PM,0,8284,0,0,0,31,1980,0,0,1989/12/31-00:00:00,0,,128,,,,,,,,0,-1,1,eTrex Vista HCx,,12/30/1989 18:00
cLHS050_18,WAYPOINT,CLHS50-18-5-0,37.9849285,-109.8812962,4204732.483,598241.7956,12-JUL-13 4:10:07PM,0,8284,0,0,0,31,1982,0,0,1989/12/31-00:00:00,0,,128,,,,,,,,0,-1,1,eTrex Vista HCx,,12/30/1989 18:00
cLHS050_2,WAYPOINT,CLHS50-2-1-0,38.02099826,-109.906764,4208708.103,595958.2125,11-JUL-13 2:06:24PM,0,8284,0,0,0,31,1995,0,0,1989/12/31-00:00:00,0,,128,,,,,,,,0,-1,1,eTrex Vista HCx,,12/30/1989 18:00
cLHS050_2,WAYPOINT,CLHS50-2-1-30,38.02108778,-109.9064512,4208718.359,595985.5538,11-JUL-13 2:23:13PM,0,8284,0,0,0,31,1986,0,0,1989/12/31-00:00:00,0,,128,,,,,,,,0,-1,1,eTrex Vista HCx,,12/30/1989 18:00
