"Site";"Plot";"Line";"Date";"PointLoc";"PointNbr";"TopCanopy";"Lower1";"Lower2";"Lower3";"Lower4";"SoilSurface";"HeightTop";"HeightLower1";"HeightLower2";"HeightLower3";"HeightLower4";"HeightSurface";"ChkboxTop";"ChkboxLower1";"ChkboxLower2";"ChkboxLower3";"ChkboxLower4";"ChkboxSoil"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"22";"44";"ATCA2";"";"";"";"WL";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"22.5";"45";"ATCA2";"SPCR";"";"";"L";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"23";"46";"LAOC3";"SPCR";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"23.5";"47";"SPCR";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"24";"48";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"24.5";"49";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"25";"50";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"25.5";"51";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"26";"52";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"26.5";"53";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"27";"54";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"27.5";"55";"None";"";"";"";"L";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"28";"56";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"28.5";"57";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"29";"58";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"29.5";"59";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"30";"60";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"0.5";"1";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"1";"2";"ATCA2";"";"";"";"WL";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"1.5";"3";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"2";"4";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"2.5";"5";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"3";"6";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"3.5";"7";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"4";"8";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"4.5";"9";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"5";"10";"GRFA";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"5.5";"11";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"6";"12";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"6.5";"13";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"7";"14";"SPCR/D";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"7.5";"15";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"8";"16";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"8.5";"17";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"9";"18";"SPCR";"";"";"";"WL";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"9.5";"19";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"10";"20";"SPCR/D";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"10.5";"21";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"11";"22";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"11.5";"23";"SPCR/D";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"12";"24";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"12.5";"25";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"13";"26";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"13.5";"27";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"14";"28";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"14.5";"29";"SPCR/D";"LAOC3";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"15";"30";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"15.5";"31";"None";"";"";"";"WL";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"16";"32";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"16.5";"33";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"17";"34";"None";"";"";"";"L";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"17.5";"35";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"18";"36";"LAOC3";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"18.5";"37";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"19";"38";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"19.5";"39";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"20";"40";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"20.5";"41";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"21";"42";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"21.5";"43";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"22";"44";"AMSIN";"SPCR/D";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"22.5";"45";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"23";"46";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"23.5";"47";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"24";"48";"LAOC3";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"24.5";"49";"ATCA2";"";"";"";"";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"25";"50";"ATCA2";"";"";"";"L";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"25.5";"51";"ATCA2";"SPCR";"";"";"";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"26";"52";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"26.5";"53";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"27";"54";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"27.5";"55";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"28";"56";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"28.5";"57";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"29";"58";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"29.5";"59";"KRLA2";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"4";"8/14/2013";"30";"60";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"0.5";"1";"BRTE";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"1";"2";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"1.5";"3";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"2";"4";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"2.5";"5";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"3";"6";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"3.5";"7";"BRTE";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"4";"8";"ATCA2";"";"";"";"";"EL";"";"";"";"";"";"";"True";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"4.5";"9";"ATCA2";"BRTE";"";"";"";"D";"";"";"";"";"";"";"True";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"5";"10";"ATCA2";"BRTE";"SPCR";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"5.5";"11";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"6";"12";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"6.5";"13";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"7";"14";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"7.5";"15";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"8";"16";"None";"WL";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"8.5";"17";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"9";"18";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"9.5";"19";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"10";"20";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"10.5";"21";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"11";"22";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"11.5";"23";"KRLA2";"";"";"";"";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"12";"24";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"12.5";"25";"PLPA2";"WL";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"13";"26";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"13.5";"27";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"14";"28";"LAOC3";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"14.5";"29";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"15";"30";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"15.5";"31";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"16";"32";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"16.5";"33";"None";"WL";"L";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"17";"34";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"17.5";"35";"None";"L";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"18";"36";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"18.5";"37";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"19";"38";"GRFA";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"19.5";"39";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"20";"40";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"20.5";"41";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"21";"42";"ATCA2";"SPCR";"";"";"";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"21.5";"43";"ATCA2";"SPCR";"";"";"";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"22";"44";"ATCA2";"L";"";"";"";"S";"";"";"";"";"";"";"True";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"22.5";"45";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"23";"46";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"23.5";"47";"AMSIN";"L";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"24";"48";"ATCA2/DP";"WL";"";"";"";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"24.5";"49";"None";"WL";"";"";"";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"25";"50";"SPCR/D";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"25.5";"51";"ATCA2";"WL";"";"";"";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"26";"52";"ATCA2";"WL";"";"";"";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"26.5";"53";"None";"WL";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"27";"54";"LAOC3";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"27.5";"55";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"28";"56";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"28.5";"57";"LAOC3";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"29";"58";"None";"L";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"29.5";"59";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"5";"8/14/2013";"30";"60";"SPCR/D";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"1";"11/18/2013";"0.5";"1";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"1";"11/18/2013";"1";"2";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"1";"11/18/2013";"1.5";"3";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"1";"11/18/2013";"2";"4";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"1";"11/18/2013";"2.5";"5";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"1";"11/18/2013";"3";"6";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"1";"11/18/2013";"3.5";"7";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"1";"11/18/2013";"4";"8";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"1";"11/18/2013";"4.5";"9";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"1";"11/18/2013";"5";"10";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"1";"11/18/2013";"5.5";"11";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"1";"11/18/2013";"6";"12";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"1";"11/18/2013";"6.5";"13";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"1";"11/18/2013";"7";"14";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"1";"11/18/2013";"7.5";"15";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"1";"11/18/2013";"8";"16";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
