"Site";"Plot";"Line";"Date";"PointLoc";"PointNbr";"TopCanopy";"Lower1";"Lower2";"Lower3";"Lower4";"SoilSurface";"HeightTop";"HeightLower1";"HeightLower2";"HeightLower3";"HeightLower4";"HeightSurface";"ChkboxTop";"ChkboxLower1";"ChkboxLower2";"ChkboxLower3";"ChkboxLower4";"ChkboxSoil"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"0.5";"1";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"1";"2";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"1.5";"3";"ATCA2";"";"";"";"L";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"2";"4";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"2.5";"5";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"3";"6";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"3.5";"7";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"4";"8";"None";"";"";"";"";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"4.5";"9";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"5";"10";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"5.5";"11";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"6";"12";"BRTE";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"6.5";"13";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"7";"14";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"7.5";"15";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"8";"16";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"8.5";"17";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"9";"18";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"9.5";"19";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"10";"20";"SPCR/D";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"10.5";"21";"BRTE";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"11";"22";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"11.5";"23";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"12";"24";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"12.5";"25";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"13";"26";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"13.5";"27";"PLPA2";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"14";"28";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"14.5";"29";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"15";"30";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"15.5";"31";"None";"";"";"";"WL";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"16";"32";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"16.5";"33";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"17";"34";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"17.5";"35";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"18";"36";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"18.5";"37";"SPCR";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"19";"38";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"19.5";"39";"ERCI6";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"20";"40";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"20.5";"41";"BRTE";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"21";"42";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"21.5";"43";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"22";"44";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"22.5";"45";"ATCA2";"";"";"";"L";"EL";"";"";"";"";"";"";"True";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"23";"46";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"23.5";"47";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"24";"48";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"24.5";"49";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"25";"50";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"25.5";"51";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"26";"52";"SPCR/D";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"26.5";"53";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"27";"54";"SPCR";"";"";"";"L";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"27.5";"55";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"28";"56";"KRLA2";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"28.5";"57";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"29";"58";"LAOC3";"AMSIN";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"29.5";"59";"None";"";"";"";"L";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"1";"8/14/2013";"30";"60";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"0.5";"1";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"1";"2";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"1.5";"3";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"2";"4";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"2.5";"5";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"3";"6";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"3.5";"7";"SPCR";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"4";"8";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"4.5";"9";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"5";"10";"SPCR";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"5.5";"11";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"6";"12";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"6.5";"13";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"7";"14";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"7.5";"15";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"8";"16";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"8.5";"17";"None";"";"";"";"WL";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"9";"18";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"9.5";"19";"SPCR";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"10";"20";"None";"";"";"";"L";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"10.5";"21";"SPCR";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"11";"22";"SPCR";"";"";"";"WL";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"11.5";"23";"ARTR2/D";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"12";"24";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"12.5";"25";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"13";"26";"PLPA2";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"13.5";"27";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"14";"28";"ERCI6";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"14.5";"29";"None";"";"";"";"L";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"15";"30";"PLPA2";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"15.5";"31";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"16";"32";"LAOC3";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"16.5";"33";"AMSIN";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"17";"34";"LAOC3";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"17.5";"35";"LAOC3";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"18";"36";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"18.5";"37";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"19";"38";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"19.5";"39";"SPCR/D";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"20";"40";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"20.5";"41";"None";"";"";"";"L";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"21";"42";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"21.5";"43";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"22";"44";"LAOC3";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"22.5";"45";"LAOC3";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"23";"46";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"23.5";"47";"None";"";"";"";"L";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"24";"48";"ATCA2";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"24.5";"49";"ATCA2";"";"";"";"";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"25";"50";"ATCA2";"";"";"";"L";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"25.5";"51";"ATCA2";"LAOC3";"";"";"";"EL";"";"";"";"";"";"";"True";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"26";"52";"LAOC3";"";"";"WL";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"26.5";"53";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"27";"54";"KRLA2";"SPCR";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"27.5";"55";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"28";"56";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"28.5";"57";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"29";"58";"None";"";"";"";"";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"29.5";"59";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"2";"8/14/2013";"30";"60";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"0.5";"1";"LAOC3";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"1";"2";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"1.5";"3";"SPCR/D";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"2";"4";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"2.5";"5";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"3";"6";"None";"";"";"";"";"GR";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"3.5";"7";"LAOC3";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"4";"8";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"4.5";"9";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"5";"10";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"5.5";"11";"None";"";"";"";"WL";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"6";"12";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"6.5";"13";"SPCR";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"7";"14";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"7.5";"15";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"8";"16";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"8.5";"17";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"9";"18";"AMSIN";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"9.5";"19";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"10";"20";"SPCR";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"10.5";"21";"None";"";"";"";"L";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"11";"22";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"11.5";"23";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"12";"24";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"12.5";"25";"BOGR";"SPCR/D";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"13";"26";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"13.5";"27";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"14";"28";"LAOC3";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"14.5";"29";"LAOC3";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"15";"30";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"15.5";"31";"None";"";"";"";"WL";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"16";"32";"SPCR/D";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"16.5";"33";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"17";"34";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"17.5";"35";"KRLA2";"SPCR";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"18";"36";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"18.5";"37";"None";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"19";"38";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"19.5";"39";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"20";"40";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"20.5";"41";"SPCR";"";"";"";"L";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"21";"42";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_1";"3";"8/14/2013";"21.5";"43";"ARTR2/D";"";"";"";"";"ARTR2/D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
