Site,Plot,Indicator,1st Hit Avg,1st Hit StDev,Any Hit Avg,Any Hit StDev
BEEF BASIN 2013,14,BOGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,BOGR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,BRTE,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,CEIN7,0.006,0.010,0.006,0.010
BEEF BASIN 2013,14,CEIN7/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,CEMO2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,CHVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,CHVI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,CHVI/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,CHVI8,0.011,0.019,0.011,0.019
BEEF BASIN 2013,14,CHVI8/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,CHVI8/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,CRAN4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,CRFL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,ECCO5/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,ECCOC,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,ECCOC/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,ELEL,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,ELEL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,EPVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,ERCI6,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,ERMI4,0.006,0.010,0.006,0.010
BEEF BASIN 2013,14,FRAN2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,GRFA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,GUMI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,GUSA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,GUSA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,GUSA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,GUSA2,0.000,0.000,0.011,0.010
BEEF BASIN 2013,14,GUSA2/D,0.000,0.000,0.006,0.010
BEEF BASIN 2013,14,HECO26,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,HECO26/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,HYACA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,HYFI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,JUOS,0.089,0.079,0.089,0.079
BEEF BASIN 2013,14,JUOS/D,0.006,0.010,0.006,0.010
BEEF BASIN 2013,14,JUOS/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,KRLA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,KRLA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,LEMO2,0.000,0.000,0.006,0.010
BEEF BASIN 2013,14,MAFR3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,MAFR3/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,MAGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,OPPO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,OPPO/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,OPPO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,PEPU7,0.017,0.017,0.017,0.017
BEEF BASIN 2013,14,PEPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,PHAU3,0.000,0.000,0.006,0.010
BEEF BASIN 2013,14,PHAU3/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,PHAUA3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,PIED,0.145,0.048,0.145,0.048
BEEF BASIN 2013,14,PIED/D,0.006,0.010,0.006,0.010
BEEF BASIN 2013,14,PIED/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,PLPA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,PSSP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,SALS0,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,SHRO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,SHRO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,SPCO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,SPCR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,SPCR/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,STUPID,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,SYOR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,SYOR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,SYOR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,UNKCLOVER,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,UNKF2A,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,UNKSPR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,YUBA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,YUBA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,14,YUBA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,ACHY,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,ACHY/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,AF01,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,AMSIN,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,AMUT,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,AMUT/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,ARNO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,ARPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,ARPU9/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,ARTR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,ARTR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,ARTR2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,ATCA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,ATCA2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,ATCA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,BAMU,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,BOGR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,BOGR/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,BOGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,BOGR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,BRTE,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,CEIN7,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,CEIN7/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,CEMO2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,CHVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,CHVI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,CHVI/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,CHVI8,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,CHVI8/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,CHVI8/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,CRAN4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,CRFL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,ECCO5/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,ECCOC,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,ECCOC/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,ELEL,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,ELEL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,EPVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,ERCI6,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,ERMI4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,FRAN2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,GRFA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,GUMI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,GUSA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,GUSA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,GUSA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,GUSA2,0.006,0.010,0.011,0.010
BEEF BASIN 2013,15,GUSA2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,HECO26,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,HECO26/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,HYACA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,HYFI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,JUOS,0.100,0.067,0.100,0.067
BEEF BASIN 2013,15,JUOS/D,0.006,0.010,0.006,0.010
BEEF BASIN 2013,15,JUOS/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,KRLA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,KRLA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,LEMO2,0.006,0.010,0.011,0.010
BEEF BASIN 2013,15,MAFR3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,MAFR3/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,MAGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,OPPO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,OPPO/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,OPPO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,PEPU7,0.017,0.017,0.017,0.017
BEEF BASIN 2013,15,PEPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,PHAU3,0.006,0.010,0.006,0.010
BEEF BASIN 2013,15,PHAU3/D,0.006,0.010,0.006,0.010
BEEF BASIN 2013,15,PHAUA3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,PIED,0.083,0.044,0.083,0.044
BEEF BASIN 2013,15,PIED/D,0.006,0.010,0.006,0.010
BEEF BASIN 2013,15,PIED/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,PLPA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,PSSP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,SALS0,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,SHRO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,SHRO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,SPCO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,SPCR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,SPCR/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,STUPID,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,SYOR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,SYOR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,SYOR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,UNKCLOVER,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,UNKF2A,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,UNKSPR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,YUBA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,YUBA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,15,YUBA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,ACHY,0.006,0.010,0.006,0.010
BEEF BASIN 2013,16,ACHY/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,AF01,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,AMSIN,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,AMUT,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,AMUT/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,ARNO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,ARPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,ARPU9/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,ARTR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,ARTR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,ARTR2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,ATCA2,0.011,0.010,0.011,0.010
BEEF BASIN 2013,16,ATCA2/D,0.006,0.010,0.006,0.010
BEEF BASIN 2013,16,ATCA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,BAMU,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,BOGR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,BOGR/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,BOGR2,0.106,0.020,0.111,0.010
BEEF BASIN 2013,16,BOGR2/D,0.006,0.010,0.006,0.010
BEEF BASIN 2013,16,BRTE,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,CEIN7,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,CEIN7/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,CEMO2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,CHVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,CHVI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,CHVI/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,CHVI8,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,CHVI8/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,CHVI8/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,CRAN4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,CRFL5,0.000,0.000,0.006,0.010
BEEF BASIN 2013,16,ECCO5/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,ECCOC,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,ECCOC/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,ELEL,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,ELEL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,EPVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,ERCI6,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,ERMI4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,FRAN2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,GRFA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,GUMI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,GUSA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,GUSA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,GUSA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,GUSA2,0.011,0.010,0.022,0.025
BEEF BASIN 2013,16,GUSA2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,HECO26,0.278,0.144,0.283,0.142
BEEF BASIN 2013,16,HECO26/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,HYACA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,HYFI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,JUOS,0.011,0.019,0.011,0.019
BEEF BASIN 2013,16,JUOS/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,JUOS/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,KRLA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,KRLA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,LEMO2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,MAFR3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,MAFR3/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,MAGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,OPPO,0.006,0.010,0.006,0.010
BEEF BASIN 2013,16,OPPO/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,OPPO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,PEPU7,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,PEPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,PHAU3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,PHAU3/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,PHAUA3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,PIED,0.072,0.075,0.072,0.075
BEEF BASIN 2013,16,PIED/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,PIED/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,PLPA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,PSSP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,SALS0,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,SHRO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,SHRO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,SPCO4,0.017,0.029,0.017,0.029
BEEF BASIN 2013,16,SPCR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,SPCR/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,STUPID,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,SYOR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,SYOR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,SYOR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,UNKCLOVER,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,UNKF2A,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,UNKSPR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,YUBA,0.017,0.029,0.017,0.029
BEEF BASIN 2013,16,YUBA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,16,YUBA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,ACHY,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,ACHY/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,AF01,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,AMSIN,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,AMUT,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,AMUT/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,ARNO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,ARPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,ARPU9/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,ARTR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,ARTR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,ARTR2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,ATCA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,ATCA2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,ATCA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,BAMU,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,BOGR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,BOGR/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,BOGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,BOGR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,BRTE,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,CEIN7,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,CEIN7/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,CEMO2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,CHVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,CHVI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,CHVI/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,CHVI8,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,CHVI8/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,CHVI8/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,CRAN4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,CRFL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,ECCO5/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,ECCOC,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,ECCOC/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,ELEL,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,ELEL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,EPVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,ERCI6,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,ERMI4,0.006,0.010,0.006,0.010
BEEF BASIN 2013,17,FRAN2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,GRFA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,GUMI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,GUSA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,GUSA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,GUSA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,GUSA2,0.000,0.000,0.006,0.010
BEEF BASIN 2013,17,GUSA2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,HECO26,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,HECO26/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,HYACA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,HYFI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,JUOS,0.133,0.044,0.133,0.044
BEEF BASIN 2013,17,JUOS/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,JUOS/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,KRLA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,KRLA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,LEMO2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,MAFR3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,MAFR3/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,MAGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,OPPO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,OPPO/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,OPPO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,PEPU7,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,PEPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,PHAU3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,PHAU3/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,PHAUA3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,PIED,0.128,0.102,0.139,0.084
BEEF BASIN 2013,17,PIED/D,0.017,0.029,0.017,0.029
BEEF BASIN 2013,17,PIED/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,PLPA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,PSSP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,SALS0,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,SHRO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,SHRO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,SPCO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,SPCR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,SPCR/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,STUPID,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,SYOR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,SYOR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,SYOR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,UNKCLOVER,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,UNKF2A,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,UNKSPR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,YUBA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,YUBA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,17,YUBA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,ACHY,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,ACHY/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,AF01,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,AMSIN,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,AMUT,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,AMUT/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,ARNO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,ARPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,ARPU9/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,ARTR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,ARTR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,ARTR2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,ATCA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,ATCA2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,ATCA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,BAMU,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,BOGR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,BOGR/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,BOGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,BOGR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,BRTE,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,CEIN7,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,CEIN7/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,CEMO2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,CHVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,CHVI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,CHVI/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,CHVI8,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,CHVI8/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,CHVI8/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,CRAN4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,CRFL5,0.006,0.010,0.006,0.010
BEEF BASIN 2013,18,ECCO5/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,ECCOC,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,ECCOC/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,ELEL,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,ELEL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,EPVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,ERCI6,0.000,0.000,0.000,0.000
BEEF BASIN 2013,18,ERMI4,0.000,0.000,0.000,0.000
