"","ACHY","ACHY/D","AF01","AMSIN","AMUT","AMUT/DP","ARNO4","ARPU9","ARPU9/D","ARTR2","ARTR2/D","ARTR2/DP","ATCA2","ATCA2/D","ATCA2/DP","BAMU","BOGR","BOGR/D","BOGR2","BOGR2/D","BRTE","CEIN7","CEIN7/D","CEMO2","CHVI","CHVI/D","CHVI/DP","CHVI8","CHVI8/D","CHVI8/DP","CRAN4","CRFL5","ECCO5/D","ECCOC","ECCOC/D","ELEL","ELEL5","EPVI","ERCI6","ERMI4","FRAN2","GRFA","GUMI","GUSA","GUSA/D","GUSA/DP","GUSA2","GUSA2/D","HECO26","HECO26/D","HYACA2","HYFI/D","JUOS","JUOS/D","JUOS/DP","KRLA2","KRLA2/DP","LEMO2","MAFR3","MAFR3/DP","MAGR2","OPPO","OPPO/D","OPPO/DP","PEPU7","PEPU9","PHAU3","PHAU3/D","PHAUA3","PIED","PIED/D","PIED/DP","PLPA2","PSSP","SALS0","SHRO","SHRO/DP","SPCO4","SPCR","SPCR/D","STUPID","SYOR","SYOR2","SYOR2/D","UNKCLOVER","UNKF2A","UNKSPR","YUBA","YUBA/D","YUBA/DP"
"60",0.0113421550094518,0,0,0,0,0,0,0,0,0.0207939508506616,0.136105860113422,0,0.0415879017013232,0,0,0,0.0831758034026465,0.0113421550094518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321361058601134,0,0,0,0,0,0,0.126654064272212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113421550094518,0,0,0,0.483931947069943,0.0415879017013232,0,0,0,0,0,0,0,0,0,0
"61",0.0508166969147005,0,0,0,0,0,0,0,0,0,0,0,0.0199637023593466,0,0,0,0.232304900181488,0.0199637023593466,0,0,0,0,0,0,0,0,0,0.0598911070780399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108892921960073,0,0,0,0,0.0108892921960073,0,0,0,0.373865698729583,0,0,0,0,0.0108892921960073,0,0,0,0,0,0,0,0,0,0,0,0.17059891107078,0.0399274047186933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13550135501355,0,0,0,0,0,0,0,0.016260162601626,0,0,0,0,0,0,0,0,0,0,0,0.016260162601626,0,0,0,0,0,0,0,0,0.2710027100271,0,0.016260162601626,0,0,0,0.029810298102981,0.016260162601626,0,0,0,0,0.0758807588075881,0.016260162601626,0,0,0,0.2710027100271,0.13550135501355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",0,0,0,0.00952380952380952,0,0,0,0,0,0,0,0,0.026984126984127,0.026984126984127,0.00952380952380952,0,0.026984126984127,0.00952380952380952,0,0,0.0698412698412698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968253968253968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714285714,0.00952380952380952,0,0,0,0,0,0,0,0,0,0
"65",0.0721649484536082,0,0,0,0,0,0,0,0,0.0154639175257732,0.0283505154639175,0,0,0,0,0,0.144329896907216,0.0154639175257732,0,0,0,0,0,0,0,0,0,0.0154639175257732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283505154639175,0.0154639175257732,0,0,0,0.0154639175257732,0,0,0,0.213917525773196,0,0,0,0,0,0,0,0,0.0154639175257732,0.0154639175257732,0,0,0,0,0,0,0.373711340206186,0,0.0154639175257732,0,0,0,0,0,0,0.0154639175257732,0,0,0,0,0,0,0,0,0,0,0
"66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.186666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",0.0313837375178317,0,0,0,0,0,0,0,0,0,0,0,0.118402282453638,0.0156918687589158,0.00855920114122682,0,0.365192582025678,0,0,0,0.0485021398002853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166904422253923,0,0,0,0.0399429386590585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470756062767475,0,0,0,0,0,0,0,0.158345221112696,0,0,0,0,0,0,0,0,0,0,0
"68",0,0,0,0,0,0,0,0,0,0.0119760479041916,0.0339321357285429,0,0.0558882235528942,0.0439121756487026,0.0119760479041916,0,0.343313373253493,0.0219560878243513,0,0,0.0219560878243513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119760479041916,0,0,0,0,0,0,0.0658682634730539,0.0119760479041916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365269461077844,0,0,0,0,0,0,0,0,0,0,0
"69",0.0685358255451713,0,0,0,0,0,0,0.043613707165109,0.0171339563862928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00934579439252336,0,0,0.00934579439252336,0,0,0,0,0,0,0,0,0,0,0,0,0.043613707165109,0,0,0,0,0,0,0,0,0.182242990654206,0,0,0,0,0,0,0,0,0,0,0,0.0264797507788162,0,0,0,0,0.355140186915888,0.155763239875389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00934579439252336,0,0.0607476635514019,0.00934579439252336,0.00934579439252336
"70",0,0,0,0,0,0,0,0,0,0,0.0365591397849462,0,0.0129032258064516,0.0236559139784946,0,0,0.227956989247312,0.0129032258064516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602150537634409,0.0129032258064516,0,0,0,0.490322580645161,0,0,0,0,0,0,0.0365591397849462,0,0.0129032258064516,0,0,0,0,0,0,0,0,0,0,0.0129032258064516,0,0,0,0,0,0.0129032258064516,0,0,0,0.0473118279569892,0,0,0,0,0,0,0,0,0,0,0
"73",0,0,0,0,0,0,0,0,0,0,0.0463483146067416,0,0.023876404494382,0.0154494382022472,0,0,0.428370786516854,0.00842696629213483,0,0,0.0308988764044944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00842696629213483,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547752808988764,0,0,0,0,0,0,0,0.00842696629213483,0,0,0
"76",0,0,0,0,0,0,0,0,0,0,0.0968858131487889,0.0207612456747405,0,0,0,0,0.28719723183391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28719723183391,0,0,0,0.211072664359862,0,0,0,0,0,0,0,0,0,0,0.0207612456747405,0,0,0,0,0,0.0761245674740484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
